,abbreviation,assist_percentage,assists,away_losses,away_wins,block_percentage,blocks,defensive_rebounds,effective_field_goal_percentage,field_goal_attempts,field_goal_percentage,field_goals,free_throw_attempt_rate,free_throw_attempts,free_throw_percentage,free_throws,free_throws_per_field_goal_attempt,home_losses,home_wins,losses,offensive_rating,offensive_rebound_percentage,offensive_rebounds,opp_assist_percentage,opp_assists,opp_block_percentage,opp_blocks,opp_defensive_rebounds,opp_effective_field_goal_percentage,opp_field_goal_attempts,opp_field_goal_percentage,opp_field_goals,opp_free_throw_attempt_rate,opp_free_throw_attempts,opp_free_throw_percentage,opp_free_throws,opp_free_throws_per_field_goal_attempt,opp_offensive_rebound_percentage,opp_offensive_rebounds,opp_personal_fouls,opp_points,opp_steal_percentage,opp_steals,opp_three_point_attempt_rate,opp_three_point_field_goal_attempts,opp_three_point_field_goal_percentage,opp_three_point_field_goals,opp_two_point_field_goal_attempts,opp_two_point_field_goal_percentage,opp_two_point_field_goals,opp_total_rebound_percentage,opp_total_rebounds,opp_true_shooting_percentage,opp_turnover_percentage,opp_turnovers,pace,personal_fouls,points,simple_rating_system,steal_percentage,steals,strength_of_schedule,three_point_attempt_rate,three_point_field_goal_attempts,three_point_field_goal_percentage,three_point_field_goals,two_point_field_goal_attempts,two_point_field_goal_percentage,two_point_field_goals,total_rebound_percentage,total_rebounds,true_shooting_percentage,turnover_percentage,turnovers,win_percentage,wins,AdjTempo,AdjOE,Off-eFG%,Off-TO%,Off-OR%,Off-FTRate,AdjDE,Def-eFG%,Def-TO%,Def-OR%,Def-FTRate,AvgHgt,EffHgt,C-Hgt,PF-Hgt,SF-Hgt,SG-Hgt,PG-Hgt,Experience,Bench,Continuity
0,DIXIE-STATE,0.605,0.4125,6,2,0.057,0.05277777777777778,0.7222222222222222,0.512,1.5180555555555555,0.449,0.6819444444444445,0.347,0.5263888888888889,0.712,0.375,0.247,3,6,10,101.1,0.254,0.23055555555555557,0.544,0.3763888888888889,0.10800000000000001,0.10277777777777777,0.6763888888888889,0.515,1.5402777777777779,0.449,0.6916666666666667,0.296,0.45555555555555555,0.674,0.30694444444444446,0.199,0.226,0.2111111111111111,0.5013888888888889,1.8930555555555555,0.1,0.19027777777777777,0.399,0.6152777777777778,0.33,0.20277777777777778,0.925,0.529,0.4888888888888889,0.48200000000000004,0.8875,0.539,0.16899999999999998,0.35833333333333334,76.4,0.4777777777777778,1.9305555555555556,-9.83,0.091,0.1736111111111111,0.17,0.371,0.5638888888888889,0.34,0.19166666666666668,0.9541666666666667,0.514,0.49027777777777776,0.518,0.9527777777777777,0.546,0.177,0.37916666666666665,0.444,8,0.733,0.982,0.484,0.214,0.248,0.359,1.0979999999999999,0.551,0.177,0.263,0.331,0.76,-0.006,-0.012,-0.001,0.008,-0.02,-0.022000000000000002,0.0154,0.358,0.701
0,DRAKE,0.461,0.3072463768115942,1,2,0.08800000000000001,0.07391304347826087,0.6333333333333333,0.537,1.4391304347826086,0.463,0.6666666666666666,0.293,0.4217391304347826,0.732,0.30869565217391304,0.215,0,10,5,110.7,0.28600000000000003,0.2318840579710145,0.419,0.2391304347826087,0.091,0.07971014492753623,0.5797101449275363,0.487,1.3492753623188405,0.423,0.5710144927536231,0.318,0.4289855072463768,0.652,0.2797101449275362,0.207,0.248,0.20869565217391303,0.38115942028985506,1.5927536231884059,0.08800000000000001,0.14782608695652175,0.375,0.5057971014492754,0.338,0.17101449275362318,0.8434782608695652,0.474,0.4,0.47700000000000004,0.7884057971014493,0.513,0.17,0.3173913043478261,67.0,0.4028985507246377,1.8536231884057972,7.73,0.099,0.16521739130434782,-0.61,0.39,0.5608695652173913,0.377,0.21159420289855072,0.8782608695652174,0.518,0.45507246376811594,0.523,0.8652173913043478,0.565,0.145,0.2782608695652174,0.706,12,0.665,1.092,0.525,0.16699999999999998,0.313,0.28,1.0090000000000001,0.489,0.18600000000000003,0.281,0.33299999999999996,0.765,-0.005,-0.006,-0.005,0.002,-0.006999999999999999,-0.008,0.0245,0.326,0.728
0,DREXEL,0.503,0.3452830188679245,3,2,0.075,0.07169811320754717,0.6396226415094339,0.527,1.4830188679245282,0.463,0.6867924528301886,0.256,0.37924528301886795,0.721,0.27358490566037735,0.184,1,4,6,107.2,0.261,0.21509433962264152,0.45299999999999996,0.2981132075471698,0.073,0.06792452830188679,0.6094339622641509,0.517,1.441509433962264,0.457,0.6584905660377358,0.284,0.40943396226415096,0.687,0.2811320754716981,0.195,0.23,0.19056603773584907,0.4075471698113208,1.771698113207547,0.096,0.1641509433962264,0.338,0.4867924528301887,0.357,0.17358490566037735,0.9547169811320755,0.508,0.4849056603773585,0.483,0.8,0.541,0.138,0.2622641509433962,68.6,0.36981132075471695,1.8377358490566038,-0.3,0.067,0.11509433962264151,-0.8,0.37,0.5490566037735849,0.347,0.19056603773584907,0.9339622641509434,0.531,0.4962264150943396,0.517,0.8547169811320755,0.552,0.141,0.27358490566037735,0.538,7,0.6759999999999999,1.06,0.517,0.172,0.271,0.258,1.057,0.519,0.157,0.24,0.29,0.767,-0.006999999999999999,-0.006999999999999999,-0.008,0.003,-0.006,0.002,0.0233,0.34,0.61
0,DUKE,0.569,0.4359375,1,1,0.14300000000000002,0.15,0.6921875,0.555,1.55625,0.492,0.765625,0.311,0.484375,0.726,0.3515625,0.226,1,11,2,117.1,0.304,0.2625,0.488,0.315625,0.081,0.0828125,0.6,0.46,1.575,0.411,0.646875,0.176,0.2765625,0.65,0.1796875,0.114,0.28300000000000003,0.2734375,0.434375,1.6296875,0.084,0.1484375,0.332,0.5234375,0.299,0.15625,1.0515625,0.467,0.490625,0.478,0.8734375,0.478,0.16899999999999998,0.346875,71.0,0.34375,2.078125,21.0,0.11599999999999999,0.20625,3.06,0.346,0.5390625,0.362,0.1953125,1.0171875,0.561,0.5703125,0.522,0.9546875,0.582,0.121,0.246875,0.875,14,0.701,1.172,0.555,0.139,0.309,0.311,0.9259999999999999,0.46,0.196,0.29100000000000004,0.17600000000000002,0.78,0.016,0.019,0.012,0.005,0.011000000000000001,0.005,0.0101,0.247,0.4
0,DUQUESNE,0.40299999999999997,0.25950413223140495,3,1,0.1,0.10082644628099173,0.5834710743801653,0.476,1.537190082644628,0.419,0.6446280991735537,0.235,0.36198347107438017,0.708,0.256198347107438,0.167,4,3,9,101.7,0.314,0.2991735537190083,0.51,0.34710743801652894,0.095,0.09586776859504133,0.6528925619834711,0.52,1.4776859504132231,0.461,0.6809917355371901,0.219,0.3239669421487603,0.73,0.23636363636363636,0.16,0.308,0.25950413223140495,0.36198347107438017,1.771900826446281,0.079,0.13388429752066117,0.315,0.46611570247933887,0.372,0.17355371900826447,1.0115702479338844,0.502,0.5074380165289256,0.508,0.912396694214876,0.543,0.165,0.32231404958677684,67.7,0.34049586776859503,1.7206611570247934,-2.73,0.095,0.16033057851239668,-0.67,0.341,0.5239669421487604,0.334,0.17520661157024794,1.0132231404958678,0.463,0.46942148760330576,0.49200000000000005,0.8826446280991735,0.503,0.14,0.2793388429752066,0.4,6,0.67,1.025,0.47600000000000003,0.165,0.314,0.235,1.056,0.52,0.191,0.31,0.21899999999999997,0.7709999999999999,-0.004,-0.01,0.002,0.006999999999999999,0.006999999999999999,0.003,0.0077,0.27899999999999997,0.207
0,EAST-CAROLINA,0.6459999999999999,0.4077519379844961,2,0,0.077,0.06666666666666667,0.6434108527131783,0.507,1.4465116279069767,0.436,0.6310077519379845,0.33,0.47751937984496123,0.75,0.3581395348837209,0.248,0,10,5,104.3,0.27699999999999997,0.24031007751937986,0.612,0.386046511627907,0.10800000000000001,0.09767441860465116,0.627906976744186,0.499,1.4651162790697674,0.431,0.6310077519379845,0.271,0.39689922480620154,0.723,0.2868217054263566,0.196,0.265,0.23255813953488372,0.448062015503876,1.7503875968992249,0.096,0.16744186046511628,0.407,0.5968992248062015,0.338,0.20155038759689922,0.8682170542635659,0.495,0.4294573643410853,0.493,0.8604651162790697,0.529,0.165,0.3271317829457364,70.0,0.3736434108527132,1.8248062015503876,2.1,0.102,0.17829457364341086,-0.9,0.377,0.5457364341085271,0.375,0.20465116279069767,0.9007751937984496,0.473,0.4263565891472868,0.507,0.8837209302325582,0.545,0.16,0.31937984496124033,0.688,11,0.6920000000000001,1.056,0.507,0.183,0.28300000000000003,0.33,1.043,0.499,0.188,0.273,0.271,0.7829999999999999,0.01,0.008,0.012,0.016,0.021,0.012,0.0158,0.301,0.5429999999999999
0,EAST-TENNESSEE-STATE,0.514,0.34210526315789475,6,2,0.078,0.06578947368421052,0.6197368421052631,0.515,1.5078947368421052,0.442,0.6657894736842105,0.208,0.3131578947368421,0.735,0.23026315789473684,0.153,2,6,8,104.6,0.319,0.28289473684210525,0.532,0.3513157894736842,0.073,0.06315789473684211,0.6039473684210527,0.504,1.518421052631579,0.435,0.6605263157894737,0.25,0.37894736842105264,0.715,0.2710526315789474,0.179,0.316,0.2868421052631579,0.3592105263157895,1.8013157894736842,0.107,0.18289473684210528,0.443,0.6723684210526316,0.311,0.20921052631578949,0.8460526315789474,0.533,0.4513157894736842,0.49700000000000005,0.8907894736842106,0.53,0.149,0.29736842105263156,68.2,0.36578947368421055,1.7828947368421053,-1.78,0.10300000000000001,0.1763157894736842,1.51,0.425,0.6407894736842106,0.345,0.22105263157894736,0.8671052631578947,0.513,0.44473684210526315,0.503,0.9026315789473685,0.538,0.16399999999999998,0.325,0.579,11,0.6709999999999999,1.058,0.515,0.196,0.32,0.183,1.068,0.508,0.17,0.33399999999999996,0.258,0.767,0.004,-0.002,0.009000000000000001,0.001,-0.012,-0.006999999999999999,0.016399999999999998,0.301,0.536
0,EASTERN-ILLINOIS,0.608,0.31333333333333335,9,0,0.107,0.09666666666666666,0.5966666666666667,0.454,1.3116666666666668,0.393,0.515,0.278,0.365,0.607,0.22166666666666668,0.169,3,2,13,83.4,0.223,0.19333333333333333,0.561,0.3616666666666667,0.132,0.10666666666666667,0.675,0.499,1.4833333333333334,0.435,0.645,0.26,0.385,0.688,0.265,0.179,0.33,0.29333333333333333,0.41,1.745,0.135,0.22833333333333333,0.391,0.58,0.328,0.19,0.9033333333333333,0.504,0.455,0.551,0.9683333333333334,0.524,0.157,0.31,67.7,0.38333333333333336,1.4116666666666666,-21.74,0.094,0.15833333333333333,-3.51,0.382,0.5016666666666667,0.319,0.16,0.81,0.438,0.355,0.449,0.79,0.475,0.21600000000000003,0.41,0.133,2,0.6679999999999999,0.863,0.42200000000000004,0.249,0.20800000000000002,0.264,1.092,0.503,0.174,0.324,0.264,0.762,0.001,0.001,0.0,-0.01,-0.018000000000000002,-0.01,0.014499999999999999,0.37799999999999995,0.263
0,EASTERN-KENTUCKY,0.535,0.3917241379310345,6,1,0.09699999999999999,0.0910344827586207,0.6275862068965518,0.506,1.7420689655172414,0.42,0.7324137931034482,0.203,0.35310344827586204,0.707,0.2496551724137931,0.143,4,7,10,106.3,0.311,0.32827586206896553,0.493,0.32275862068965516,0.083,0.07310344827586207,0.7282758620689656,0.5,1.4717241379310344,0.445,0.6551724137931034,0.292,0.4303448275862069,0.721,0.3103448275862069,0.211,0.295,0.2620689655172414,0.37103448275862067,1.7806896551724138,0.092,0.17517241379310344,0.361,0.5310344827586206,0.301,0.16,0.9406896551724138,0.526,0.49517241379310345,0.509,0.9903448275862069,0.531,0.22,0.4731034482758621,75.8,0.41793103448275865,2.013793103448276,-3.85,0.14300000000000002,0.27034482758620687,-3.99,0.496,0.863448275862069,0.347,0.2993103448275862,0.8786206896551724,0.493,0.43310344827586206,0.491,0.9558620689655173,0.527,0.14400000000000002,0.32,0.444,8,0.732,1.01,0.47,0.175,0.305,0.20600000000000002,1.0590000000000002,0.517,0.235,0.321,0.3,0.76,-0.004,-0.005,-0.003,-0.002,-0.02,-0.018000000000000002,0.0167,0.344,0.562
0,EASTERN-MICHIGAN,0.385,0.24761904761904763,7,1,0.08800000000000001,0.08571428571428572,0.6698412698412698,0.495,1.4507936507936507,0.443,0.6428571428571429,0.329,0.4777777777777778,0.708,0.3380952380952381,0.233,1,6,8,96.7,0.209,0.18253968253968253,0.43,0.27936507936507937,0.113,0.1126984126984127,0.6888888888888889,0.492,1.5031746031746032,0.432,0.6492063492063492,0.325,0.4888888888888889,0.698,0.3412698412698413,0.227,0.27699999999999997,0.2571428571428571,0.43492063492063493,1.8206349206349206,0.09300000000000001,0.17142857142857143,0.353,0.5301587301587302,0.341,0.18095238095238095,0.973015873015873,0.481,0.46825396825396826,0.526,0.946031746031746,0.525,0.168,0.35079365079365077,73.4,0.4396825396825397,1.7746031746031745,-6.42,0.095,0.1746031746031746,-2.78,0.315,0.45714285714285713,0.33,0.15079365079365079,0.9936507936507937,0.495,0.49206349206349204,0.474,0.8523809523809524,0.529,0.17,0.34444444444444444,0.467,7,0.726,0.978,0.49,0.19,0.225,0.32,1.061,0.49700000000000005,0.188,0.28800000000000003,0.32799999999999996,0.773,0.002,0.006,-0.001,-0.002,0.0,0.013000000000000001,0.0171,0.327,0.287
0,EASTERN-WASHINGTON,0.619,0.3984496124031008,4,6,0.073,0.06666666666666667,0.7178294573643411,0.513,1.462015503875969,0.44,0.6434108527131783,0.381,0.5565891472868217,0.744,0.413953488372093,0.283,2,3,7,103.4,0.282,0.2496124031007752,0.507,0.3271317829457364,0.10099999999999999,0.08217054263565891,0.6356589147286822,0.479,1.5472868217054263,0.417,0.6449612403100775,0.31,0.4790697674418605,0.761,0.3643410852713178,0.235,0.24100000000000002,0.22790697674418606,0.5054263565891473,1.848062015503876,0.08800000000000001,0.16279069767441862,0.406,0.627906976744186,0.309,0.1937984496124031,0.9193798449612403,0.491,0.4511627906976744,0.47200000000000003,0.8635658914728682,0.521,0.153,0.31937984496124033,74.1,0.4728682170542636,1.917829457364341,-6.09,0.084,0.15503875968992248,-3.66,0.442,0.6465116279069767,0.331,0.21395348837209302,0.8155038759689922,0.527,0.4294573643410853,0.528,0.9674418604651163,0.555,0.174,0.3643410852713178,0.563,9,0.7170000000000001,1.034,0.51,0.201,0.263,0.38,1.073,0.493,0.16699999999999998,0.273,0.32899999999999996,0.784,0.001,0.001,0.002,0.017,0.028999999999999998,0.023,0.0143,0.228,0.11599999999999999
0,ELON,0.5429999999999999,0.32794117647058824,7,0,0.068,0.058823529411764705,0.6073529411764705,0.509,1.4161764705882354,0.427,0.6044117647058823,0.243,0.34411764705882353,0.744,0.25588235294117645,0.181,3,4,13,98.7,0.221,0.18970588235294117,0.498,0.29705882352941176,0.125,0.09558823529411764,0.6691176470588235,0.501,1.3794117647058823,0.433,0.5970588235294118,0.468,0.6455882352941177,0.733,0.47352941176470587,0.343,0.308,0.27058823529411763,0.4294117647058823,1.8558823529411765,0.11,0.18970588235294117,0.373,0.5147058823529411,0.366,0.18823529411764706,0.8647058823529412,0.473,0.4088235294117647,0.541,0.9397058823529412,0.55,0.15,0.2985294117647059,68.8,0.5367647058823529,1.6985294117647058,-6.74,0.085,0.14558823529411766,4.53,0.459,0.65,0.36,0.2338235294117647,0.7661764705882353,0.484,0.37058823529411766,0.45899999999999996,0.7970588235294118,0.538,0.17600000000000002,0.33676470588235297,0.235,4,0.6809999999999999,1.005,0.48700000000000004,0.207,0.221,0.242,1.084,0.514,0.18,0.325,0.501,0.762,-0.013000000000000001,-0.013000000000000001,-0.012,0.001,-0.011000000000000001,-0.003,0.02,0.308,0.5870000000000001
0,EVANSVILLE,0.484,0.25365853658536586,5,1,0.06,0.05203252032520325,0.5756097560975609,0.476,1.3154471544715447,0.398,0.5235772357723577,0.245,0.32195121951219513,0.697,0.22439024390243903,0.171,3,3,11,92.8,0.18,0.14959349593495935,0.452,0.2764227642276423,0.085,0.056910569105691054,0.6813008130081301,0.537,1.2959349593495935,0.472,0.6113821138211382,0.284,0.367479674796748,0.686,0.25203252032520324,0.194,0.217,0.15934959349593497,0.3723577235772358,1.6439024390243901,0.067,0.1073170731707317,0.329,0.42601626016260163,0.397,0.16910569105691056,0.8699186991869918,0.508,0.44227642276422763,0.537,0.8406504065040651,0.559,0.161,0.28292682926829266,63.6,0.34959349593495936,1.4764227642276422,-8.84,0.09,0.14308943089430895,-0.7,0.491,0.6455284552845528,0.317,0.2048780487804878,0.6699186991869919,0.476,0.31869918699186994,0.46299999999999997,0.7252032520325203,0.503,0.154,0.2682926829268293,0.267,4,0.642,0.976,0.465,0.17,0.18,0.251,1.053,0.536,0.18,0.22699999999999998,0.299,0.762,-0.001,-0.009000000000000001,0.006,-0.012,-0.001,-0.023,0.0232,0.3,0.6409999999999999
0,FAIRFIELD,0.495,0.32769230769230767,4,5,0.08199999999999999,0.08,0.6692307692307692,0.521,1.4507692307692308,0.456,0.6615384615384615,0.253,0.3676923076923077,0.715,0.2630769230769231,0.181,4,3,8,105.8,0.285,0.23692307692307693,0.43799999999999994,0.2630769230769231,0.087,0.07692307692307693,0.5938461538461538,0.47,1.426153846153846,0.421,0.6,0.315,0.4492307692307692,0.675,0.3030769230769231,0.213,0.251,0.2246153846153846,0.3984615384615385,1.6446153846153846,0.081,0.13538461538461538,0.314,0.44769230769230767,0.316,0.14153846153846153,0.9784615384615385,0.469,0.4584615384615385,0.475,0.8184615384615385,0.502,0.14300000000000002,0.27384615384615385,67.1,0.42,1.7753846153846153,-3.04,0.08,0.13384615384615384,-5.04,0.389,0.5646153846153846,0.335,0.18923076923076923,0.8861538461538462,0.533,0.4723076923076923,0.525,0.9061538461538462,0.546,0.146,0.2784615384615385,0.5,8,0.664,1.023,0.506,0.171,0.28600000000000003,0.262,1.043,0.48,0.161,0.263,0.32899999999999996,0.769,0.002,0.002,0.002,0.0,0.009000000000000001,-0.013999999999999999,0.0229,0.309,0.841
0,FAIRLEIGH-DICKINSON,0.48100000000000004,0.26875,10,1,0.067,0.06458333333333334,0.56875,0.431,1.4770833333333333,0.378,0.5583333333333333,0.262,0.3875,0.688,0.26666666666666666,0.181,1,0,11,87.1,0.266,0.25833333333333336,0.585,0.4166666666666667,0.106,0.10416666666666667,0.7145833333333333,0.54,1.4875,0.479,0.7125,0.354,0.5270833333333333,0.711,0.375,0.252,0.331,0.28125,0.3854166666666667,1.98125,0.09300000000000001,0.16458333333333333,0.35,0.5208333333333334,0.348,0.18125,0.9666666666666667,0.55,0.53125,0.546,0.9958333333333333,0.57,0.154,0.31666666666666665,70.7,0.46875,1.5395833333333333,-18.31,0.083,0.14583333333333334,-0.64,0.337,0.4979166666666667,0.314,0.15625,0.9791666666666666,0.411,0.40208333333333335,0.45399999999999996,0.8270833333333333,0.463,0.177,0.35833333333333334,0.083,1,0.706,0.951,0.431,0.203,0.263,0.262,1.121,0.54,0.179,0.32899999999999996,0.354,0.759,-0.012,-0.012,-0.012,-0.012,-0.008,-0.006999999999999999,0.0096,0.445,0.37799999999999995
0,FLORIDA-AM,0.462,0.28264462809917357,9,1,0.077,0.06611570247933884,0.5917355371900826,0.444,1.48099173553719,0.413,0.6115702479338843,0.251,0.371900826446281,0.724,0.2694214876033058,0.182,2,3,11,91.5,0.264,0.2396694214876033,0.551,0.33884297520661155,0.059000000000000004,0.06611570247933884,0.6677685950413224,0.505,1.4132231404958677,0.435,0.6148760330578512,0.353,0.4991735537190083,0.662,0.3305785123966942,0.234,0.309,0.2644628099173554,0.37355371900826445,1.7570247933884298,0.087,0.15041322314049588,0.395,0.5586776859504132,0.352,0.19669421487603306,0.8545454545454545,0.489,0.41818181818181815,0.529,0.9322314049586777,0.532,0.172,0.3421487603305785,69.3,0.43471074380165287,1.5851239669421489,-12.64,0.10099999999999999,0.17520661157024794,-1.72,0.241,0.35702479338842974,0.259,0.09256198347107437,1.1239669421487604,0.462,0.5190082644628099,0.47100000000000003,0.8314049586776859,0.478,0.161,0.31900826446280994,0.267,4,0.6829999999999999,0.9229999999999999,0.42,0.191,0.265,0.26,1.0590000000000002,0.501,0.18899999999999997,0.337,0.364,0.768,-0.006,-0.002,-0.01,-0.008,0.002,0.006999999999999999,0.0265,0.245,0.7659999999999999
0,FLORIDA-ATLANTIC,0.508,0.3364341085271318,5,1,0.069,0.06201550387596899,0.6527131782945736,0.524,1.468217054263566,0.451,0.662015503875969,0.296,0.43410852713178294,0.679,0.29457364341085274,0.201,3,7,8,106.2,0.304,0.2682170542635659,0.513,0.31627906976744186,0.084,0.06976744186046512,0.6139534883720931,0.512,1.3829457364341085,0.446,0.6170542635658914,0.302,0.4170542635658915,0.684,0.28527131782945736,0.206,0.222,0.18604651162790697,0.4046511627906977,1.7007751937984497,0.083,0.14263565891472868,0.348,0.4806201550387597,0.377,0.1813953488372093,0.9023255813953488,0.483,0.4356589147286822,0.465,0.8,0.538,0.177,0.3395348837209302,69.1,0.42170542635658914,1.834108527131783,-0.79,0.109,0.1875968992248062,-2.33,0.432,0.6341085271317829,0.34,0.21550387596899226,0.834108527131783,0.535,0.44651162790697674,0.535,0.9209302325581395,0.548,0.158,0.3147286821705426,0.5,8,0.6679999999999999,1.0390000000000001,0.535,0.204,0.308,0.305,1.057,0.517,0.185,0.257,0.32299999999999995,0.762,0.005,0.013000000000000001,-0.004,-0.021,-0.018000000000000002,-0.006,0.0113,0.349,0.53
0,FLORIDA-GULF-COAST,0.6,0.39863013698630134,5,2,0.126,0.11643835616438356,0.6684931506849315,0.534,1.4821917808219178,0.448,0.6643835616438356,0.287,0.426027397260274,0.682,0.29041095890410956,0.196,2,9,7,106.5,0.319,0.27808219178082194,0.537,0.34794520547945207,0.083,0.06301369863013699,0.5945205479452055,0.497,1.5068493150684932,0.43,0.647945205479452,0.25,0.3767123287671233,0.687,0.2589041095890411,0.172,0.258,0.2328767123287671,0.3835616438356164,1.7561643835616438,0.09300000000000001,0.1643835616438356,0.386,0.5821917808219178,0.346,0.20136986301369864,0.9246575342465754,0.483,0.4465753424657534,0.466,0.8273972602739726,0.521,0.153,0.3041095890410959,70.4,0.35753424657534244,1.873972602739726,-2.89,0.102,0.17945205479452056,-3.45,0.491,0.7273972602739726,0.35,0.2547945205479452,0.7547945205479452,0.543,0.4095890410958904,0.534,0.9465753424657535,0.556,0.174,0.3547945205479452,0.611,11,0.706,1.032,0.525,0.20800000000000002,0.303,0.29100000000000004,1.068,0.506,0.16899999999999998,0.275,0.251,0.762,0.006999999999999999,0.015,0.0,-0.005,-0.01,-0.038,0.024399999999999998,0.285,0.449
0,FLORIDA-INTERNATIONAL,0.5770000000000001,0.35602836879432626,6,0,0.124,0.11347517730496454,0.6439716312056738,0.503,1.4652482269503546,0.421,0.6170212765957447,0.256,0.37446808510638296,0.693,0.25957446808510637,0.177,1,7,7,99.7,0.263,0.23546099290780143,0.514,0.29645390070921984,0.102,0.07659574468085106,0.6595744680851063,0.455,1.4439716312056738,0.4,0.577304964539007,0.31,0.4482269503546099,0.684,0.30638297872340425,0.212,0.304,0.28085106382978725,0.3574468085106383,1.6212765957446809,0.096,0.1673758865248227,0.367,0.5304964539007092,0.302,0.16028368794326242,0.9134751773049645,0.457,0.41702127659574467,0.517,0.9404255319148936,0.489,0.177,0.35602836879432626,69.6,0.38581560283687943,1.7347517730496453,-4.94,0.096,0.1673758865248227,-4.54,0.485,0.7106382978723405,0.339,0.24113475177304963,0.7546099290780142,0.498,0.375886524822695,0.483,0.8794326241134752,0.528,0.172,0.3404255319148936,0.588,10,0.677,0.961,0.479,0.201,0.272,0.253,1.034,0.46799999999999997,0.201,0.32,0.315,0.76,-0.0,0.01,-0.01,-0.004,-0.004,-0.042,0.015,0.377,0.478
0,FLORIDA-STATE,0.542,0.35537190082644626,3,2,0.142,0.11239669421487604,0.6033057851239669,0.511,1.4644628099173553,0.448,0.656198347107438,0.31,0.45454545454545453,0.698,0.31735537190082647,0.217,1,6,5,104.2,0.306,0.2694214876033058,0.542,0.32066115702479336,0.073,0.06776859504132231,0.6099173553719008,0.499,1.3917355371900826,0.425,0.5917355371900826,0.306,0.42644628099173554,0.705,0.30082644628099175,0.216,0.294,0.2512396694214876,0.39834710743801655,1.6892561983471075,0.08199999999999999,0.14214876033057852,0.432,0.6016528925619835,0.341,0.2049586776859504,0.7900826446280992,0.49,0.3867768595041322,0.49700000000000005,0.8611570247933884,0.53,0.203,0.4066115702479339,69.7,0.4214876033057851,1.8148760330578513,9.89,0.138,0.2396694214876033,4.82,0.362,0.5305785123966942,0.349,0.18512396694214875,0.9338842975206612,0.504,0.47107438016528924,0.503,0.8727272727272727,0.54,0.161,0.32231404958677684,0.667,10,0.6859999999999999,1.08,0.511,0.18600000000000003,0.311,0.31,0.95,0.499,0.23399999999999999,0.301,0.306,0.794,0.02,0.028999999999999998,0.011000000000000001,0.016,0.026000000000000002,0.038,0.0168,0.358,0.395
0,FLORIDA,0.526,0.3296875,2,1,0.154,0.153125,0.603125,0.496,1.453125,0.431,0.6265625,0.365,0.5296875,0.699,0.3703125,0.255,3,6,6,104.4,0.34,0.3140625,0.425,0.2578125,0.109,0.090625,0.609375,0.476,1.4046875,0.432,0.60625,0.267,0.375,0.658,0.246875,0.176,0.292,0.2484375,0.4453125,1.584375,0.11599999999999999,0.2015625,0.291,0.409375,0.305,0.125,0.9953125,0.484,0.48125,0.483,0.8578125,0.5,0.205,0.4078125,69.4,0.3765625,1.8125,14.33,0.136,0.2359375,5.21,0.426,0.61875,0.306,0.1890625,0.834375,0.524,0.4375,0.517,0.9171875,0.532,0.166,0.3390625,0.625,10,0.685,1.11,0.496,0.19699999999999998,0.35,0.365,0.9520000000000001,0.47600000000000003,0.23600000000000002,0.307,0.267,0.773,0.006999999999999999,0.013999999999999999,0.001,-0.004,-0.001,0.009000000000000001,0.026699999999999998,0.304,0.389
0,FORDHAM,0.505,0.3,3,2,0.095,0.09193548387096774,0.6564516129032258,0.473,1.4483870967741936,0.41,0.5935483870967742,0.331,0.4790322580645161,0.717,0.3435483870967742,0.237,1,5,6,98.5,0.258,0.23387096774193547,0.45899999999999996,0.2806451612903226,0.086,0.07258064516129033,0.6741935483870968,0.479,1.4306451612903226,0.427,0.6112903225806452,0.291,0.4161290322580645,0.663,0.27580645161290324,0.193,0.265,0.23709677419354838,0.4612903225806452,1.6451612903225807,0.081,0.1403225806451613,0.324,0.4629032258064516,0.317,0.14677419354838708,0.967741935483871,0.48,0.4645161290322581,0.506,0.9112903225806451,0.505,0.17800000000000002,0.3532258064516129,69.6,0.41935483870967744,1.7145161290322581,-0.92,0.10800000000000001,0.18870967741935485,-3.78,0.419,0.6064516129032258,0.303,0.18387096774193548,0.8419354838709677,0.487,0.4096774193548387,0.494,0.8903225806451613,0.512,0.15,0.29516129032258065,0.6,9,0.6890000000000001,0.9690000000000001,0.473,0.17,0.259,0.331,0.987,0.479,0.203,0.267,0.29100000000000004,0.763,-0.006,-0.0,-0.011000000000000001,-0.011000000000000001,-0.006,-0.004,0.021099999999999997,0.20199999999999999,0.217
0,FRESNO-STATE,0.499,0.303125,4,2,0.096,0.06875,0.6234375,0.506,1.3578125,0.448,0.6078125,0.299,0.40625,0.742,0.3015625,0.222,0,8,4,105.9,0.303,0.240625,0.483,0.240625,0.049,0.0421875,0.5546875,0.468,1.2546875,0.397,0.4984375,0.269,0.3375,0.713,0.240625,0.192,0.215,0.1703125,0.425,1.415625,0.08,0.1265625,0.432,0.5421875,0.329,0.178125,0.7125,0.45,0.3203125,0.456,0.725,0.5,0.19399999999999998,0.340625,63.2,0.3734375,1.675,9.73,0.10300000000000001,0.1625,-0.01,0.371,0.503125,0.314,0.1578125,0.8546875,0.527,0.45,0.544,0.8640625,0.54,0.146,0.265625,0.75,12,0.628,1.074,0.504,0.168,0.299,0.302,0.955,0.467,0.212,0.231,0.268,0.777,0.013000000000000001,0.03,-0.005,0.001,0.012,-0.0,0.018500000000000003,0.304,0.753
