,abbreviation,assist_percentage,assists,away_losses,away_wins,block_percentage,blocks,defensive_rebounds,effective_field_goal_percentage,field_goal_attempts,field_goal_percentage,field_goals,free_throw_attempt_rate,free_throw_attempts,free_throw_percentage,free_throws,free_throws_per_field_goal_attempt,home_losses,home_wins,losses,offensive_rating,offensive_rebound_percentage,offensive_rebounds,opp_assist_percentage,opp_assists,opp_block_percentage,opp_blocks,opp_defensive_rebounds,opp_effective_field_goal_percentage,opp_field_goal_attempts,opp_field_goal_percentage,opp_field_goals,opp_free_throw_attempt_rate,opp_free_throw_attempts,opp_free_throw_percentage,opp_free_throws,opp_free_throws_per_field_goal_attempt,opp_offensive_rebound_percentage,opp_offensive_rebounds,opp_personal_fouls,opp_points,opp_steal_percentage,opp_steals,opp_three_point_attempt_rate,opp_three_point_field_goal_attempts,opp_three_point_field_goal_percentage,opp_three_point_field_goals,opp_two_point_field_goal_attempts,opp_two_point_field_goal_percentage,opp_two_point_field_goals,opp_total_rebound_percentage,opp_total_rebounds,opp_true_shooting_percentage,opp_turnover_percentage,opp_turnovers,pace,personal_fouls,points,simple_rating_system,steal_percentage,steals,strength_of_schedule,three_point_attempt_rate,three_point_field_goal_attempts,three_point_field_goal_percentage,three_point_field_goals,two_point_field_goal_attempts,two_point_field_goal_percentage,two_point_field_goals,total_rebound_percentage,total_rebounds,true_shooting_percentage,turnover_percentage,turnovers,win_percentage,wins,AdjTempo,AdjOE,Off-eFG%,Off-TO%,Off-OR%,Off-FTRate,AdjDE,Def-eFG%,Def-TO%,Def-OR%,Def-FTRate,AvgHgt,EffHgt,C-Hgt,PF-Hgt,SF-Hgt,SG-Hgt,PG-Hgt,Experience,Bench,Continuity
0,MINNESOTA,0.474,0.3017543859649123,2,3,0.08,0.07719298245614035,0.6631578947368421,0.511,1.4157894736842105,0.45,0.6368421052631579,0.264,0.3736842105263158,0.704,0.2631578947368421,0.186,2,5,4,102.4,0.168,0.14385964912280702,0.493,0.30350877192982456,0.1,0.0912280701754386,0.712280701754386,0.472,1.4473684210526316,0.425,0.6157894736842106,0.225,0.3263157894736842,0.731,0.23859649122807017,0.165,0.251,0.22280701754385965,0.39473684210526316,1.6035087719298247,0.066,0.11052631578947368,0.332,0.4807017543859649,0.277,0.13333333333333333,0.9666666666666667,0.499,0.4824561403508772,0.537,0.9350877192982456,0.5,0.15,0.2824561403508772,66.7,0.3385964912280702,1.7087719298245614,8.99,0.09,0.15087719298245614,4.7,0.357,0.5052631578947369,0.34,0.17192982456140352,0.9105263157894737,0.511,0.4649122807017544,0.46299999999999997,0.8070175438596491,0.536,0.124,0.22456140350877193,0.714,10,0.6679999999999999,1.077,0.511,0.135,0.17800000000000002,0.264,0.981,0.47100000000000003,0.17,0.261,0.225,0.775,-0.001,-0.002,0.0,-0.006,0.009000000000000001,0.024,0.0263,0.14300000000000002,0.079
0,MISSISSIPPI-STATE,0.531,0.35968992248062015,1,0,0.135,0.10232558139534884,0.6558139534883721,0.524,1.4325581395348836,0.473,0.6775193798449612,0.354,0.5069767441860465,0.734,0.37209302325581395,0.26,1,10,4,112.7,0.366,0.30077519379844964,0.555,0.31937984496124033,0.069,0.06821705426356589,0.5209302325581395,0.492,1.3844961240310079,0.415,0.5751937984496124,0.245,0.3395348837209302,0.717,0.2434108527131783,0.176,0.23600000000000002,0.20310077519379846,0.4108527131782946,1.6046511627906976,0.09,0.15038759689922482,0.454,0.627906976744186,0.336,0.21085271317829457,0.7565891472868217,0.482,0.3643410852713178,0.431,0.724031007751938,0.519,0.17300000000000001,0.32248062015503876,66.6,0.3627906976744186,1.8744186046511628,12.87,0.12300000000000001,0.20465116279069767,2.0,0.313,0.448062015503876,0.329,0.14728682170542637,0.9844961240310077,0.539,0.5302325581395348,0.569,0.9565891472868217,0.56,0.14800000000000002,0.289922480620155,0.75,12,0.6609999999999999,1.135,0.525,0.17600000000000002,0.369,0.354,0.9890000000000001,0.49200000000000005,0.193,0.24100000000000002,0.24600000000000002,0.778,0.008,0.003,0.012,0.021,-0.0,0.006,0.0173,0.304,0.371
0,MISSISSIPPI-VALLEY-STATE,0.507,0.28429752066115704,9,1,0.068,0.06611570247933884,0.512396694214876,0.415,1.5570247933884298,0.36,0.5603305785123966,0.287,0.4462809917355372,0.644,0.28760330578512394,0.185,5,0,14,84.5,0.231,0.24958677685950414,0.562,0.43471074380165287,0.105,0.10082644628099173,0.8314049586776859,0.603,1.462809917355372,0.529,0.7735537190082644,0.38,0.5553719008264463,0.693,0.3851239669421488,0.263,0.342,0.26611570247933886,0.4231404958677686,2.1504132231404958,0.09699999999999999,0.18181818181818182,0.337,0.4925619834710744,0.443,0.21818181818181817,0.9702479338842975,0.572,0.5553719008264463,0.59,1.0975206611570247,0.623,0.18899999999999997,0.4033057851239669,74.7,0.4727272727272727,1.578512396694215,-24.96,0.096,0.18016528925619835,-1.89,0.385,0.6,0.284,0.17024793388429751,0.9570247933884297,0.408,0.39008264462809916,0.41,0.7619834710743801,0.446,0.16699999999999998,0.3537190082644628,0.067,1,0.736,0.8809999999999999,0.415,0.19,0.23800000000000002,0.287,1.172,0.603,0.218,0.349,0.38,0.7490000000000001,-0.009000000000000001,-0.008,-0.01,-0.03,-0.028999999999999998,-0.025,0.0106,0.327,0.29100000000000004
0,MISSISSIPPI,0.5579999999999999,0.3488372093023256,2,0,0.081,0.07286821705426356,0.6558139534883721,0.492,1.4527131782945737,0.43,0.6248062015503876,0.28,0.4062015503875969,0.714,0.289922480620155,0.2,2,8,7,99.5,0.27,0.24031007751937986,0.6,0.3627906976744186,0.08800000000000001,0.07906976744186046,0.6496124031007752,0.478,1.4217054263565891,0.425,0.6046511627906976,0.267,0.3798449612403101,0.69,0.262015503875969,0.184,0.254,0.22325581395348837,0.3953488372093023,1.621705426356589,0.1,0.17364341085271318,0.366,0.5209302325581395,0.289,0.15038759689922482,0.9007751937984496,0.504,0.4542635658914729,0.493,0.8728682170542635,0.506,0.183,0.3581395348837209,69.2,0.3612403100775194,1.7193798449612403,6.66,0.11199999999999999,0.1937984496124031,2.72,0.379,0.5503875968992248,0.327,0.17984496124031008,0.9023255813953488,0.493,0.4449612403100775,0.507,0.896124031007752,0.522,0.161,0.31627906976744186,0.563,9,0.669,1.04,0.493,0.182,0.27699999999999997,0.28,0.9690000000000001,0.479,0.207,0.261,0.267,0.775,0.013999999999999999,0.019,0.009000000000000001,0.004,0.004,-0.008,0.020499999999999997,0.34299999999999997,0.474
0,MISSOURI-STATE,0.469,0.33464052287581697,2,4,0.08800000000000001,0.07973856209150326,0.6640522875816993,0.567,1.4679738562091502,0.486,0.7137254901960784,0.25,0.3673202614379085,0.783,0.2875816993464052,0.196,3,7,6,113.6,0.249,0.2,0.42,0.2549019607843137,0.084,0.07320261437908497,0.6026143790849673,0.484,1.4366013071895425,0.422,0.6065359477124183,0.283,0.4065359477124183,0.717,0.29150326797385623,0.203,0.22699999999999998,0.19477124183006536,0.40522875816993464,1.681045751633987,0.08,0.13725490196078433,0.369,0.5294117647058824,0.333,0.17647058823529413,0.9071895424836601,0.474,0.4300653594771242,0.48,0.7973856209150327,0.516,0.15,0.2875816993464052,68.8,0.39215686274509803,1.9529411764705882,7.85,0.081,0.13856209150326798,-1.1,0.41,0.6013071895424836,0.396,0.23790849673202613,0.8666666666666667,0.549,0.47581699346405226,0.52,0.8640522875816994,0.595,0.14300000000000002,0.27320261437908494,0.684,13,0.6729999999999999,1.127,0.555,0.159,0.265,0.249,1.021,0.491,0.17,0.247,0.289,0.77,0.003,-0.0,0.006999999999999999,-0.002,-0.002,0.003,0.0212,0.28600000000000003,0.617
0,MISSOURI,0.47700000000000004,0.28527131782945736,4,0,0.11199999999999999,0.10077519379844961,0.6217054263565891,0.45,1.4666666666666666,0.408,0.5984496124031008,0.31,0.4542635658914729,0.727,0.3302325581395349,0.225,3,6,9,94.3,0.317,0.29147286821705426,0.483,0.31317829457364343,0.083,0.08062015503875969,0.627906976744186,0.521,1.4294573643410853,0.453,0.648062015503876,0.325,0.46511627906976744,0.663,0.3085271317829457,0.216,0.267,0.22635658914728682,0.4170542635658915,1.7968992248062015,0.1,0.17519379844961241,0.369,0.5271317829457365,0.365,0.19224806201550387,0.9023255813953488,0.505,0.4558139534883721,0.483,0.8542635658914729,0.544,0.165,0.32558139534883723,70.0,0.4263565891472868,1.6511627906976745,-2.63,0.09699999999999999,0.16899224806201552,5.77,0.337,0.4945736434108527,0.251,0.12403100775193798,0.9720930232558139,0.488,0.4744186046511628,0.517,0.9131782945736434,0.491,0.177,0.3612403100775194,0.438,7,0.687,1.015,0.445,0.213,0.316,0.308,1.0190000000000001,0.527,0.182,0.275,0.327,0.774,0.001,0.003,-0.002,0.001,0.01,0.012,0.0166,0.32,0.19699999999999998
0,MONMOUTH,0.45399999999999996,0.28214285714285714,3,7,0.09699999999999999,0.08214285714285714,0.6910714285714286,0.501,1.4035714285714285,0.443,0.6214285714285714,0.351,0.4928571428571429,0.797,0.39285714285714285,0.28,1,3,4,103.7,0.281,0.23214285714285715,0.502,0.28214285714285714,0.08800000000000001,0.08214285714285714,0.5928571428571429,0.448,1.4625,0.385,0.5625,0.337,0.4928571428571429,0.732,0.3607142857142857,0.247,0.27399999999999997,0.26071428571428573,0.45714285714285713,1.6714285714285715,0.09300000000000001,0.16071428571428573,0.419,0.6125,0.303,0.18571428571428572,0.85,0.443,0.3767857142857143,0.48,0.8535714285714285,0.493,0.149,0.2982142857142857,69.4,0.4517857142857143,1.8,5.62,0.081,0.14107142857142857,0.48,0.333,0.46785714285714286,0.351,0.16428571428571428,0.9357142857142857,0.489,0.45714285714285713,0.52,0.9232142857142858,0.55,0.168,0.33035714285714285,0.714,10,0.6890000000000001,1.044,0.501,0.19,0.281,0.35100000000000003,0.9840000000000001,0.44799999999999995,0.172,0.27399999999999997,0.337,0.7709999999999999,0.008,0.012,0.003,-0.003,-0.005,0.0,0.027000000000000003,0.21600000000000003,0.508
0,MONTANA-STATE,0.531,0.35507246376811596,4,4,0.095,0.08405797101449275,0.6492753623188405,0.544,1.4159420289855071,0.472,0.6681159420289855,0.349,0.49420289855072463,0.727,0.35942028985507246,0.254,1,6,5,107.2,0.249,0.20579710144927535,0.41200000000000003,0.23623188405797102,0.076,0.06521739130434782,0.6202898550724638,0.476,1.3681159420289855,0.419,0.5739130434782609,0.369,0.5043478260869565,0.756,0.38115942028985506,0.279,0.214,0.17681159420289855,0.47681159420289854,1.682608695652174,0.096,0.17101449275362318,0.355,0.4855072463768116,0.316,0.1536231884057971,0.8826086956521739,0.476,0.42028985507246375,0.48200000000000004,0.7971014492753623,0.523,0.17800000000000002,0.3492753623188406,70.9,0.463768115942029,1.9,-1.11,0.085,0.15072463768115943,-5.78,0.39,0.5521739130434783,0.37,0.20434782608695654,0.863768115942029,0.537,0.463768115942029,0.518,0.855072463768116,0.576,0.162,0.3188405797101449,0.706,12,0.687,1.021,0.526,0.188,0.249,0.373,1.01,0.486,0.198,0.23399999999999999,0.397,0.768,0.002,-0.005,0.008,0.012,0.013999999999999999,-0.037000000000000005,0.0176,0.27899999999999997,0.737
0,MONTANA,0.595,0.38382352941176473,6,2,0.08199999999999999,0.07647058823529412,0.6485294117647059,0.521,1.4294117647058824,0.452,0.6455882352941177,0.303,0.4338235294117647,0.817,0.35441176470588237,0.248,0,9,6,107.3,0.19399999999999998,0.16029411764705884,0.424,0.23529411764705882,0.09300000000000001,0.08235294117647059,0.6647058823529411,0.474,1.3294117647058823,0.417,0.5544117647058824,0.344,0.4573529411764706,0.698,0.3191176470588235,0.24,0.23199999999999998,0.19558823529411765,0.4235294117647059,1.5794117647058823,0.057999999999999996,0.1,0.3,0.3985294117647059,0.38,0.1514705882352941,0.9308823529411765,0.433,0.40294117647058825,0.515,0.8602941176470589,0.511,0.188,0.3588235294117647,68.7,0.4426470588235294,1.8426470588235293,-4.81,0.085,0.14558823529411766,-4.95,0.384,0.5485294117647059,0.359,0.19705882352941176,0.8808823529411764,0.509,0.4485294117647059,0.485,0.8088235294117647,0.563,0.133,0.25,0.647,11,0.67,1.035,0.491,0.157,0.182,0.33399999999999996,1.042,0.519,0.20800000000000002,0.27899999999999997,0.408,0.768,0.0,-0.002,0.002,-0.011000000000000001,-0.004,0.006,0.0179,0.32799999999999996,0.6920000000000001
0,MOREHEAD-STATE,0.644,0.4073529411764706,5,4,0.151,0.14411764705882352,0.65,0.544,1.3602941176470589,0.465,0.6323529411764706,0.311,0.4235294117647059,0.646,0.2735294117647059,0.201,0,7,5,104.8,0.319,0.25735294117647056,0.517,0.3176470588235294,0.102,0.07941176470588235,0.5485294117647059,0.482,1.4426470588235294,0.426,0.6147058823529412,0.185,0.2661764705882353,0.696,0.18529411764705883,0.128,0.25,0.2161764705882353,0.4073529411764706,1.576470588235294,0.12,0.2,0.336,0.4852941176470588,0.333,0.16176470588235295,0.9573529411764706,0.473,0.45294117647058824,0.457,0.7647058823529411,0.502,0.172,0.3264705882352941,66.9,0.34558823529411764,1.7544117647058823,-0.85,0.09300000000000001,0.15588235294117647,-3.06,0.427,0.5808823529411765,0.372,0.2161764705882353,0.7794117647058824,0.534,0.4161764705882353,0.5429999999999999,0.9073529411764706,0.562,0.18899999999999997,0.36323529411764705,0.706,12,0.657,1.046,0.534,0.226,0.32,0.33299999999999996,1.022,0.493,0.185,0.29,0.187,0.772,-0.003,0.005,-0.011000000000000001,-0.006,0.001,0.023,0.0159,0.256,0.524
0,MORGAN-STATE,0.5329999999999999,0.3752212389380531,6,1,0.08900000000000001,0.07787610619469026,0.6584070796460177,0.499,1.584070796460177,0.445,0.7044247787610619,0.321,0.5079646017699115,0.655,0.3327433628318584,0.21,1,4,8,97.7,0.254,0.2424778761061947,0.5379999999999999,0.336283185840708,0.079,0.08141592920353982,0.7132743362831858,0.507,1.4389380530973452,0.434,0.6247787610619469,0.368,0.5292035398230088,0.676,0.35752212389380533,0.248,0.276,0.2513274336283186,0.4353982300884956,1.815929203539823,0.096,0.18761061946902655,0.391,0.5628318584070796,0.371,0.2088495575221239,0.8761061946902655,0.475,0.415929203539823,0.517,0.9646017699115044,0.537,0.235,0.5185840707964602,78.4,0.4725663716814159,1.9150442477876106,-18.02,0.128,0.2513274336283186,-5.32,0.349,0.552212389380531,0.314,0.17345132743362832,1.031858407079646,0.515,0.5309734513274337,0.483,0.9008849557522124,0.525,0.17300000000000001,0.3805309734513274,0.429,6,0.728,0.951,0.446,0.217,0.27899999999999997,0.289,1.084,0.532,0.22699999999999998,0.341,0.39799999999999996,0.764,-0.006,-0.004,-0.009000000000000001,-0.01,-0.01,0.003,0.026600000000000002,0.39899999999999997,0.54
0,MURRAY-STATE,0.504,0.384375,1,4,0.087,0.075,0.6875,0.568,1.5375,0.496,0.7625,0.329,0.50625,0.664,0.3359375,0.218,0,8,2,116.7,0.342,0.29375,0.414,0.2453125,0.091,0.0875,0.565625,0.472,1.453125,0.408,0.5921875,0.256,0.371875,0.685,0.2546875,0.175,0.253,0.2328125,0.41875,1.6265625,0.08199999999999999,0.146875,0.406,0.590625,0.317,0.1875,0.8625,0.469,0.4046875,0.449,0.7984375,0.499,0.18600000000000003,0.3734375,71.4,0.3765625,2.0828125,12.79,0.114,0.203125,1.02,0.373,0.5734375,0.387,0.221875,0.9640625,0.561,0.540625,0.551,0.98125,0.586,0.15,0.3140625,0.875,14,0.682,1.109,0.539,0.18899999999999997,0.349,0.327,0.976,0.491,0.218,0.29100000000000004,0.245,0.767,0.0,0.002,-0.002,-0.001,-0.006,-0.004,0.0165,0.266,0.525
0,NAVY,0.499,0.3109375,2,6,0.086,0.0703125,0.64375,0.51,1.3796875,0.452,0.6234375,0.277,0.3828125,0.678,0.259375,0.188,3,4,5,102.2,0.316,0.2625,0.568,0.3078125,0.085,0.078125,0.5671875,0.468,1.3140625,0.413,0.5421875,0.302,0.396875,0.657,0.2609375,0.199,0.243,0.20625,0.4171875,1.490625,0.10800000000000001,0.1765625,0.376,0.49375,0.294,0.1453125,0.8203125,0.484,0.396875,0.46,0.7734375,0.496,0.185,0.3421875,65.2,0.40625,1.6671875,0.89,0.114,0.1859375,-3.38,0.333,0.459375,0.35,0.1609375,0.9203125,0.503,0.4625,0.54,0.90625,0.534,0.172,0.3234375,0.688,11,0.664,1.012,0.499,0.2,0.312,0.287,0.986,0.475,0.20199999999999999,0.249,0.307,0.764,-0.015,-0.018000000000000002,-0.013000000000000001,-0.006999999999999999,0.004,0.005,0.0235,0.38,0.6779999999999999
0,NEBRASKA-OMAHA,0.48100000000000004,0.29078947368421054,9,0,0.073,0.06710526315789474,0.6210526315789474,0.481,1.444736842105263,0.418,0.6039473684210527,0.288,0.41578947368421054,0.731,0.30394736842105263,0.21,7,3,16,93.9,0.214,0.19473684210526315,0.507,0.35789473684210527,0.075,0.06842105263157895,0.7131578947368421,0.54,1.5210526315789474,0.465,0.7065789473684211,0.362,0.5513157894736842,0.764,0.42105263157894735,0.277,0.28800000000000003,0.2513157894736842,0.4276315789473684,2.0631578947368423,0.08800000000000001,0.15921052631578947,0.394,0.5986842105263158,0.382,0.22894736842105262,0.9223684210526316,0.518,0.4776315789473684,0.542,0.9644736842105263,0.579,0.135,0.2789473684210526,72.2,0.4710526315789474,1.694736842105263,-16.26,0.065,0.11710526315789474,-0.14,0.372,0.5381578947368421,0.34,0.18289473684210528,0.906578947368421,0.464,0.42105263157894735,0.45799999999999996,0.8157894736842105,0.516,0.17600000000000002,0.35,0.158,3,0.716,0.982,0.48200000000000004,0.198,0.228,0.28300000000000003,1.1520000000000001,0.5489999999999999,0.153,0.31,0.369,0.768,-0.004,-0.008,-0.001,0.001,-0.004,0.003,0.019,0.379,0.335
0,NEBRASKA,0.513,0.3275167785234899,5,0,0.076,0.0697986577181208,0.636241610738255,0.492,1.47248322147651,0.434,0.6389261744966444,0.314,0.46174496644295304,0.706,0.3261744966442953,0.222,6,6,12,97.4,0.20600000000000002,0.18926174496644296,0.526,0.363758389261745,0.094,0.08456375838926175,0.7315436241610739,0.515,1.5718120805369127,0.44,0.6912751677852349,0.272,0.4268456375838926,0.686,0.29261744966442954,0.186,0.331,0.31409395973154364,0.44563758389261743,1.912751677852349,0.09699999999999999,0.17583892617449665,0.419,0.6590604026845638,0.36,0.23758389261744967,0.912751677852349,0.497,0.45369127516778524,0.5589999999999999,1.0456375838926175,0.539,0.17300000000000001,0.3704697986577181,72.9,0.4214765100671141,1.774496644295302,-0.08,0.10400000000000001,0.18926174496644296,5.64,0.392,0.5771812080536913,0.295,0.1704697986577181,0.8953020134228188,0.523,0.4684563758389262,0.441,0.825503355704698,0.524,0.155,0.3100671140939597,0.333,6,0.7290000000000001,1.033,0.49200000000000005,0.17,0.205,0.314,1.03,0.516,0.203,0.331,0.272,0.778,0.01,0.006,0.015,0.013999999999999999,0.004,0.004,0.013000000000000001,0.317,0.32299999999999995
0,NEVADA,0.603,0.40714285714285714,3,1,0.10300000000000001,0.09107142857142857,0.7160714285714286,0.506,1.5214285714285714,0.444,0.675,0.325,0.49464285714285716,0.776,0.38392857142857145,0.252,2,5,6,102.7,0.254,0.225,0.5429999999999999,0.37142857142857144,0.079,0.075,0.6625,0.51,1.575,0.434,0.6839285714285714,0.255,0.4017857142857143,0.68,0.2732142857142857,0.173,0.245,0.23214285714285715,0.4732142857142857,1.8839285714285714,0.079,0.14821428571428572,0.439,0.6910714285714286,0.346,0.2392857142857143,0.8839285714285714,0.503,0.4446428571428571,0.48700000000000004,0.8946428571428572,0.533,0.16,0.3357142857142857,74.9,0.42142857142857143,1.9232142857142858,2.87,0.079,0.14821428571428572,3.94,0.372,0.5660714285714286,0.334,0.18928571428571428,0.9553571428571429,0.508,0.4857142857142857,0.513,0.9410714285714286,0.547,0.165,0.3464285714285714,0.571,8,0.7240000000000001,1.089,0.499,0.183,0.254,0.32299999999999995,1.02,0.519,0.18100000000000002,0.263,0.27,0.785,0.02,0.027999999999999997,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.015,0.0194,0.27,0.675
0,NEW-HAMPSHIRE,0.484,0.31363636363636366,5,1,0.087,0.075,0.6772727272727272,0.526,1.459090909090909,0.444,0.6477272727272727,0.268,0.39090909090909093,0.674,0.2636363636363636,0.181,0,5,5,110.6,0.282,0.2431818181818182,0.43200000000000005,0.2545454545454545,0.065,0.05454545454545454,0.6204545454545455,0.478,1.4045454545454545,0.419,0.5886363636363636,0.256,0.35909090909090907,0.715,0.25681818181818183,0.183,0.22399999999999998,0.19545454545454546,0.41363636363636364,1.6,0.077,0.125,0.388,0.5454545454545454,0.304,0.16590909090909092,0.8590909090909091,0.492,0.42272727272727273,0.47,0.8159090909090909,0.508,0.141,0.2590909090909091,65.1,0.3386363636363636,1.8,-2.99,0.081,0.1318181818181818,-3.54,0.425,0.6204545454545455,0.388,0.2409090909090909,0.8386363636363636,0.485,0.4068181818181818,0.53,0.9204545454545454,0.547,0.115,0.21363636363636362,0.545,6,0.63,1.035,0.512,0.14400000000000002,0.262,0.276,1.0659999999999998,0.49,0.13699999999999998,0.249,0.304,0.774,-0.001,0.001,-0.004,0.001,0.01,0.013000000000000001,0.0227,0.271,0.7340000000000001
0,NEW-MEXICO-STATE,0.542,0.3678832116788321,0,5,0.12,0.10072992700729927,0.6802919708029197,0.549,1.4277372262773722,0.475,0.6788321167883211,0.325,0.4642335766423358,0.733,0.34014598540145985,0.238,1,8,2,109.0,0.32,0.2613138686131387,0.45799999999999996,0.26277372262773724,0.064,0.051094890510948905,0.5547445255474452,0.457,1.4656934306569342,0.391,0.5737226277372263,0.296,0.4335766423357664,0.758,0.3284671532846715,0.224,0.235,0.20875912408759123,0.44525547445255476,1.667153284671533,0.09300000000000001,0.1635036496350365,0.429,0.6291970802919709,0.304,0.19124087591240876,0.8364963503649635,0.457,0.38248175182481753,0.44799999999999995,0.7635036496350365,0.499,0.152,0.3007299270072993,70.0,0.4058394160583942,1.908029197080292,7.05,0.073,0.12846715328467154,1.33,0.437,0.6233576642335766,0.337,0.21021897810218979,0.8043795620437956,0.583,0.4686131386861314,0.552,0.9416058394160584,0.579,0.175,0.35036496350364965,0.882,15,0.6779999999999999,1.093,0.544,0.207,0.311,0.33299999999999996,1.008,0.455,0.159,0.263,0.316,0.78,0.004,0.006999999999999999,0.002,0.015,0.013999999999999999,0.016,0.019,0.337,0.435
0,NEW-MEXICO,0.483,0.3144927536231884,3,1,0.124,0.12753623188405797,0.636231884057971,0.496,1.517391304347826,0.429,0.6507246376811594,0.355,0.5391304347826087,0.728,0.3927536231884058,0.259,5,6,10,102.9,0.245,0.23478260869565218,0.512,0.3463768115942029,0.092,0.08550724637681159,0.7217391304347827,0.496,1.5260869565217392,0.443,0.6768115942028986,0.362,0.5521739130434783,0.738,0.4072463768115942,0.267,0.305,0.2797101449275362,0.4782608695652174,1.9202898550724639,0.083,0.1536231884057971,0.327,0.4985507246376812,0.32,0.15942028985507245,1.027536231884058,0.504,0.5173913043478261,0.535,1.0014492753623188,0.537,0.16,0.34057971014492755,73.8,0.47101449275362317,1.8985507246376812,0.49,0.08199999999999999,0.15072463768115943,2.99,0.39,0.591304347826087,0.346,0.20434782608695654,0.9260869565217391,0.482,0.4463768115942029,0.465,0.8710144927536232,0.535,0.145,0.30144927536231886,0.412,7,0.73,1.041,0.486,0.162,0.256,0.36,1.072,0.5,0.185,0.325,0.373,0.77,0.005,0.011000000000000001,-0.0,0.004,-0.011000000000000001,-0.003,0.0146,0.337,0.183
0,NEW-ORLEANS,0.5379999999999999,0.3723076923076923,5,0,0.086,0.08153846153846153,0.6784615384615384,0.503,1.4846153846153847,0.466,0.6923076923076923,0.351,0.5215384615384615,0.708,0.36923076923076925,0.249,2,6,8,99.8,0.266,0.2323076923076923,0.541,0.35846153846153844,0.095,0.10923076923076923,0.6415384615384615,0.482,1.5615384615384615,0.425,0.6630769230769231,0.269,0.42,0.663,0.2784615384615385,0.178,0.299,0.28923076923076924,0.4338461538461538,1.7846153846153847,0.099,0.18461538461538463,0.395,0.6169230769230769,0.292,0.18,0.9446153846153846,0.511,0.48307692307692307,0.505,0.9307692307692308,0.507,0.18100000000000002,0.3892307692307692,74.6,0.4153846153846154,1.8615384615384616,-7.51,0.106,0.19692307692307692,-3.28,0.223,0.33076923076923076,0.326,0.1076923076923077,1.1538461538461537,0.507,0.5846153846153846,0.495,0.9107692307692308,0.537,0.17600000000000002,0.3707692307692308,0.5,8,0.7240000000000001,0.971,0.489,0.21,0.256,0.385,1.079,0.508,0.195,0.321,0.276,0.762,0.006,0.004,0.008,-0.006999999999999999,-0.017,-0.027000000000000003,0.018600000000000002,0.32799999999999996,0.415
0,NIAGARA,0.479,0.2982142857142857,4,2,0.07400000000000001,0.05892857142857143,0.6339285714285714,0.522,1.3642857142857143,0.457,0.6232142857142857,0.289,0.39464285714285713,0.765,0.30178571428571427,0.221,2,3,7,103.4,0.212,0.16607142857142856,0.541,0.31607142857142856,0.08,0.06964285714285715,0.6160714285714286,0.48,1.4125,0.413,0.5839285714285715,0.245,0.3464285714285714,0.747,0.25892857142857145,0.183,0.254,0.21607142857142858,0.4035714285714286,1.6142857142857143,0.08199999999999999,0.1375,0.436,0.6160714285714286,0.304,0.1875,0.7964285714285714,0.498,0.3964285714285714,0.51,0.8321428571428572,0.512,0.165,0.3107142857142857,66.8,0.3607142857142857,1.7267857142857144,-1.15,0.08900000000000001,0.14821428571428572,-1.38,0.364,0.49642857142857144,0.36,0.17857142857142858,0.8678571428571429,0.512,0.4446428571428571,0.49,0.8,0.556,0.154,0.28214285714285714,0.5,7,0.648,1.006,0.504,0.175,0.207,0.302,1.034,0.49200000000000005,0.184,0.266,0.267,0.762,-0.005,-0.006999999999999999,-0.003,-0.015,-0.001,-0.013000000000000001,0.0246,0.267,0.47100000000000003
0,NICHOLLS-STATE,0.455,0.35172413793103446,6,2,0.113,0.10206896551724139,0.6606896551724138,0.54,1.6386206896551725,0.472,0.7737931034482759,0.205,0.3351724137931035,0.617,0.20689655172413793,0.126,0,5,8,107.9,0.315,0.2896551724137931,0.563,0.3406896551724138,0.076,0.07586206896551724,0.6303448275862069,0.482,1.4441379310344828,0.419,0.6055172413793104,0.366,0.5282758620689655,0.697,0.3682758620689655,0.255,0.264,0.23724137931034484,0.35310344827586204,1.76,0.081,0.14758620689655172,0.377,0.5448275862068965,0.332,0.18068965517241378,0.8993103448275862,0.472,0.42482758620689653,0.47700000000000004,0.8675862068965517,0.519,0.184,0.3820689655172414,73.2,0.47448275862068967,1.9751724137931035,-2.1,0.11199999999999999,0.20413793103448277,-0.95,0.387,0.6344827586206897,0.348,0.2206896551724138,1.0041379310344827,0.551,0.5531034482758621,0.523,0.9503448275862069,0.549,0.14800000000000002,0.3117241379310345,0.556,10,0.713,1.022,0.521,0.182,0.292,0.214,1.053,0.493,0.18600000000000003,0.3,0.423,0.769,-0.002,0.002,-0.006,-0.006999999999999999,-0.001,0.01,0.0231,0.36,0.298
