assist_percentage,assists,away_losses,away_wins,block_percentage,blocks,defensive_rebounds,effective_field_goal_percentage,field_goal_attempts,field_goal_percentage,field_goals,free_throw_attempt_rate,free_throw_attempts,free_throw_percentage,free_throws,free_throws_per_field_goal_attempt,home_losses,home_wins,losses,offensive_rating,offensive_rebound_percentage,offensive_rebounds,opp_assist_percentage,opp_assists,opp_block_percentage,opp_blocks,opp_defensive_rebounds,opp_effective_field_goal_percentage,opp_field_goal_attempts,opp_field_goal_percentage,opp_field_goals,opp_free_throw_attempt_rate,opp_free_throw_attempts,opp_free_throw_percentage,opp_free_throws,opp_free_throws_per_field_goal_attempt,opp_offensive_rebound_percentage,opp_offensive_rebounds,opp_personal_fouls,opp_points,opp_steal_percentage,opp_steals,opp_three_point_attempt_rate,opp_three_point_field_goal_attempts,opp_three_point_field_goal_percentage,opp_three_point_field_goals,opp_two_point_field_goal_attempts,opp_two_point_field_goal_percentage,opp_two_point_field_goals,opp_total_rebound_percentage,opp_total_rebounds,opp_true_shooting_percentage,opp_turnover_percentage,opp_turnovers,pace,personal_fouls,points,simple_rating_system,steal_percentage,steals,strength_of_schedule,three_point_attempt_rate,three_point_field_goal_attempts,three_point_field_goal_percentage,three_point_field_goals,two_point_field_goal_attempts,two_point_field_goal_percentage,two_point_field_goals,total_rebound_percentage,total_rebounds,true_shooting_percentage,turnover_percentage,turnovers,win_percentage,wins,AdjTempo,AdjOE,Off-eFG%,Off-TO%,Off-OR%,Off-FTRate,AdjDE,Def-eFG%,Def-TO%,Def-OR%,Def-FTRate,AvgHgt,EffHgt,C-Hgt,PF-Hgt,SF-Hgt,SG-Hgt,PG-Hgt,Experience,Bench,Continuity,abbreviation
0.484,0.253658537,5,1,0.06,0.05203252,0.575609756,0.476,1.315447154,0.398,0.523577236,0.245,0.32195122,0.697,0.224390244,0.171,3,3,11,92.8,0.18,0.149593496,0.452,0.276422764,0.085,0.056910569,0.681300813,0.537,1.295934959,0.472,0.611382114,0.284,0.367479675,0.686,0.25203252,0.194,0.217,0.159349593,0.372357724,1.643902439,0.067,0.107317073,0.329,0.42601626,0.397,0.169105691,0.869918699,0.508,0.442276423,0.537,0.840650407,0.559,0.161,0.282926829,63.6,0.349593496,1.476422764,-8.41,0.09,0.143089431,-0.27,0.491,0.645528455,0.317,0.204878049,0.669918699,0.476,0.318699187,0.463,0.725203252,0.503,0.154,0.268292683,0.267,4,64.5,97.9,46.5,17,18,25.1,105.3,53.6,18,22.7,29.9,76.2,-0.1,-0.9,0.6,-1.2,-0.1,-2.3,2.32,30,64.1,EVANSVILLE
0.495,0.327692308,4,5,0.082,0.08,0.669230769,0.521,1.450769231,0.456,0.661538462,0.253,0.367692308,0.715,0.263076923,0.181,4,3,8,105.8,0.285,0.236923077,0.438,0.263076923,0.087,0.076923077,0.593846154,0.47,1.426153846,0.421,0.6,0.315,0.449230769,0.675,0.303076923,0.213,0.251,0.224615385,0.398461538,1.644615385,0.081,0.135384615,0.314,0.447692308,0.316,0.141538462,0.978461538,0.469,0.458461538,0.475,0.818461538,0.502,0.143,0.273846154,67.1,0.42,1.775384615,-3.11,0.08,0.133846154,-5.11,0.389,0.564615385,0.335,0.189230769,0.886153846,0.533,0.472307692,0.525,0.906153846,0.546,0.146,0.278461538,0.5,8,66.7,102.4,50.6,17.1,28.6,26.2,104.4,48,16.1,26.3,32.9,76.9,0.2,0.2,0.2,0,0.9,-1.4,2.29,30.9,84.1,FAIRFIELD
0.494,0.270454545,9,1,0.066,0.063636364,0.572727273,0.43,1.452272727,0.377,0.547727273,0.266,0.386363636,0.694,0.268181818,0.185,1,0,10,86.2,0.258,0.25,0.603,0.431818182,0.116,0.111363636,0.718181818,0.539,1.502272727,0.477,0.715909091,0.343,0.515909091,0.714,0.368181818,0.245,0.335,0.288636364,0.379545455,1.986363636,0.095,0.168181818,0.356,0.534090909,0.349,0.186363636,0.968181818,0.547,0.529545455,0.55,1.006818182,0.568,0.152,0.313636364,70.5,0.461363636,1.518181818,-18.37,0.08,0.140909091,0.36,0.336,0.488636364,0.316,0.154545455,0.963636364,0.408,0.393181818,0.45,0.822727273,0.464,0.183,0.365909091,0.091,1,70.6,95.7,43,20.8,25.8,26.6,112.8,53.9,17.8,33.5,34.3,75.9,-1.2,-1.3,-1.2,-1.2,-0.8,-0.8,0.95,45.5,37.4,FAIRLEIGH-DICKINSON
0.521,0.357522124,3,1,0.062,0.054867257,0.646017699,0.535,1.492035398,0.46,0.686725664,0.287,0.428318584,0.657,0.281415929,0.189,3,7,6,108.4,0.311,0.276106195,0.523,0.316814159,0.071,0.060176991,0.612389381,0.515,1.348672566,0.449,0.605309735,0.32,0.431858407,0.68,0.29380531,0.218,0.208,0.169911504,0.408849558,1.683185841,0.076,0.130973451,0.348,0.469026549,0.381,0.178761062,0.879646018,0.485,0.426548673,0.459,0.782300885,0.542,0.188,0.359292035,69.3,0.431858407,1.877876106,0.15,0.117,0.203539823,-3.85,0.432,0.644247788,0.346,0.22300885,0.847787611,0.547,0.463716814,0.541,0.922123894,0.554,0.151,0.302654867,0.571,8,67,104.8,55.1,19.8,31.8,29.5,105.8,52.2,19.7,24.8,35.1,76.2,0.4,1.3,-0.4,-2.1,-1.8,-0.6,1.14,35.5,52.7,FLORIDA-ATLANTIC
0.615,0.416923077,4,2,0.132,0.12,0.676923077,0.547,1.481538462,0.458,0.678461538,0.285,0.421538462,0.682,0.287692308,0.194,1,9,5,108.1,0.32,0.273846154,0.556,0.353846154,0.082,0.061538462,0.581538462,0.488,1.507692308,0.422,0.636923077,0.254,0.383076923,0.687,0.263076923,0.174,0.258,0.235384615,0.378461538,1.733846154,0.094,0.166153846,0.396,0.596923077,0.33,0.196923077,0.910769231,0.483,0.44,0.462,0.816923077,0.513,0.155,0.309230769,70.6,0.356923077,1.907692308,-1.33,0.108,0.190769231,-3.9,0.496,0.735384615,0.358,0.263076923,0.746153846,0.557,0.415384615,0.538,0.950769231,0.567,0.176,0.358461538,0.688,11,70.7,104.2,53.8,21.1,30.2,28.9,105.9,49.7,17.1,27.6,25.6,76.2,0.8,1.5,0,-0.4,-1,-3.8,2.45,28.2,44.7,FLORIDA-GULF-COAST
0.603,0.3856,4,0,0.118,0.1104,0.6544,0.525,1.4624,0.438,0.64,0.268,0.392,0.686,0.2688,0.184,1,7,5,103.1,0.265,0.2304,0.525,0.304,0.093,0.0688,0.64,0.451,1.4512,0.399,0.5792,0.31,0.4496,0.68,0.3056,0.211,0.296,0.2752,0.36,1.6144,0.096,0.168,0.356,0.5168,0.291,0.1504,0.9344,0.459,0.4288,0.508,0.9152,0.485,0.176,0.3552,70,0.3872,1.8048,-3.47,0.102,0.1792,-6.01,0.493,0.7216,0.355,0.256,0.7408,0.518,0.384,0.492,0.8848,0.547,0.171,0.3392,0.667,10,68.6,98,50.1,19.9,27.1,26.7,104.4,46.5,19.7,30.8,31.5,76,0,1,-1,-0.4,-0.5,-4.2,1.5,38,48.1,FLORIDA-INTERNATIONAL
0.526,0.343362832,3,1,0.149,0.116814159,0.610619469,0.502,1.477876106,0.442,0.653097345,0.314,0.463716814,0.702,0.325663717,0.22,1,6,5,103.2,0.312,0.279646018,0.539,0.318584071,0.071,0.067256637,0.615929204,0.496,1.4,0.422,0.591150442,0.302,0.42300885,0.695,0.29380531,0.21,0.294,0.254867257,0.401769912,1.683185841,0.085,0.148672566,0.439,0.614159292,0.337,0.207079646,0.785840708,0.489,0.384070796,0.494,0.87079646,0.526,0.206,0.414159292,70.1,0.424778761,1.808849558,9.81,0.139,0.244247788,4.73,0.36,0.532743363,0.332,0.17699115,0.945132743,0.504,0.476106195,0.506,0.890265487,0.533,0.162,0.327433628,0.643,9,69.3,107.7,50.2,18.7,31.7,31.4,94.8,49.6,23.7,30.1,30.2,79.4,2,2.9,1.2,1.7,2.6,3.8,1.68,35.7,39.1,FLORIDA-STATE
0.519,0.323333333,2,0,0.149,0.145,0.598333333,0.489,1.468333333,0.425,0.623333333,0.368,0.54,0.701,0.378333333,0.258,3,6,6,104,0.342,0.321666667,0.428,0.258333333,0.108,0.091666667,0.62,0.483,1.373333333,0.439,0.603333333,0.285,0.391666667,0.66,0.258333333,0.188,0.278,0.23,0.45,1.585,0.114,0.198333333,0.291,0.4,0.3,0.12,0.973333333,0.497,0.483333333,0.48,0.85,0.508,0.212,0.42,69.8,0.385,1.815,14.32,0.137,0.238333333,5.12,0.425,0.623333333,0.305,0.19,0.845,0.513,0.433333333,0.52,0.92,0.526,0.163,0.336666667,0.6,9,69.2,110.5,48.9,19.4,35.1,36.8,95,48.3,24.2,29.5,28.5,77.3,0.7,1.4,0.1,-0.5,-0.1,0.9,2.69,29.6,39,FLORIDA
0.506,0.306896552,2,2,0.102,0.098275862,0.670689655,0.483,1.451724138,0.418,0.606896552,0.334,0.484482759,0.73,0.353448276,0.243,1,5,5,100.5,0.263,0.236206897,0.448,0.274137931,0.093,0.077586207,0.660344828,0.477,1.437931034,0.426,0.612068966,0.294,0.422413793,0.657,0.277586207,0.193,0.256,0.231034483,0.462068966,1.65,0.081,0.14137931,0.332,0.477586207,0.31,0.148275862,0.960344828,0.483,0.463793103,0.496,0.89137931,0.503,0.173,0.343103448,69.9,0.415517241,1.755172414,-0.51,0.107,0.186206897,-4.87,0.423,0.613793103,0.306,0.187931034,0.837931034,0.5,0.418965517,0.504,0.906896552,0.522,0.151,0.298275862,0.643,9,69.4,98.2,48.3,17.1,26.5,33.4,99.6,47.7,19.7,25.8,29.4,76.4,-0.5,0,-1.1,-1.1,-0.5,-0.3,2.11,19.5,20.9,FORDHAM
0.511,0.31,4,1,0.096,0.068333333,0.615,0.502,1.365,0.444,0.606666667,0.292,0.398333333,0.736,0.293333333,0.215,0,8,4,106.1,0.307,0.246666667,0.485,0.238333333,0.049,0.041666667,0.556666667,0.465,1.243333333,0.395,0.491666667,0.271,0.336666667,0.713,0.24,0.193,0.218,0.171666667,0.42,1.396666667,0.079,0.123333333,0.425,0.528333333,0.328,0.173333333,0.715,0.445,0.318333333,0.458,0.728333333,0.498,0.197,0.343333333,62.8,0.37,1.665,10.16,0.104,0.163333333,0.09,0.374,0.51,0.31,0.158333333,0.855,0.524,0.448333333,0.542,0.861666667,0.536,0.143,0.258333333,0.733,11,62.5,107.3,50.1,16.4,30.3,29.4,95.6,46.4,21.5,23.6,27,77.7,1.3,3,-0.5,0.1,1.2,0,1.86,31.5,75.4,FRESNO-STATE
0.637,0.429530201,5,4,0.085,0.081879195,0.614765101,0.557,1.460402685,0.461,0.673825503,0.244,0.35704698,0.726,0.259060403,0.177,1,8,6,110.4,0.26,0.217449664,0.507,0.33557047,0.099,0.072483221,0.618791946,0.507,1.468456376,0.451,0.661744966,0.207,0.304697987,0.74,0.225503356,0.154,0.259,0.214765101,0.347651007,1.71409396,0.097,0.165100671,0.346,0.508724832,0.325,0.165100671,0.959731544,0.517,0.496644295,0.5,0.833557047,0.531,0.163,0.31409396,68.4,0.330201342,1.887248322,4.01,0.121,0.206711409,-0.52,0.501,0.731543624,0.383,0.280536913,0.72885906,0.54,0.393288591,0.5,0.832214765,0.579,0.153,0.295302013,0.667,12,68,110.2,54.6,17.7,25.5,25.8,104.3,51.1,18.2,27.2,21.2,75.2,-1.5,-1.3,-1.7,-2.1,-2.3,-1.6,2.22,23.4,60.6,FURMAN
0.536,0.3640625,6,2,0.157,0.134375,0.7140625,0.529,1.46875,0.463,0.6796875,0.282,0.4140625,0.698,0.2890625,0.197,1,7,7,103,0.264,0.228125,0.514,0.290625,0.079,0.06875,0.6375,0.447,1.4484375,0.391,0.565625,0.343,0.496875,0.695,0.3453125,0.238,0.238,0.2234375,0.4140625,1.640625,0.093,0.165625,0.409,0.5921875,0.277,0.1640625,0.85625,0.469,0.4015625,0.477,0.8609375,0.487,0.17,0.3453125,71.6,0.4625,1.8421875,-1.45,0.105,0.1875,-3.14,0.404,0.59375,0.326,0.19375,0.875,0.555,0.4859375,0.523,0.9421875,0.553,0.168,0.3359375,0.563,9,69.5,101.1,51.4,19.9,26.8,27.6,102.2,46,19.6,29.2,37.5,75.9,-0.8,-0.6,-1,-0.4,-1.4,-1.7,1.55,32.2,53.7,GARDNER-WEBB
0.556,0.353846154,2,2,0.109,0.088461538,0.661538462,0.546,1.392307692,0.457,0.636538462,0.294,0.409615385,0.704,0.288461538,0.207,1,5,6,105.7,0.256,0.203846154,0.487,0.282692308,0.089,0.063461538,0.592307692,0.489,1.386538462,0.419,0.580769231,0.29,0.401923077,0.746,0.3,0.216,0.215,0.180769231,0.423076923,1.655769231,0.096,0.163461538,0.416,0.576923077,0.337,0.194230769,0.809615385,0.477,0.386538462,0.472,0.773076923,0.525,0.17,0.323076923,68.4,0.401923077,1.807692308,5.83,0.084,0.144230769,-0.25,0.486,0.676923077,0.364,0.246153846,0.715384615,0.546,0.390384615,0.528,0.865384615,0.57,0.166,0.315384615,0.538,7,66.8,105.5,54.6,18.5,26.2,29.4,101.2,48.9,19.1,21.9,29,77.2,0.2,0.1,0.4,1.9,0.3,-1.3,2.24,23.6,33.3,GEORGE-MASON
0.447,0.271428571,5,0,0.125,0.123214286,0.603571429,0.459,1.489285714,0.408,0.607142857,0.241,0.358928571,0.647,0.232142857,0.156,3,3,10,90.7,0.25,0.233928571,0.503,0.325,0.098,0.094642857,0.701785714,0.489,1.482142857,0.436,0.646428571,0.311,0.460714286,0.733,0.3375,0.228,0.321,0.285714286,0.366071429,1.785714286,0.097,0.171428571,0.333,0.492857143,0.315,0.155357143,0.989285714,0.496,0.491071429,0.541,0.9875,0.525,0.171,0.35,70.5,0.455357143,1.6,-9.04,0.105,0.185714286,-1.61,0.35,0.521428571,0.295,0.153571429,0.967857143,0.469,0.453571429,0.459,0.8375,0.482,0.168,0.335714286,0.286,4,70.5,95.7,45.9,19.1,25.1,24.1,104.9,48.9,19.9,32.5,31.1,77.3,0.6,0.9,0.3,-0.9,0,1.3,1.92,24.4,32.9,GEORGE-WASHINGTON
0.519,0.345833333,1,0,0.123,0.116666667,0.7,0.497,1.55,0.43,0.666666667,0.32,0.495833333,0.718,0.35625,0.23,3,6,6,103.3,0.333,0.31875,0.583,0.408333333,0.104,0.104166667,0.639583333,0.51,1.597916667,0.438,0.7,0.226,0.360416667,0.653,0.235416667,0.147,0.268,0.25625,0.420833333,1.864583333,0.101,0.185416667,0.405,0.647916667,0.354,0.229166667,0.95,0.496,0.470833333,0.468,0.895833333,0.527,0.158,0.33125,73.5,0.385416667,1.897916667,2.37,0.096,0.177083333,1.03,0.353,0.547916667,0.38,0.208333333,1.002083333,0.457,0.458333333,0.532,1.01875,0.531,0.169,0.3625,0.5,6,72.6,107.4,49.7,19.8,34.1,32,103.6,51,18.1,27.9,22.6,77.8,1.3,2.6,0.1,0.2,1.4,-0.2,1.27,34.4,33.7,GEORGETOWN
0.471,0.320353982,6,2,0.115,0.09380531,0.642477876,0.54,1.385840708,0.49,0.679646018,0.276,0.382300885,0.662,0.253097345,0.183,0,5,6,102.3,0.281,0.23539823,0.523,0.286725664,0.061,0.05840708,0.601769912,0.465,1.37699115,0.398,0.548672566,0.297,0.408849558,0.684,0.279646018,0.203,0.27,0.237168142,0.371681416,1.559292035,0.109,0.185840708,0.406,0.559292035,0.326,0.182300885,0.817699115,0.448,0.366371681,0.489,0.838938053,0.496,0.198,0.387610619,68.5,0.410619469,1.750442478,-6.44,0.13,0.22300885,-4.63,0.308,0.426548673,0.324,0.138053097,0.959292035,0.565,0.54159292,0.511,0.877876106,0.558,0.191,0.369911504,0.571,8,68.4,97.8,50.3,21.9,28,29.9,103.2,48.5,20.5,30.9,32.8,76.8,-0.6,-1.2,0.1,-0.3,0.3,0.4,2.51,40,66.6,GEORGIA-SOUTHERN
0.541,0.353061224,4,1,0.129,0.110204082,0.606122449,0.492,1.553061224,0.42,0.653061224,0.276,0.428571429,0.681,0.291836735,0.188,1,4,6,103,0.306,0.295918367,0.629,0.367346939,0.093,0.087755102,0.671428571,0.5,1.373469388,0.425,0.583673469,0.308,0.42244898,0.676,0.285714286,0.208,0.279,0.234693878,0.42244898,1.659183673,0.095,0.167346939,0.38,0.52244898,0.395,0.206122449,0.851020408,0.444,0.37755102,0.501,0.906122449,0.527,0.216,0.432653061,70.7,0.391836735,1.820408163,-7.62,0.13,0.230612245,-1.17,0.392,0.608163265,0.366,0.22244898,0.944897959,0.456,0.430612245,0.499,0.902040816,0.518,0.146,0.3,0.5,6,70.2,106.1,46.4,16.5,26.9,29.4,105.8,54.8,21.5,30.9,35.6,75.5,-1.2,-0.5,-1.8,-1,-1.9,-2.3,1.98,38.9,60.7,GEORGIA-STATE
0.508,0.319672131,1,2,0.088,0.080327869,0.647540984,0.499,1.43442623,0.439,0.629508197,0.259,0.372131148,0.696,0.259016393,0.181,6,4,8,98.1,0.277,0.23442623,0.572,0.350819672,0.086,0.081967213,0.613114754,0.483,1.436065574,0.427,0.613114754,0.311,0.445901639,0.665,0.296721311,0.207,0.27,0.239344262,0.375409836,1.685245902,0.097,0.167213115,0.363,0.521311475,0.311,0.162295082,0.914754098,0.493,0.450819672,0.491,0.852459016,0.511,0.163,0.321311475,68.9,0.449180328,1.690163934,3.7,0.103,0.17704918,3.5,0.333,0.47704918,0.361,0.172131148,0.957377049,0.478,0.457377049,0.509,0.881967213,0.525,0.173,0.337704918,0.467,7,68.5,104,49.9,19.6,27.8,25.9,98.5,48.3,18.7,27.4,31.1,77.8,0.2,0.3,0.2,1.2,1.7,0.8,2,30.9,52.9,GEORGIA-TECH
0.566,0.346875,3,0,0.072,0.0703125,0.6390625,0.504,1.38125,0.443,0.6125,0.38,0.525,0.732,0.384375,0.278,6,5,11,102,0.277,0.2328125,0.554,0.3953125,0.115,0.0984375,0.60625,0.524,1.55,0.461,0.7140625,0.231,0.3578125,0.712,0.2546875,0.164,0.277,0.2453125,0.440625,1.8796875,0.107,0.1859375,0.374,0.5796875,0.34,0.196875,0.9703125,0.533,0.5171875,0.494,0.8515625,0.546,0.134,0.2671875,69.7,0.359375,1.7765625,0.13,0.074,0.1296875,4.26,0.379,0.5234375,0.319,0.1671875,0.8578125,0.519,0.4453125,0.506,0.871875,0.545,0.175,0.3453125,0.313,5,70.1,106,50.4,19.9,28.2,38,108.9,52.4,15.4,28,23.1,77.6,0.8,1.1,0.4,-0.3,0.5,1.5,1.91,32.9,5.8,GEORGIA
0.557,0.455357143,0,0,0.137,0.141071429,0.796428571,0.588,1.5625,0.523,0.817857143,0.33,0.516071429,0.696,0.358928571,0.23,0,9,2,119,0.331,0.276785714,0.44,0.264285714,0.067,0.066071429,0.558928571,0.431,1.5875,0.378,0.6,0.222,0.351785714,0.66,0.232142857,0.146,0.226,0.232142857,0.478571429,1.6,0.085,0.157142857,0.352,0.558928571,0.3,0.167857143,1.028571429,0.42,0.432142857,0.424,0.791071429,0.456,0.161,0.335714286,73.9,0.375,2.196428571,25.25,0.092,0.169642857,1.39,0.369,0.576785714,0.35,0.201785714,0.985714286,0.625,0.616071429,0.576,1.073214286,0.608,0.144,0.303571429,0.857,12,73.8,122.4,58.8,16.5,34.3,33,92.4,43.1,18.3,23.7,22.2,78.7,2.1,2.1,2,1.3,1.4,1.8,1.47,30.7,41.8,GONZAGA
0.513,0.342857143,1,3,0.052,0.048214286,0.694642857,0.508,1.530357143,0.436,0.667857143,0.293,0.448214286,0.637,0.285714286,0.187,1,8,2,108.3,0.394,0.373214286,0.408,0.217857143,0.079,0.073214286,0.573214286,0.422,1.408928571,0.379,0.533928571,0.278,0.391071429,0.735,0.2875,0.204,0.259,0.242857143,0.442857143,1.476785714,0.079,0.133928571,0.336,0.473214286,0.257,0.121428571,0.935714286,0.441,0.4125,0.433,0.816071429,0.463,0.182,0.355357143,68,0.410714286,1.841071429,5.17,0.109,0.185714286,-6.58,0.396,0.605357143,0.363,0.219642857,0.925,0.485,0.448214286,0.567,1.067857143,0.528,0.156,0.323214286,0.857,12,65,104.5,50.8,18.8,39.6,29.2,99.3,42.6,19.7,27.5,30.2,76.5,0.5,0.3,0.6,-0.8,-1.3,-1.5,2.22,33.6,42.8,GRAND-CANYON
0.472,0.260714286,6,0,0.089,0.078571429,0.567857143,0.46,1.339285714,0.412,0.551785714,0.297,0.398214286,0.758,0.301785714,0.225,3,2,12,94.8,0.254,0.208928571,0.442,0.273214286,0.067,0.055357143,0.6125,0.519,1.3375,0.462,0.617857143,0.319,0.426785714,0.782,0.333928571,0.25,0.248,0.1875,0.425,1.721428571,0.104,0.167857143,0.339,0.453571429,0.335,0.151785714,0.883928571,0.527,0.466071429,0.507,0.8,0.559,0.146,0.2625,64.7,0.389285714,1.533928571,-12.08,0.065,0.105357143,-1.77,0.379,0.507142857,0.254,0.128571429,0.832142857,0.509,0.423214286,0.493,0.776785714,0.502,0.165,0.301785714,0.143,2,64.1,98.2,45.2,18.9,27.1,30.4,112.4,52.4,16.4,29.3,33.3,76.8,-0.6,-1.2,0,-0.3,0.5,0.2,0.54,36.4,37.7,GREEN-BAY
0.474,0.246153846,6,1,0.09,0.082692308,0.625,0.434,1.363461538,0.381,0.519230769,0.386,0.526923077,0.69,0.363461538,0.267,0,3,9,89.1,0.21,0.192307692,0.5,0.292307692,0.069,0.057692308,0.725,0.461,1.417307692,0.412,0.584615385,0.368,0.521153846,0.661,0.344230769,0.243,0.306,0.275,0.469230769,1.65,0.089,0.153846154,0.35,0.496153846,0.275,0.136538462,0.921153846,0.486,0.448076923,0.55,1,0.496,0.173,0.348076923,69.4,0.457692308,1.546153846,-16.74,0.094,0.163461538,-6.01,0.391,0.532692308,0.274,0.146153846,0.830769231,0.449,0.373076923,0.45,0.817307692,0.479,0.162,0.311538462,0.308,4,67.2,91.9,41,18.4,20.4,40.7,108.4,48.2,18.8,33.9,40.8,77.2,0.2,0.9,-0.5,0.1,0.5,0.3,2.02,32.2,41.3,HAMPTON
0.523,0.325,6,2,0.07,0.0625,0.64375,0.53,1.36875,0.454,0.620833333,0.288,0.39375,0.672,0.264583333,0.193,2,0,10,99.4,0.231,0.191666667,0.497,0.339583333,0.094,0.06875,0.6375,0.532,1.4875,0.459,0.683333333,0.294,0.4375,0.71,0.310416667,0.209,0.259,0.225,0.391666667,1.89375,0.121,0.208333333,0.403,0.6,0.361,0.216666667,0.8875,0.526,0.466666667,0.508,0.8625,0.559,0.136,0.266666667,69.1,0.3875,1.716666667,-13.52,0.078,0.135416667,-6.44,0.466,0.6375,0.33,0.210416667,0.73125,0.561,0.410416667,0.492,0.835416667,0.552,0.185,0.354166667,0.167,2,70.2,100.3,53,20.6,23.8,28.8,111.3,53.2,15.5,26.9,29.4,76.5,-0.5,-0.2,-0.8,-0.9,-0.1,-0.5,2.67,24.5,56.3,HARTFORD
0.489,0.320754717,3,1,0.074,0.066037736,0.628301887,0.503,1.528301887,0.43,0.656603774,0.29,0.443396226,0.728,0.322641509,0.211,2,7,5,104.4,0.283,0.262264151,0.511,0.303773585,0.096,0.083018868,0.666037736,0.497,1.388679245,0.428,0.594339623,0.311,0.432075472,0.738,0.318867925,0.23,0.253,0.213207547,0.445283019,1.698113208,0.085,0.150943396,0.36,0.5,0.381,0.190566038,0.888679245,0.454,0.403773585,0.497,0.879245283,0.533,0.2,0.398113208,71.3,0.405660377,1.860377358,-2.35,0.123,0.218867925,-3.75,0.435,0.664150943,0.338,0.224528302,0.864150943,0.5,0.432075472,0.503,0.890566038,0.535,0.15,0.30754717,0.615,8,69.8,102.6,48.7,17.2,28.6,25.9,104.8,50.5,21.2,27.4,35.5,77.4,-1.6,-2.3,-0.8,1.1,2.6,1.8,1.84,30.9,0,HARVARD
0.547,0.3475,1,1,0.042,0.04,0.665,0.543,1.39,0.457,0.635,0.351,0.4875,0.728,0.355,0.255,3,3,5,106.3,0.275,0.22,0.38,0.2425,0.097,0.0725,0.58,0.492,1.4775,0.431,0.6375,0.279,0.4125,0.679,0.28,0.19,0.233,0.2025,0.5075,1.735,0.103,0.18,0.35,0.5175,0.348,0.18,0.96,0.477,0.4575,0.469,0.7825,0.518,0.144,0.2825,70.2,0.395,1.865,-2.59,0.051,0.09,-0.84,0.462,0.6425,0.374,0.24,0.7475,0.528,0.395,0.531,0.885,0.575,0.179,0.3525,0.5,5,68.1,101.9,51.4,20.4,28.5,35.8,107.2,51,16.2,28.3,30.1,77.5,1.3,1.6,0.9,1.2,0.4,-1.7,1.62,29.7,41.8,HAWAII
0.518,0.317741935,5,1,0.14,0.127419355,0.625806452,0.495,1.416129032,0.433,0.612903226,0.329,0.466129032,0.612,0.285483871,0.202,3,5,9,99.3,0.284,0.253225806,0.535,0.330645161,0.09,0.085483871,0.638709677,0.487,1.448387097,0.427,0.617741935,0.321,0.464516129,0.646,0.3,0.207,0.31,0.280645161,0.420967742,1.709677419,0.099,0.167741935,0.373,0.540322581,0.322,0.174193548,0.908064516,0.488,0.443548387,0.511,0.919354839,0.512,0.154,0.303225806,67.9,0.414516129,1.687096774,-7.46,0.093,0.158064516,0.71,0.329,0.466129032,0.377,0.175806452,0.95,0.46,0.437096774,0.489,0.879032258,0.515,0.163,0.319354839,0.4,6,66,97.6,47.2,19.4,26.2,31.6,105.5,51,17.6,32.1,33.8,75.4,-1.6,-1.3,-1.9,-1.5,-1,-1.9,1.62,25.6,53.2,HIGH-POINT
0.389,0.2375,8,0,0.1,0.0953125,0.590625,0.475,1.4421875,0.424,0.6109375,0.295,0.425,0.691,0.29375,0.204,3,3,13,96.6,0.295,0.2640625,0.5,0.3390625,0.085,0.0859375,0.63125,0.525,1.45,0.468,0.678125,0.268,0.3890625,0.703,0.2734375,0.189,0.28,0.2296875,0.4140625,1.7953125,0.097,0.1671875,0.339,0.4921875,0.337,0.165625,0.9578125,0.535,0.5125,0.502,0.8609375,0.549,0.163,0.31875,68.9,0.4265625,1.6625,-19.29,0.098,0.16875,-6.79,0.297,0.428125,0.343,0.146875,1.0140625,0.458,0.4640625,0.498,0.8546875,0.506,0.172,0.340625,0.188,3,68.2,94.4,44.8,19.6,28.4,30.7,115.4,54.6,17.4,31,27.8,76.2,-1.4,-1.8,-0.9,0.1,1,-2.1,1.16,35.6,45.7,HOLY-CROSS
0.551,0.408333333,5,1,0.081,0.077083333,0.60625,0.547,1.554166667,0.477,0.741666667,0.256,0.397916667,0.728,0.289583333,0.186,1,3,6,107.4,0.319,0.270833333,0.55,0.34375,0.092,0.091666667,0.579166667,0.487,1.445833333,0.432,0.625,0.341,0.49375,0.7,0.345833333,0.239,0.331,0.3,0.410416667,1.754166667,0.107,0.197916667,0.34,0.491666667,0.322,0.158333333,0.954166667,0.489,0.466666667,0.501,0.879166667,0.522,0.211,0.45,74.1,0.479166667,1.989583333,-2.78,0.119,0.220833333,-4.88,0.357,0.554166667,0.391,0.216666667,1,0.525,0.525,0.499,0.877083333,0.571,0.187,0.4,0.5,6,72.2,103.6,53.7,22.9,32.7,22.7,107.7,50.4,23.6,36.9,33.8,76.5,0.1,0.5,-0.3,-0.4,0.1,-1.9,1.9,26.6,47.9,HOWARD
