assist_percentage,assists,away_losses,away_wins,block_percentage,blocks,defensive_rebounds,effective_field_goal_percentage,field_goal_attempts,field_goal_percentage,field_goals,free_throw_attempt_rate,free_throw_attempts,free_throw_percentage,free_throws,free_throws_per_field_goal_attempt,home_losses,home_wins,losses,offensive_rating,offensive_rebound_percentage,offensive_rebounds,opp_assist_percentage,opp_assists,opp_block_percentage,opp_blocks,opp_defensive_rebounds,opp_effective_field_goal_percentage,opp_field_goal_attempts,opp_field_goal_percentage,opp_field_goals,opp_free_throw_attempt_rate,opp_free_throw_attempts,opp_free_throw_percentage,opp_free_throws,opp_free_throws_per_field_goal_attempt,opp_offensive_rebound_percentage,opp_offensive_rebounds,opp_personal_fouls,opp_points,opp_steal_percentage,opp_steals,opp_three_point_attempt_rate,opp_three_point_field_goal_attempts,opp_three_point_field_goal_percentage,opp_three_point_field_goals,opp_two_point_field_goal_attempts,opp_two_point_field_goal_percentage,opp_two_point_field_goals,opp_total_rebound_percentage,opp_total_rebounds,opp_true_shooting_percentage,opp_turnover_percentage,opp_turnovers,pace,personal_fouls,points,simple_rating_system,steal_percentage,steals,strength_of_schedule,three_point_attempt_rate,three_point_field_goal_attempts,three_point_field_goal_percentage,three_point_field_goals,two_point_field_goal_attempts,two_point_field_goal_percentage,two_point_field_goals,total_rebound_percentage,total_rebounds,true_shooting_percentage,turnover_percentage,turnovers,win_percentage,wins,AdjTempo,AdjOE,Off-eFG%,Off-TO%,Off-OR%,Off-FTRate,AdjDE,Def-eFG%,Def-TO%,Def-OR%,Def-FTRate,AvgHgt,EffHgt,C-Hgt,PF-Hgt,SF-Hgt,SG-Hgt,PG-Hgt,Experience,Bench,Continuity,abbreviation
0.545,0.312396694,7,1,0.059,0.047933884,0.604958678,0.493,1.358677686,0.422,0.573553719,0.287,0.390082645,0.665,0.259504132,0.191,2,4,10,93.4,0.281,0.238016529,0.489,0.290909091,0.104,0.080991736,0.609917355,0.518,1.32231405,0.45,0.595041322,0.406,0.537190083,0.705,0.378512397,0.286,0.245,0.196694215,0.409917355,1.747107438,0.126,0.216528926,0.384,0.507438017,0.352,0.178512397,0.814876033,0.511,0.416528926,0.489,0.80661157,0.554,0.173,0.330578512,68.5,0.479338843,1.6,-7.97,0.101,0.173553719,0.49,0.426,0.578512397,0.334,0.19338843,0.780165289,0.487,0.380165289,0.511,0.842975207,0.518,0.208,0.40661157,0.333,5,67.9,97.4,47.1,23.8,28,28.9,106.3,51.6,18.8,25.2,42.4,76.5,-0.5,-1,-0.1,-0.6,-1.1,0.3,2.13,47.3,47.3,RADFORD
0.552,0.351785714,3,2,0.204,0.158928571,0.673214286,0.545,1.305357143,0.488,0.6375,0.389,0.507142857,0.701,0.355357143,0.272,0,7,4,105.6,0.288,0.214285714,0.557,0.2875,0.065,0.058928571,0.530357143,0.438,1.3875,0.372,0.516071429,0.336,0.466071429,0.751,0.35,0.252,0.283,0.266071429,0.455357143,1.566071429,0.099,0.166071429,0.439,0.608928571,0.302,0.183928571,0.778571429,0.427,0.332142857,0.473,0.796428571,0.487,0.174,0.339285714,67.4,0.453571429,1.778571429,6.92,0.115,0.192857143,-1.08,0.302,0.394642857,0.376,0.148214286,0.910714286,0.537,0.489285714,0.527,0.8875,0.575,0.187,0.355357143,0.714,10,67,107.6,55,20.8,28.8,39.2,97.7,44.6,20.3,28.9,35.7,76.9,0.6,0.5,0.6,-0.5,-1,0.3,1.57,31.3,60.4,RHODE-ISLAND
0.581,0.379130435,2,2,0.059,0.062608696,0.699130435,0.553,1.40173913,0.465,0.652173913,0.336,0.471304348,0.708,0.333913043,0.238,1,6,5,106.8,0.271,0.217391304,0.468,0.32,0.089,0.067826087,0.584347826,0.478,1.608695652,0.425,0.683478261,0.227,0.365217391,0.71,0.259130435,0.161,0.273,0.262608696,0.429565217,1.796521739,0.114,0.20173913,0.344,0.553043478,0.308,0.170434783,1.055652174,0.486,0.513043478,0.48,0.846956522,0.504,0.121,0.245217391,70.6,0.382608696,1.883478261,0.29,0.07,0.123478261,-0.64,0.454,0.636521739,0.385,0.245217391,0.765217391,0.532,0.406956522,0.52,0.916521739,0.579,0.179,0.354782609,0.643,9,70.6,107.7,54.6,20.8,26.4,34.5,108.4,47.7,13.6,28.3,23.6,76.7,-0.1,1.3,-1.4,-1.3,-0.4,0.4,1.43,33.4,66.5,RICE
0.626,0.417054264,2,2,0.059,0.055813953,0.637209302,0.528,1.472868217,0.453,0.666666667,0.272,0.4,0.686,0.274418605,0.186,1,7,6,106.1,0.218,0.184496124,0.454,0.297674419,0.074,0.062015504,0.663565891,0.506,1.47751938,0.444,0.655813953,0.254,0.375193798,0.694,0.260465116,0.176,0.273,0.23875969,0.35503876,1.756589147,0.083,0.142635659,0.356,0.525581395,0.351,0.184496124,0.951937984,0.495,0.471317829,0.523,0.902325581,0.53,0.159,0.313178295,69,0.347286822,1.831007752,5.63,0.117,0.201550388,2.63,0.435,0.640310078,0.349,0.223255814,0.83255814,0.533,0.443410853,0.477,0.821705426,0.551,0.128,0.243410853,0.625,10,69.3,108.6,52.8,14.3,21.9,27.2,100.5,50.6,18.6,27.3,25.4,76.4,0.4,0.6,0.3,1.4,-1.4,-3.6,2.46,24.6,73.6,RICHMOND
0.473,0.284615385,6,1,0.075,0.057692308,0.651923077,0.438,1.544230769,0.39,0.601923077,0.283,0.436538462,0.749,0.326923077,0.212,1,3,8,93.8,0.284,0.278846154,0.531,0.317307692,0.084,0.088461538,0.701923077,0.489,1.459615385,0.41,0.598076923,0.356,0.519230769,0.707,0.367307692,0.252,0.297,0.275,0.451923077,1.794230769,0.097,0.173076923,0.472,0.688461538,0.335,0.230769231,0.771153846,0.476,0.367307692,0.512,0.976923077,0.526,0.176,0.365384615,71.7,0.461538462,1.680769231,-11.09,0.107,0.192307692,-4.09,0.316,0.488461538,0.307,0.15,1.055769231,0.428,0.451923077,0.488,0.930769231,0.48,0.152,0.313461538,0.385,5,70.2,98,42.7,18.2,29,28.1,107.1,48.9,20.2,31.6,35.8,75.7,-1.4,-1.7,-1.1,-2.1,-1.1,-0.5,2.25,32.5,50.3,RIDER
0.512,0.330578512,8,1,0.096,0.089256198,0.61322314,0.515,1.409917355,0.458,0.646280992,0.263,0.370247934,0.754,0.279338843,0.198,5,1,13,97.9,0.23,0.183471074,0.59,0.409917355,0.117,0.109090909,0.614876033,0.529,1.519008264,0.457,0.694214876,0.276,0.419834711,0.748,0.314049587,0.207,0.299,0.261157025,0.337190083,1.92231405,0.11,0.195041322,0.388,0.590082645,0.373,0.219834711,0.92892562,0.511,0.474380165,0.524,0.876033058,0.559,0.152,0.307438017,70.7,0.380165289,1.730578512,-12.79,0.092,0.161983471,-1.08,0.336,0.474380165,0.334,0.158677686,0.93553719,0.521,0.487603306,0.476,0.796694215,0.546,0.189,0.370247934,0.133,2,70.4,98.5,49.7,20.9,23.3,25.8,111.4,54.3,17.2,31.9,29,76.5,-0.3,-0.7,0.1,-0.8,-0.4,-0.4,2.17,34.1,26.6,ROBERT-MORRIS
0.635,0.404958678,5,0,0.093,0.080991736,0.654545455,0.484,1.476033058,0.432,0.638016529,0.283,0.418181818,0.672,0.280991736,0.19,1,9,6,101.5,0.3,0.274380165,0.51,0.297520661,0.071,0.072727273,0.639669421,0.477,1.414876033,0.412,0.583471074,0.275,0.388429752,0.706,0.274380165,0.194,0.258,0.228099174,0.398347107,1.623140496,0.089,0.150413223,0.387,0.547107438,0.332,0.181818182,0.867768595,0.463,0.401652893,0.483,0.867768595,0.507,0.162,0.309090909,67.4,0.370247934,1.709090909,4.36,0.108,0.181818182,0.89,0.309,0.456198347,0.333,0.152066116,1.019834711,0.476,0.485950413,0.517,0.92892562,0.51,0.147,0.287603306,0.6,9,67.4,105.2,48.4,17.1,30.4,28.3,97.6,47.7,18.3,26.2,27.5,78.8,0.8,1,0.5,1.4,2.9,3.5,1.97,30.1,58.8,RUTGERS
0.464,0.277272727,3,2,0.078,0.072727273,0.634090909,0.466,1.461363636,0.409,0.597727273,0.297,0.434090909,0.634,0.275,0.188,3,2,6,93.3,0.232,0.225,0.526,0.320454545,0.123,0.118181818,0.745454545,0.486,1.395454545,0.436,0.609090909,0.383,0.534090909,0.715,0.381818182,0.274,0.26,0.222727273,0.411363636,1.738636364,0.088,0.154545455,0.332,0.463636364,0.299,0.138636364,0.931818182,0.505,0.470454545,0.53,0.968181818,0.527,0.17,0.338636364,70.2,0.481818182,1.636363636,-9.18,0.093,0.163636364,0.71,0.342,0.5,0.332,0.165909091,0.961363636,0.449,0.431818182,0.47,0.859090909,0.491,0.153,0.302272727,0.455,5,68.8,96.5,44.9,17.7,22.1,30,107,50,18,27.6,42.5,76.9,-0.5,0.1,-1.1,-0.7,-0.1,1.4,1.83,28,44,SACRAMENTO-STATE
0.54,0.360330579,7,3,0.062,0.056198347,0.636363636,0.507,1.532231405,0.436,0.667768595,0.223,0.34214876,0.71,0.242975207,0.159,3,2,10,103.1,0.324,0.292561983,0.553,0.376859504,0.108,0.095867769,0.611570248,0.524,1.509090909,0.451,0.680991736,0.25,0.376859504,0.632,0.238016529,0.158,0.278,0.244628099,0.375206612,1.818181818,0.102,0.178512397,0.403,0.608264463,0.359,0.218181818,0.900826446,0.514,0.462809917,0.48,0.856198347,0.539,0.144,0.284297521,69.7,0.380165289,1.796694215,-11.65,0.082,0.14214876,-6.44,0.422,0.646280992,0.338,0.218181818,0.885950413,0.507,0.449586777,0.52,0.92892562,0.53,0.173,0.353719008,0.333,5,67.7,102.6,49.8,19.8,30.7,22.7,112.7,54,16.1,29.9,25.4,75.5,-1.9,-2.5,-1.2,-1.9,-1.2,-0.6,2.03,29.3,74.6,SACRED-HEART
0.51,0.348760331,2,1,0.108,0.100826446,0.644628099,0.514,1.490909091,0.459,0.684297521,0.38,0.566942149,0.77,0.436363636,0.293,3,7,5,111.3,0.361,0.314049587,0.485,0.289256198,0.122,0.127272727,0.555371901,0.473,1.424793388,0.419,0.596694215,0.35,0.499173554,0.679,0.338842975,0.238,0.287,0.259504132,0.466115702,1.685950413,0.109,0.19338843,0.347,0.494214876,0.311,0.153719008,0.930578512,0.476,0.442975207,0.459,0.814876033,0.507,0.179,0.361983471,70.8,0.442975207,1.970247934,10.88,0.106,0.188429752,3.8,0.299,0.446280992,0.37,0.165289256,1.044628099,0.497,0.519008264,0.541,0.958677686,0.56,0.157,0.32892562,0.667,10,69.4,109.5,49.4,19.6,35.9,39.7,99.8,48,20,30.1,34.5,76.3,-0.7,-0.5,-1,-0.4,-0.5,-1.1,1.01,27.2,43.7,SAINT-LOUIS
0.495,0.33125,4,3,0.08,0.06875,0.6375,0.502,1.56875,0.426,0.66875,0.264,0.4140625,0.717,0.296875,0.189,1,6,5,100.9,0.308,0.28125,0.578,0.375,0.077,0.0640625,0.6328125,0.516,1.4484375,0.448,0.6484375,0.345,0.5,0.688,0.34375,0.237,0.258,0.221875,0.4171875,1.8375,0.113,0.209375,0.403,0.584375,0.337,0.196875,0.8640625,0.523,0.4515625,0.482,0.8546875,0.545,0.186,0.384375,74.2,0.45625,1.871875,-4.82,0.11,0.2046875,-1.67,0.472,0.740625,0.321,0.2375,0.828125,0.521,0.43125,0.518,0.91875,0.53,0.176,0.378125,0.688,11,71.4,102.4,49.9,20.8,31,27.5,107.6,52.3,18.5,27.1,34.6,77.1,-0.2,0.5,-0.8,0.1,0.7,0.4,1.11,36.2,31.3,SAMFORD
0.487,0.288461538,2,1,0.146,0.130769231,0.680769231,0.473,1.403846154,0.422,0.592307692,0.336,0.471153846,0.661,0.311538462,0.222,0,8,3,96.6,0.28,0.242307692,0.474,0.246153846,0.093,0.090384615,0.623076923,0.421,1.394230769,0.372,0.519230769,0.286,0.398076923,0.657,0.261538462,0.188,0.256,0.234615385,0.457692308,1.436538462,0.084,0.142307692,0.357,0.498076923,0.274,0.136538462,0.896153846,0.427,0.382692308,0.482,0.857692308,0.454,0.181,0.35,68,0.428846154,1.640384615,13.05,0.117,0.198076923,4.89,0.308,0.432692308,0.333,0.144230769,0.971153846,0.461,0.448076923,0.518,0.923076923,0.504,0.161,0.313461538,0.769,10,67,106,47.3,18.8,31.2,33.6,89.3,42.1,21,28.9,28.6,77.2,0.4,0.5,0.4,-0.4,-0.1,1,2.49,34.3,58.1,SAN-DIEGO-STATE
0.42,0.263333333,4,3,0.08,0.088333333,0.706666667,0.492,1.423333333,0.44,0.626666667,0.281,0.4,0.704,0.281666667,0.198,2,4,7,99.1,0.284,0.245,0.461,0.276666667,0.053,0.053333333,0.616666667,0.441,1.483333333,0.404,0.6,0.237,0.351666667,0.706,0.248333333,0.167,0.246,0.23,0.41,1.556666667,0.092,0.156666667,0.256,0.38,0.285,0.108333333,1.103333333,0.446,0.491666667,0.471,0.846666667,0.472,0.144,0.278333333,67.9,0.388333333,1.683333333,-1.89,0.071,0.12,-0.51,0.289,0.411666667,0.36,0.148333333,1.011666667,0.473,0.478333333,0.529,0.951666667,0.522,0.169,0.328333333,0.533,8,67.8,99.5,47.6,20.2,27.8,27.7,101.5,45.6,15.3,26.5,22.4,76.3,-0.1,1,-1.2,-1.2,-0.6,-1.4,2.24,40,35.3,SAN-DIEGO
0.47,0.3296875,0,1,0.119,0.1203125,0.6984375,0.57,1.446875,0.485,0.7015625,0.28,0.4046875,0.66,0.2671875,0.185,0,11,2,109.6,0.315,0.2578125,0.372,0.221875,0.067,0.0515625,0.5609375,0.453,1.4578125,0.409,0.596875,0.29,0.4234375,0.701,0.296875,0.204,0.241,0.221875,0.4265625,1.6171875,0.099,0.1734375,0.309,0.45,0.281,0.1265625,1.0078125,0.467,0.4703125,0.45,0.7828125,0.487,0.161,0.31875,70,0.4265625,1.9171875,12.31,0.11,0.1921875,1.71,0.464,0.671875,0.367,0.246875,0.775,0.587,0.4546875,0.55,0.95625,0.585,0.181,0.3625,0.875,14,69.3,110.2,56,20.9,31.8,26.9,94.4,45.1,18.7,25.5,28.6,77.5,1.4,1,1.9,0.5,-0.8,-0.1,2.28,30.3,55.4,SAN-FRANCISCO
0.548,0.363461538,5,1,0.077,0.080769231,0.669230769,0.539,1.467307692,0.452,0.663461538,0.221,0.325,0.657,0.213461538,0.145,1,6,6,104.2,0.239,0.205769231,0.526,0.348076923,0.065,0.053846154,0.655769231,0.483,1.521153846,0.435,0.661538462,0.249,0.378846154,0.701,0.265384615,0.174,0.278,0.257692308,0.365384615,1.734615385,0.086,0.148076923,0.312,0.475,0.308,0.146153846,1.046153846,0.493,0.515384615,0.511,0.913461538,0.51,0.137,0.269230769,69,0.407692308,1.796153846,-4.48,0.081,0.140384615,-0.89,0.438,0.642307692,0.398,0.255769231,0.825,0.494,0.407692308,0.489,0.875,0.554,0.164,0.319230769,0.538,7,67.9,100.7,52.1,19,24,22.6,109.9,50.1,15.3,30.8,25,78.1,1.2,1,1.3,1.3,1.1,0.9,1.31,27,35,SAN-JOSE-STATE
0.556,0.39375,2,2,0.075,0.08125,0.6921875,0.557,1.440625,0.491,0.7078125,0.283,0.4078125,0.782,0.31875,0.221,2,8,5,109.2,0.226,0.175,0.532,0.346875,0.073,0.06875,0.5984375,0.463,1.5796875,0.412,0.6515625,0.198,0.3125,0.76,0.2375,0.15,0.281,0.2703125,0.4203125,1.7,0.08,0.140625,0.314,0.4953125,0.322,0.159375,1.084375,0.454,0.4921875,0.5,0.86875,0.492,0.151,0.30625,70.4,0.365625,1.9234375,9.65,0.084,0.1484375,0.72,0.343,0.49375,0.383,0.1890625,0.946875,0.548,0.51875,0.5,0.8671875,0.588,0.154,0.2984375,0.688,11,71.4,111.3,55.7,17,23.7,28.3,101.2,46.3,17.5,28.8,19.8,78.2,1.1,0.8,1.3,1.6,1.6,0.9,2.2,22.9,49.1,SANTA-CLARA
0.54,0.371666667,3,1,0.075,0.063333333,0.69,0.526,1.561666667,0.441,0.688333333,0.24,0.375,0.76,0.285,0.182,1,10,4,108.7,0.272,0.245,0.541,0.308333333,0.079,0.066666667,0.656666667,0.478,1.375,0.415,0.57,0.365,0.501666667,0.664,0.333333333,0.242,0.223,0.198333333,0.41,1.646666667,0.077,0.136666667,0.385,0.53,0.327,0.173333333,0.845,0.469,0.396666667,0.478,0.855,0.51,0.185,0.365,70.9,0.483333333,1.926666667,0.89,0.101,0.178333333,-5.8,0.462,0.721666667,0.367,0.265,0.84,0.504,0.423333333,0.522,0.935,0.554,0.134,0.268333333,0.733,11,70.7,103.2,50.5,15.6,27.1,25.2,103.8,49.1,21.1,23.9,40.5,76.1,-0.5,-0.5,-0.4,0.8,-1.7,-2.4,1.03,34.5,60,SEATTLE
0.404,0.27079646,1,2,0.134,0.132743363,0.679646018,0.509,1.492035398,0.45,0.67079646,0.363,0.54159292,0.768,0.415929204,0.279,1,8,3,110.7,0.299,0.265486726,0.452,0.265486726,0.091,0.084955752,0.621238938,0.448,1.467256637,0.4,0.587610619,0.244,0.357522124,0.802,0.286725664,0.195,0.249,0.224778761,0.447787611,1.601769912,0.074,0.12920354,0.327,0.479646018,0.292,0.139823009,0.987610619,0.453,0.447787611,0.472,0.846017699,0.489,0.17,0.334513274,69.9,0.371681416,1.936283186,17.37,0.105,0.184070796,6.37,0.375,0.559292035,0.32,0.178761062,0.932743363,0.528,0.492035398,0.528,0.945132743,0.553,0.132,0.265486726,0.786,11,71.4,112.7,49.2,15.3,29.2,35.1,94.5,45,19.5,25.2,26.1,78.3,1.9,2.3,1.5,1.1,2,0,2.54,37.7,46.7,SETON-HALL
0.466,0.271111111,3,3,0.094,0.093333333,0.611111111,0.493,1.371111111,0.425,0.582222222,0.246,0.337777778,0.691,0.233333333,0.17,3,2,6,93.8,0.248,0.206666667,0.399,0.251111111,0.089,0.075555556,0.626666667,0.501,1.4,0.449,0.628888889,0.335,0.468888889,0.706,0.331111111,0.237,0.261,0.215555556,0.375555556,1.733333333,0.126,0.213333333,0.292,0.408888889,0.353,0.144444444,0.991111111,0.489,0.484444444,0.507,0.842222222,0.534,0.149,0.284444444,67.5,0.424444444,1.584444444,-11.17,0.089,0.151111111,-5.08,0.378,0.517777778,0.361,0.186666667,0.853333333,0.464,0.395555556,0.493,0.817777778,0.517,0.19,0.36,0.455,5,66.8,95.8,49.3,21.3,24.8,24.6,105.7,50.1,16.8,26.1,33.5,76.6,-1.2,-0.9,-1.6,-0.7,0.9,0.3,2.19,34.8,31.3,SIENA
0.39,0.27107438,4,1,0.151,0.133884298,0.646280992,0.515,1.509090909,0.461,0.695867769,0.3,0.452892562,0.679,0.307438017,0.204,1,7,5,105,0.295,0.25785124,0.511,0.297520661,0.071,0.07107438,0.614876033,0.475,1.388429752,0.419,0.581818182,0.275,0.381818182,0.675,0.25785124,0.186,0.258,0.224793388,0.433057851,1.576859504,0.077,0.137190083,0.361,0.500826446,0.31,0.155371901,0.887603306,0.48,0.426446281,0.482,0.839669421,0.502,0.209,0.414876033,70.9,0.416528926,1.861157025,2.7,0.104,0.183471074,-0.21,0.34,0.512396694,0.316,0.161983471,0.996694215,0.536,0.533884298,0.518,0.904132231,0.54,0.156,0.319008264,0.667,10,71.5,102.5,51.3,19.8,27,26.6,103.8,50.4,22.2,28.2,29.4,78.1,-0.3,-0.8,0.2,1.1,1.7,3.3,2.33,20.4,17.2,SOUTH-ALABAMA
0.468,0.302158273,4,2,0.107,0.09352518,0.667625899,0.439,1.654676259,0.39,0.646043165,0.306,0.50647482,0.682,0.345323741,0.209,4,3,10,95.6,0.331,0.358273381,0.519,0.332374101,0.099,0.113669065,0.723741007,0.496,1.487769784,0.43,0.64028777,0.358,0.532374101,0.732,0.389928058,0.262,0.261,0.235971223,0.427338129,1.86618705,0.099,0.18705036,0.411,0.611510791,0.32,0.195683453,0.876258993,0.507,0.444604317,0.483,0.95971223,0.536,0.175,0.369784173,75.2,0.463309353,1.798561151,-14.48,0.103,0.192805755,-6.48,0.309,0.510791367,0.315,0.161151079,1.143884892,0.424,0.484892086,0.517,1.025899281,0.474,0.156,0.349640288,0.412,7,73.4,92.3,43.5,19.1,30.9,31.2,109,50.9,19.9,29.2,35.3,76.9,-0.1,-0.6,0.3,1.1,0.5,-1.5,1.05,34.9,24.2,SOUTH-CAROLINA-STATE
0.499,0.338333333,3,1,0.147,0.131666667,0.686666667,0.494,1.545,0.439,0.678333333,0.287,0.443333333,0.647,0.286666667,0.186,1,7,5,98.6,0.348,0.316666667,0.534,0.298333333,0.079,0.08,0.593333333,0.449,1.441666667,0.387,0.558333333,0.408,0.588333333,0.663,0.39,0.271,0.299,0.293333333,0.448333333,1.683333333,0.123,0.226666667,0.377,0.543333333,0.325,0.176666667,0.898333333,0.425,0.381666667,0.469,0.886666667,0.489,0.191,0.406666667,73.6,0.503333333,1.813333333,6.14,0.108,0.198333333,4.78,0.343,0.53,0.321,0.17,1.015,0.501,0.508333333,0.531,1.003333333,0.516,0.188,0.406666667,0.667,10,72.2,102.1,48.2,23,34.3,30.1,94.9,45.3,22.5,32.3,43.5,77.5,0.5,1.3,-0.3,-0.8,0.7,1.8,1.87,44.7,25.7,SOUTH-CAROLINA
0.494,0.385294118,3,2,0.066,0.060294118,0.704411765,0.596,1.514705882,0.515,0.779411765,0.327,0.495588235,0.748,0.370588235,0.245,0,8,4,117.2,0.25,0.198529412,0.484,0.341176471,0.075,0.072058824,0.594117647,0.521,1.577941176,0.446,0.704411765,0.212,0.333823529,0.727,0.242647059,0.154,0.225,0.204411765,0.444117647,1.885294118,0.075,0.139705882,0.418,0.658823529,0.355,0.233823529,0.919117647,0.512,0.470588235,0.469,0.798529412,0.543,0.156,0.320588235,74.3,0.395588235,2.176470588,7.16,0.089,0.166176471,0.76,0.366,0.554411765,0.446,0.247058824,0.960294118,0.554,0.532352941,0.531,0.902941176,0.622,0.151,0.311764706,0.765,13,72.2,117.1,58,17,25.1,35.4,108,53.1,16.4,25.6,22.2,76.8,-0.9,-1.3,-0.4,-0.3,0.5,1,1.43,32.6,82.6,SOUTH-DAKOTA-STATE
0.443,0.276033058,5,1,0.074,0.061157025,0.654545455,0.503,1.39338843,0.447,0.623140496,0.369,0.514049587,0.714,0.366942149,0.263,2,6,7,103.8,0.267,0.221487603,0.385,0.231404959,0.062,0.056198347,0.60661157,0.519,1.361983471,0.442,0.601652893,0.318,0.433057851,0.691,0.299173554,0.22,0.205,0.168595041,0.480991736,1.712396694,0.079,0.133884298,0.391,0.532231405,0.394,0.209917355,0.829752066,0.472,0.391735537,0.469,0.775206612,0.546,0.164,0.307438017,68.1,0.418181818,1.768595041,-9.46,0.079,0.133884298,-4.62,0.348,0.484297521,0.321,0.155371901,0.909090909,0.515,0.467768595,0.531,0.876033058,0.54,0.148,0.284297521,0.533,8,67.6,99.6,48,18.1,25.7,38.4,107.4,53.4,16.8,22.2,33.4,76,-1,-0.8,-1.2,-1.4,-0.8,-0.6,2.25,25.9,59.2,SOUTH-DAKOTA
0.478,0.258333333,3,1,0.137,0.105,0.605,0.418,1.416666667,0.381,0.54,0.268,0.38,0.684,0.26,0.184,4,4,10,89.2,0.29,0.266666667,0.578,0.315,0.087,0.085,0.651666667,0.471,1.356666667,0.402,0.545,0.306,0.415,0.719,0.298333333,0.22,0.285,0.241666667,0.396666667,1.575,0.075,0.121666667,0.434,0.588333333,0.317,0.186666667,0.768333333,0.466,0.358333333,0.506,0.893333333,0.507,0.166,0.308333333,64.8,0.411666667,1.445,-3.43,0.092,0.148333333,1.77,0.312,0.441666667,0.238,0.105,0.975,0.446,0.435,0.494,0.871666667,0.452,0.154,0.29,0.333,5,64.5,94.1,41.8,17.9,29.6,26.8,100.6,47.1,19.1,29,30.6,78,0.4,0.9,-0.1,0.5,0.9,3,0.9,38.7,25.2,SOUTH-FLORIDA
0.522,0.382142857,1,4,0.118,0.116071429,0.773214286,0.539,1.501785714,0.488,0.732142857,0.294,0.441071429,0.607,0.267857143,0.178,0,6,1,110.3,0.319,0.271428571,0.475,0.267857143,0.063,0.066071429,0.580357143,0.414,1.5625,0.361,0.564285714,0.234,0.366071429,0.693,0.253571429,0.162,0.257,0.267857143,0.410714286,1.546428571,0.087,0.148214286,0.368,0.575,0.286,0.164285714,0.9875,0.405,0.4,0.448,0.848214286,0.445,0.125,0.248214286,68.4,0.360714286,1.8875,16.39,0.074,0.126785714,2.74,0.297,0.446428571,0.348,0.155357143,1.055357143,0.547,0.576785714,0.552,1.044642857,0.551,0.134,0.264285714,0.929,13,67.6,114,53.9,15.5,32.4,29.4,93,41.4,14.6,26.3,23.4,79.2,1.8,1.2,2.4,4.1,2.2,1.1,1.88,27,55.9,SOUTHERN-CALIFORNIA
0.554,0.323333333,4,2,0.07,0.061666667,0.598333333,0.535,1.278333333,0.456,0.583333333,0.313,0.4,0.683,0.273333333,0.214,0,6,6,104.2,0.24,0.181666667,0.455,0.261666667,0.123,0.086666667,0.576666667,0.49,1.301666667,0.442,0.575,0.255,0.331666667,0.734,0.243333333,0.187,0.225,0.173333333,0.378333333,1.52,0.094,0.148333333,0.319,0.415,0.305,0.126666667,0.886666667,0.506,0.448333333,0.49,0.75,0.521,0.163,0.283333333,63,0.366666667,1.641666667,0.21,0.088,0.138333333,-3.57,0.449,0.573333333,0.352,0.201666667,0.705,0.541,0.381666667,0.51,0.78,0.559,0.167,0.293333333,0.6,9,63.1,105.5,52.4,18.4,24.7,31.7,102.1,49.4,18.3,23.3,25.7,77.2,-0.4,-0.9,0.1,0.9,0.4,0.6,1.91,25.9,56.9,SOUTHERN-ILLINOIS
0.535,0.353488372,2,2,0.106,0.106976744,0.708527132,0.534,1.448062016,0.456,0.660465116,0.342,0.494573643,0.74,0.365891473,0.253,0,10,4,109.2,0.298,0.254263566,0.505,0.319379845,0.115,0.096124031,0.6,0.456,1.578294574,0.401,0.63255814,0.226,0.356589147,0.722,0.257364341,0.163,0.28,0.275968992,0.440310078,1.696124031,0.091,0.159689922,0.36,0.56744186,0.306,0.173643411,1.010852713,0.454,0.458914729,0.476,0.875968992,0.485,0.144,0.294573643,70,0.368992248,1.911627907,8.61,0.091,0.159689922,-0.08,0.421,0.609302326,0.369,0.224806202,0.83875969,0.519,0.435658915,0.524,0.962790698,0.568,0.154,0.305426357,0.75,12,69.5,111.9,53.4,17.6,30.8,34.2,102,45.6,16.9,29.2,22.6,76.3,-0.8,0.4,-2,-1.2,-0.1,-0.3,2.46,34.5,37.9,SOUTHERN-METHODIST
0.434,0.293913043,4,2,0.081,0.074782609,0.740869565,0.506,1.542608696,0.439,0.676521739,0.328,0.506086957,0.691,0.349565217,0.227,1,5,5,103.4,0.284,0.271304348,0.471,0.300869565,0.095,0.083478261,0.683478261,0.477,1.533913043,0.416,0.63826087,0.274,0.420869565,0.719,0.302608696,0.197,0.211,0.19826087,0.464347826,1.766956522,0.088,0.16173913,0.398,0.610434783,0.308,0.187826087,0.923478261,0.488,0.450434783,0.466,0.88173913,0.51,0.153,0.313043478,73.9,0.422608696,1.909565217,-1.25,0.078,0.144347826,-1.33,0.433,0.667826087,0.31,0.206956522,0.874782609,0.537,0.469565217,0.534,1.012173913,0.535,0.158,0.333913043,0.643,9,70.1,104.6,48.9,17.6,27.3,31.6,102.7,49.9,17.4,23.9,25.9,76.7,-0.4,-0.2,-0.6,-0.2,-0.1,-0.2,2.81,29.1,82.4,SOUTHERN-UTAH
