,abbreviation,assist_percentage,assists,away_losses,away_wins,block_percentage,blocks,defensive_rebounds,effective_field_goal_percentage,field_goal_attempts,field_goal_percentage,field_goals,free_throw_attempt_rate,free_throw_attempts,free_throw_percentage,free_throws,free_throws_per_field_goal_attempt,home_losses,home_wins,losses,offensive_rating,offensive_rebound_percentage,offensive_rebounds,opp_assist_percentage,opp_assists,opp_block_percentage,opp_blocks,opp_defensive_rebounds,opp_effective_field_goal_percentage,opp_field_goal_attempts,opp_field_goal_percentage,opp_field_goals,opp_free_throw_attempt_rate,opp_free_throw_attempts,opp_free_throw_percentage,opp_free_throws,opp_free_throws_per_field_goal_attempt,opp_offensive_rebound_percentage,opp_offensive_rebounds,opp_personal_fouls,opp_points,opp_steal_percentage,opp_steals,opp_three_point_attempt_rate,opp_three_point_field_goal_attempts,opp_three_point_field_goal_percentage,opp_three_point_field_goals,opp_two_point_field_goal_attempts,opp_two_point_field_goal_percentage,opp_two_point_field_goals,opp_total_rebound_percentage,opp_total_rebounds,opp_true_shooting_percentage,opp_turnover_percentage,opp_turnovers,pace,personal_fouls,points,simple_rating_system,steal_percentage,steals,strength_of_schedule,three_point_attempt_rate,three_point_field_goal_attempts,three_point_field_goal_percentage,three_point_field_goals,two_point_field_goal_attempts,two_point_field_goal_percentage,two_point_field_goals,total_rebound_percentage,total_rebounds,true_shooting_percentage,turnover_percentage,turnovers,win_percentage,wins,AdjTempo,AdjOE,Off-eFG%,Off-TO%,Off-OR%,Off-FTRate,AdjDE,Def-eFG%,Def-TO%,Def-OR%,Def-FTRate,AvgHgt,EffHgt,C-Hgt,PF-Hgt,SF-Hgt,SG-Hgt,PG-Hgt,Experience,Bench,Continuity,Tempo-Adj,Avg. Poss Length-Offense,Avg. Poss Length-Defense,Off. Efficiency-Adj,Def. Efficiency-Adj,Off-FT,Off-2P,Off-3P,Def-FT,Def-2P,Def-3P
0,NIAGARA,0.585,0.3,2,0,0.057,0.05,0.425,0.433,1.3,0.394,0.5125,0.163,0.2125,0.529,0.1125,0.087,0,0,2,84.6,0.303,0.25,0.519,0.3375,0.122,0.1125,0.575,0.571,1.3125,0.495,0.65,0.219,0.2875,0.826,0.2375,0.181,0.37,0.25,0.4,1.7375,0.128,0.1875,0.333,0.4375,0.457,0.2,0.875,0.514,0.45,0.55,0.825,0.6,0.153,0.2625,58.3,0.3125,1.2375,-27.67,0.068,0.1,-7.67,0.288,0.375,0.267,0.1,0.925,0.446,0.4125,0.45,0.675,0.442,0.17600000000000002,0.3,0.0,0,0.649,0.955,0.433,0.20600000000000002,0.303,0.163,1.033,0.5710000000000001,0.18,0.37,0.21899999999999997,0.768,-0.012,-0.019,-0.004,-0.004,-0.002,0.013000000000000001,0.0165,0.262,0.29600000000000004,64.9,22.9,17.3,95.5,103.3,9.1,66.7,24.2,13.7,51.8,34.5
0,NICHOLLS-STATE,0.35100000000000003,0.25,2,0,0.053,0.0375,0.475,0.464,1.725,0.413,0.7125,0.196,0.3375,0.556,0.1875,0.109,0,0,2,86.1,0.209,0.225,0.721,0.55,0.063,0.075,0.85,0.662,1.35,0.565,0.7625,0.685,0.925,0.716,0.6625,0.491,0.35600000000000004,0.2625,0.45,2.45,0.07200000000000001,0.15,0.472,0.6375,0.412,0.2625,0.7125,0.702,0.5,0.614,1.1125,0.685,0.235,0.55,83.0,0.7,1.7875,-22.48,0.151,0.3125,4.02,0.312,0.5375,0.326,0.175,1.1875,0.453,0.5375,0.386,0.7,0.474,0.18,0.4125,0.0,0,0.748,0.961,0.46399999999999997,0.19899999999999998,0.209,0.196,1.026,0.662,0.265,0.35600000000000004,0.685,0.762,-0.013999999999999999,-0.019,-0.008,-0.008,-0.0,-0.008,0.0227,0.272,0.466,74.8,14.6,14.0,96.1,102.6,10.5,60.1,29.4,27.0,40.8,32.1
0,NJIT,0.5539999999999999,0.25833333333333336,3,0,0.071,0.058333333333333334,0.5833333333333334,0.436,1.2333333333333334,0.378,0.4666666666666667,0.405,0.5,0.617,0.30833333333333335,0.25,0,0,3,88.8,0.245,0.2,0.557,0.325,0.086,0.058333333333333334,0.6166666666666667,0.506,1.3416666666666666,0.435,0.5833333333333334,0.354,0.475,0.754,0.35833333333333334,0.267,0.307,0.25833333333333336,0.55,1.7166666666666666,0.086,0.13333333333333333,0.391,0.525,0.365,0.19166666666666668,0.8166666666666667,0.48,0.39166666666666666,0.528,0.875,0.548,0.121,0.21666666666666667,62.3,0.45,1.3833333333333333,-22.1,0.048,0.075,-8.77,0.453,0.5583333333333333,0.254,0.14166666666666666,0.675,0.481,0.325,0.47200000000000003,0.7833333333333333,0.47,0.177,0.31666666666666665,0.0,0,0.6629999999999999,0.9109999999999999,0.436,0.203,0.245,0.405,1.064,0.506,0.139,0.307,0.354,0.77,-0.002,-0.0,-0.003,-0.004,0.001,0.002,0.0196,0.265,0.47600000000000003,66.3,19.9,18.0,91.1,106.4,22.3,47.0,30.7,20.9,45.6,33.5
0,NORFOLK-STATE,0.46399999999999997,0.3625,2,0,0.1,0.0625,0.6625,0.558,1.56875,0.498,0.78125,0.267,0.41875,0.627,0.2625,0.167,0,2,2,112.6,0.358,0.3,0.62,0.35625,0.07400000000000001,0.075,0.5375,0.521,1.3625,0.422,0.575,0.44,0.6,0.667,0.4,0.294,0.27399999999999997,0.25,0.41875,1.81875,0.098,0.175,0.541,0.7375,0.364,0.26875,0.625,0.49,0.30625,0.45,0.7875,0.552,0.188,0.38125,71.6,0.5,2.0125,2.52,0.094,0.16875,26.02,0.351,0.55,0.341,0.1875,1.01875,0.583,0.59375,0.55,0.9625,0.569,0.158,0.33125,0.5,2,0.6829999999999999,1.0,0.524,0.243,0.263,0.243,1.01,0.6459999999999999,0.16699999999999998,0.387,0.381,0.77,-0.004,-0.006,-0.002,0.002,-0.004,0.002,0.0242,0.273,0.672,68.3,19.5,17.2,100.0,101.0,14.3,66.7,19.0,15.6,39.3,45.1
0,NORTH-ALABAMA,0.523,0.48333333333333334,0,1,0.083,0.08333333333333333,0.725,0.661,1.6,0.578,0.925,0.297,0.475,0.667,0.31666666666666665,0.198,0,2,0,130.4,0.418,0.31666666666666665,0.33299999999999996,0.2,0.08,0.08333333333333333,0.44166666666666665,0.458,1.5,0.4,0.6,0.211,0.31666666666666665,0.579,0.18333333333333332,0.122,0.25,0.24166666666666667,0.4083333333333333,1.5583333333333333,0.107,0.2,0.328,0.49166666666666664,0.356,0.175,1.0083333333333333,0.421,0.425,0.396,0.6833333333333333,0.472,0.217,0.4583333333333333,74.5,0.35833333333333334,2.433333333333333,0.67,0.129,0.24166666666666667,-7.33,0.349,0.5583333333333333,0.478,0.26666666666666666,1.0416666666666667,0.632,0.6583333333333333,0.604,1.0416666666666667,0.666,0.161,0.35,1.0,3,0.7090000000000001,0.943,0.586,0.23600000000000002,0.457,0.466,1.06,0.532,0.153,0.25,0.27,0.765,0.002,0.004,0.001,-0.008,-0.019,-0.009000000000000001,0.015,0.315,0.446,70.9,17.6,14.8,94.3,106.0,19.0,45.2,35.7,11.8,52.6,35.5
0,NORTH-CAROLINA,0.35,0.23333333333333334,0,0,0.16399999999999998,0.18333333333333332,0.6666666666666666,0.527,1.3833333333333333,0.482,0.6666666666666666,0.536,0.7416666666666667,0.764,0.5666666666666667,0.41,0,3,0,115.2,0.253,0.2,0.32899999999999996,0.21666666666666667,0.054000000000000006,0.05,0.5916666666666667,0.456,1.6166666666666667,0.407,0.6583333333333333,0.222,0.35833333333333334,0.721,0.25833333333333336,0.16,0.32799999999999996,0.325,0.575,1.7333333333333334,0.085,0.15,0.309,0.5,0.317,0.15833333333333333,1.1166666666666667,0.448,0.5,0.514,0.9166666666666666,0.485,0.14400000000000002,0.3,70.5,0.38333333333333336,2.025,9.18,0.071,0.125,-2.49,0.331,0.4583333333333333,0.273,0.125,0.925,0.586,0.5416666666666666,0.486,0.8666666666666667,0.583,0.115,0.225,1.0,3,0.713,1.128,0.527,0.128,0.253,0.536,0.915,0.456,0.17,0.32799999999999996,0.222,0.784,0.024,0.017,0.032,0.016,0.005,-0.006999999999999999,0.030299999999999997,0.172,0.6809999999999999,71.3,15.8,18.3,112.8,91.5,28.0,53.5,18.5,14.9,57.7,27.4
0,NORTH-CAROLINA-AT,0.44,0.275,2,0,0.054000000000000006,0.06666666666666667,0.6083333333333333,0.5,1.5083333333333333,0.414,0.625,0.265,0.4,0.688,0.275,0.182,0,1,2,96.0,0.29600000000000004,0.26666666666666666,0.46299999999999997,0.36666666666666664,0.08199999999999999,0.06666666666666667,0.6333333333333333,0.52,1.6916666666666667,0.468,0.7916666666666666,0.31,0.525,0.667,0.35,0.207,0.381,0.375,0.30833333333333335,2.1083333333333334,0.085,0.15833333333333333,0.276,0.4666666666666667,0.375,0.175,1.225,0.503,0.6166666666666667,0.535,1.0083333333333333,0.543,0.131,0.2916666666666667,74.5,0.5416666666666666,1.7833333333333334,-10.44,0.099,0.18333333333333332,28.56,0.464,0.7,0.369,0.25833333333333336,0.8083333333333333,0.454,0.36666666666666664,0.465,0.875,0.525,0.203,0.43333333333333335,0.333,1,0.715,0.9440000000000001,0.418,0.276,0.239,0.264,1.045,0.5539999999999999,0.10099999999999999,0.4,0.272,0.7709999999999999,-0.003,-0.005,-0.001,0.004,-0.002,0.005,0.0151,0.316,0.39899999999999997,71.5,17.5,14.6,94.4,104.5,19.3,43.9,36.8,15.1,58.3,26.6
0,NORTH-CAROLINA-CENTRAL,0.451,0.256,3,0,0.08800000000000001,0.064,0.6,0.488,1.384,0.41,0.568,0.231,0.32,0.725,0.232,0.168,0,0,3,97.1,0.2,0.16,0.6409999999999999,0.4,0.14300000000000002,0.12,0.64,0.552,1.376,0.453,0.624,0.349,0.48,0.683,0.328,0.238,0.257,0.208,0.328,1.848,0.078,0.128,0.471,0.648,0.42,0.272,0.728,0.484,0.352,0.527,0.848,0.576,0.11900000000000001,0.216,65.4,0.472,1.584,-6.53,0.083,0.136,4.47,0.393,0.544,0.397,0.216,0.84,0.419,0.352,0.473,0.76,0.516,0.154,0.28,0.0,0,0.696,0.972,0.488,0.171,0.2,0.231,1.033,0.552,0.132,0.257,0.349,0.77,0.009000000000000001,0.015,0.002,-0.012,-0.011000000000000001,-0.003,0.0231,0.311,0.522,69.6,17.9,18.5,97.2,103.3,14.6,44.4,40.9,17.7,38.1,44.2
0,NORTH-DAKOTA,0.551,0.31666666666666665,1,1,0.08800000000000001,0.09166666666666666,0.5666666666666667,0.476,1.3916666666666666,0.413,0.575,0.323,0.45,0.556,0.25,0.18,1,0,2,92.2,0.28600000000000003,0.25,0.36700000000000005,0.3,0.075,0.06666666666666667,0.625,0.566,1.6333333333333333,0.5,0.8166666666666667,0.184,0.3,0.667,0.2,0.122,0.364,0.325,0.43333333333333335,2.05,0.122,0.20833333333333334,0.362,0.5916666666666667,0.366,0.21666666666666667,1.0416666666666667,0.576,0.6,0.5379999999999999,0.95,0.577,0.127,0.25833333333333336,68.3,0.31666666666666665,1.575,-11.75,0.068,0.11666666666666667,7.26,0.365,0.5083333333333333,0.344,0.175,0.8833333333333333,0.453,0.4,0.462,0.8166666666666667,0.491,0.179,0.35,0.333,1,0.6920000000000001,0.9329999999999999,0.47600000000000003,0.204,0.276,0.32299999999999995,1.095,0.5660000000000001,0.151,0.355,0.184,0.78,0.006,-0.003,0.013999999999999999,0.002,0.008,0.023,0.0106,0.358,0.43799999999999994,69.2,17.7,16.8,93.3,109.5,15.9,50.8,33.3,9.8,58.5,31.7
0,NORTH-DAKOTA-STATE,0.537,0.3,2,0,0.069,0.08333333333333333,0.6833333333333333,0.465,1.4333333333333333,0.39,0.5583333333333333,0.355,0.5083333333333333,0.705,0.35833333333333334,0.25,1,0,3,90.6,0.217,0.20833333333333334,0.42700000000000005,0.3416666666666667,0.147,0.11666666666666667,0.75,0.544,1.6,0.5,0.8,0.302,0.48333333333333334,0.69,0.3333333333333333,0.208,0.212,0.18333333333333332,0.45,2.075,0.138,0.25833333333333336,0.245,0.39166666666666666,0.362,0.14166666666666666,1.2083333333333333,0.545,0.6583333333333333,0.511,0.9333333333333333,0.567,0.113,0.23333333333333334,74.8,0.39166666666666666,1.6916666666666667,7.9,0.045,0.08333333333333333,23.23,0.448,0.6416666666666667,0.338,0.21666666666666667,0.7916666666666666,0.432,0.3416666666666667,0.489,0.8916666666666667,0.505,0.19,0.39166666666666666,0.0,0,0.711,0.992,0.465,0.21,0.217,0.355,1.034,0.544,0.125,0.212,0.302,0.775,0.013999999999999999,0.013999999999999999,0.013999999999999999,-0.001,0.002,-0.006999999999999999,0.0077,0.35100000000000003,0.263,71.1,16.4,15.6,99.2,103.4,21.2,40.4,38.4,16.1,63.5,20.5
0,NORTH-FLORIDA,0.455,0.25,2,0,0.035,0.05,0.5625,0.413,1.575,0.349,0.55,0.302,0.475,0.684,0.325,0.206,0,0,2,85.5,0.261,0.2875,0.486,0.4375,0.149,0.125,0.8125,0.547,1.7375,0.518,0.9,0.252,0.4375,0.771,0.3375,0.194,0.348,0.3,0.5375,2.2375,0.132,0.25,0.18,0.3125,0.32,0.1,1.425,0.561,0.8,0.5670000000000001,1.1125,0.575,0.114,0.25,75.9,0.4625,1.625,-9.41,0.053,0.1,15.09,0.468,0.7375,0.271,0.2,0.8375,0.418,0.35,0.433,0.85,0.451,0.177,0.3875,0.0,0,0.7240000000000001,1.004,0.413,0.204,0.261,0.302,1.0490000000000002,0.547,0.132,0.348,0.252,0.7709999999999999,0.0,0.001,-0.0,-0.005,0.001,0.004,0.023799999999999998,0.272,0.687,72.4,16.9,14.8,100.4,104.9,20.0,43.1,36.9,15.1,71.5,13.4
0,NORTH-TEXAS,0.4,0.15,1,0,0.096,0.0625,0.4375,0.341,1.3,0.288,0.375,0.25,0.325,0.577,0.1875,0.144,0,1,1,78.2,0.316,0.3125,0.436,0.2125,0.098,0.075,0.675,0.528,1.1125,0.438,0.4875,0.247,0.275,0.727,0.2,0.18,0.34,0.225,0.375,1.375,0.109,0.15,0.416,0.4625,0.432,0.2,0.65,0.442,0.2875,0.545,0.9,0.553,0.23800000000000002,0.3875,55.2,0.325,1.075,-10.76,0.08199999999999999,0.1125,19.24,0.413,0.5375,0.256,0.1375,0.7625,0.311,0.2375,0.455,0.75,0.37,0.127,0.2125,0.5,1,0.643,1.037,0.304,0.163,0.175,0.098,0.945,0.588,0.217,0.385,0.098,0.769,-0.003,-0.005,-0.002,-0.004,0.002,-0.003,0.0202,0.313,0.183,64.3,20.5,22.4,103.7,94.5,6.1,30.3,63.6,4.8,47.6,47.6
0,NORTHEASTERN,0.537,0.275,2,0,0.14300000000000002,0.15,0.55,0.454,1.35,0.38,0.5125,0.37,0.5,0.75,0.375,0.278,0,0,2,92.8,0.271,0.2375,0.534,0.3875,0.16399999999999998,0.125,0.6375,0.546,1.5,0.483,0.725,0.367,0.55,0.682,0.375,0.25,0.34299999999999997,0.2875,0.3875,2.0125,0.138,0.2375,0.3,0.45,0.417,0.1875,1.05,0.512,0.5375,0.54,0.925,0.571,0.124,0.25,69.2,0.45,1.6,-19.1,0.07200000000000001,0.125,-2.6,0.435,0.5875,0.34,0.2,0.7625,0.41,0.3125,0.46,0.7875,0.504,0.196,0.3875,0.0,0,0.6920000000000001,0.96,0.466,0.205,0.28600000000000003,0.244,1.032,0.5489999999999999,0.146,0.312,0.33899999999999997,0.778,-0.008,-0.015,-0.0,0.016,0.021,0.011000000000000001,0.014199999999999999,0.349,0.41100000000000003,69.2,17.9,17.7,96.0,103.2,16.8,43.7,39.6,17.3,55.4,27.3
0,NORTHERN-ARIZONA,0.589,0.39375,3,0,0.044000000000000004,0.0375,0.6625,0.485,1.625,0.412,0.66875,0.238,0.3875,0.726,0.28125,0.173,0,1,3,106.8,0.313,0.31875,0.608,0.36875,0.145,0.13125,0.7,0.509,1.3875,0.437,0.60625,0.369,0.5125,0.646,0.33125,0.239,0.259,0.23125,0.4375,1.74375,0.079,0.1375,0.387,0.5375,0.372,0.2,0.85,0.478,0.40625,0.48700000000000004,0.93125,0.535,0.16899999999999998,0.33125,69.6,0.45625,1.85625,-0.82,0.076,0.13125,11.85,0.442,0.71875,0.33,0.2375,0.90625,0.476,0.43125,0.513,0.98125,0.513,0.124,0.25625,0.25,1,0.6809999999999999,0.996,0.44,0.16899999999999998,0.27899999999999997,0.223,1.064,0.57,0.179,0.32299999999999995,0.382,0.767,-0.003,-0.008,0.002,0.005,0.003,-0.022000000000000002,0.022099999999999998,0.258,0.546,68.1,18.9,17.1,99.6,106.4,15.6,43.8,40.6,18.3,45.2,36.5
0,NORTHERN-COLORADO,0.7090000000000001,0.325,2,0,0.05,0.05,0.6083333333333333,0.489,1.1833333333333333,0.387,0.4583333333333333,0.366,0.43333333333333335,0.75,0.325,0.275,0,1,2,83.6,0.20199999999999999,0.15833333333333333,0.526,0.425,0.2,0.10833333333333334,0.625,0.552,1.675,0.483,0.8083333333333333,0.224,0.375,0.733,0.275,0.164,0.342,0.31666666666666665,0.4083333333333333,2.125,0.16899999999999998,0.3,0.403,0.675,0.346,0.23333333333333334,1.0,0.575,0.575,0.551,0.9416666666666667,0.573,0.122,0.25833333333333336,71.0,0.43333333333333335,1.4833333333333334,-10.4,0.066,0.11666666666666667,15.27,0.542,0.6416666666666667,0.377,0.24166666666666667,0.5416666666666666,0.4,0.21666666666666667,0.449,0.7666666666666667,0.534,0.27399999999999997,0.525,0.333,1,0.72,1.02,0.489,0.3,0.20199999999999999,0.366,1.0590000000000002,0.552,0.145,0.342,0.22399999999999998,0.775,-0.0,0.005,-0.005,0.002,0.008,0.013000000000000001,0.022799999999999997,0.248,0.501,72.0,16.3,17.1,102.0,105.9,21.9,29.2,48.9,12.9,54.1,32.9
0,NORTHERN-ILLINOIS,0.45899999999999996,0.325,1,0,0.069,0.058333333333333334,0.625,0.519,1.55,0.457,0.7083333333333334,0.22,0.3416666666666667,0.707,0.24166666666666667,0.156,1,1,2,101.4,0.275,0.25,0.55,0.36666666666666664,0.124,0.11666666666666667,0.6583333333333333,0.523,1.4583333333333333,0.457,0.6666666666666666,0.326,0.475,0.632,0.3,0.206,0.28600000000000003,0.25,0.375,1.825,0.068,0.125,0.423,0.6166666666666667,0.311,0.19166666666666668,0.8416666666666667,0.564,0.475,0.509,0.9083333333333333,0.542,0.185,0.38333333333333336,73.1,0.4166666666666667,1.85,10.72,0.096,0.175,27.72,0.392,0.6083333333333333,0.315,0.19166666666666668,0.9416666666666667,0.549,0.5166666666666667,0.491,0.875,0.54,0.18,0.375,0.333,1,0.6920000000000001,0.9490000000000001,0.363,0.266,0.243,0.275,1.048,0.457,0.125,0.308,0.293,0.764,0.0,-0.005,0.005,-0.003,-0.017,-0.019,0.0103,0.26899999999999996,0.345,69.2,19.0,17.6,94.9,104.8,19.6,60.9,19.6,15.9,60.3,23.8
0,NORTHERN-IOWA,0.36700000000000005,0.275,1,0,0.08800000000000001,0.0625,0.7,0.531,1.6,0.469,0.75,0.281,0.45,0.667,0.3,0.188,0,1,1,112.7,0.293,0.275,0.429,0.225,0.068,0.0625,0.6625,0.436,1.375,0.382,0.525,0.264,0.3625,0.724,0.2625,0.191,0.222,0.2,0.3125,1.4625,0.077,0.1375,0.482,0.6625,0.226,0.15,0.7125,0.526,0.375,0.469,0.8625,0.473,0.21,0.4125,71.0,0.3625,2.0,-8.87,0.134,0.2375,4.13,0.422,0.675,0.296,0.2,0.925,0.595,0.55,0.531,0.975,0.551,0.121,0.25,0.5,1,0.6920000000000001,1.01,0.35200000000000004,0.122,0.256,0.27899999999999997,0.9790000000000001,0.528,0.168,0.19399999999999998,0.28300000000000003,0.7609999999999999,-0.019,-0.027000000000000003,-0.011000000000000001,-0.001,0.004,-0.016,0.0143,0.18899999999999997,0.33399999999999996,69.2,17.5,19.3,101.0,97.9,21.8,61.8,16.4,17.6,47.1,35.3
0,NORTHERN-KENTUCKY,0.528,0.35,0,0,0.133,0.1,0.6375,0.469,1.6,0.414,0.6625,0.344,0.55,0.591,0.325,0.203,1,1,1,106.6,0.45799999999999996,0.475,0.7020000000000001,0.4125,0.069,0.0625,0.5625,0.549,1.2875,0.456,0.5875,0.282,0.3625,0.517,0.1875,0.146,0.239,0.2,0.5,1.6,0.102,0.175,0.417,0.5375,0.442,0.2375,0.75,0.467,0.35,0.40700000000000003,0.7625,0.548,0.24600000000000002,0.475,68.7,0.375,1.825,5.27,0.146,0.25,27.27,0.438,0.7,0.25,0.175,0.9,0.542,0.4875,0.593,1.1125,0.49,0.14400000000000002,0.3125,0.5,1,0.662,1.018,0.444,0.205,0.35700000000000004,0.336,1.01,0.522,0.17300000000000001,0.28800000000000003,0.254,0.764,-0.011000000000000001,-0.006999999999999999,-0.016,-0.009000000000000001,-0.011000000000000001,0.004,0.026600000000000002,0.212,0.665,66.2,19.4,18.2,101.8,101.0,21.5,51.2,27.3,8.5,47.7,43.8
0,NORTHWESTERN,0.72,0.45,0,1,0.158,0.13333333333333333,0.7583333333333333,0.494,1.5083333333333333,0.414,0.625,0.337,0.5083333333333333,0.721,0.36666666666666664,0.243,0,2,0,110.4,0.381,0.375,0.439,0.20833333333333334,0.152,0.13333333333333333,0.6083333333333333,0.389,1.425,0.333,0.475,0.246,0.35,0.714,0.25,0.175,0.248,0.25,0.49166666666666664,1.3583333333333334,0.084,0.14166666666666666,0.409,0.5833333333333334,0.271,0.15833333333333333,0.8416666666666667,0.376,0.31666666666666665,0.431,0.8583333333333333,0.427,0.18,0.35,67.5,0.38333333333333336,1.8583333333333334,30.9,0.114,0.19166666666666668,10.9,0.42,0.6333333333333333,0.382,0.24166666666666667,0.875,0.438,0.38333333333333336,0.569,1.1333333333333333,0.531,0.15,0.30833333333333335,1.0,3,0.69,1.046,0.494,0.183,0.381,0.337,0.914,0.389,0.207,0.248,0.24600000000000002,0.7759999999999999,0.01,0.009000000000000001,0.011000000000000001,-0.006,-0.002,0.012,0.0256,0.256,0.562,69.0,18.4,16.9,104.6,91.4,19.7,41.3,39.0,18.4,46.6,35.0
0,NORTHWESTERN-STATE,0.45899999999999996,0.28125,1,1,0.057,0.04375,0.44375,0.468,1.55,0.395,0.6125,0.157,0.24375,0.692,0.16875,0.109,1,1,2,96.3,0.32299999999999995,0.31875,0.685,0.38125,0.121,0.1125,0.66875,0.513,1.225,0.454,0.55625,0.469,0.575,0.783,0.45,0.367,0.38799999999999996,0.28125,0.36875,1.70625,0.086,0.14375,0.378,0.4625,0.311,0.14375,0.7625,0.541,0.4125,0.555,0.95,0.569,0.23600000000000002,0.4625,67.2,0.475,1.61875,-6.1,0.156,0.2625,2.23,0.399,0.61875,0.364,0.225,0.93125,0.416,0.3875,0.445,0.7625,0.486,0.166,0.33125,0.5,2,0.688,0.934,0.449,0.207,0.358,0.141,1.091,0.507,0.243,0.384,0.563,0.767,-0.009000000000000001,-0.002,-0.016,-0.009000000000000001,-0.005,0.011000000000000001,0.0134,0.257,0.066,68.8,20.2,16.8,93.4,109.1,7.8,48.9,43.3,29.8,49.8,20.5
0,NOTRE-DAME,0.379,0.275,0,0,0.045,0.05,0.6375,0.641,1.2875,0.563,0.725,0.388,0.5,0.875,0.4375,0.34,0,2,0,123.7,0.271,0.1625,0.413,0.325,0.076,0.0625,0.4375,0.542,1.625,0.485,0.7875,0.169,0.275,0.727,0.2,0.123,0.261,0.225,0.475,1.9625,0.08900000000000001,0.15,0.323,0.525,0.357,0.1875,1.1,0.545,0.6,0.45299999999999996,0.6625,0.559,0.096,0.1875,67.6,0.325,2.0875,11.42,0.052000000000000005,0.0875,6.42,0.359,0.4625,0.432,0.2,0.825,0.636,0.525,0.547,0.8,0.684,0.16399999999999998,0.3,1.0,2,0.682,1.1179999999999999,0.612,0.166,0.225,0.436,0.988,0.518,0.107,0.243,0.192,0.7829999999999999,0.002,0.006,-0.001,0.003,0.018000000000000002,0.032,0.0339,0.107,0.5429999999999999,68.2,19.0,16.3,111.8,98.8,23.3,46.6,30.1,11.9,59.0,29.1
0,OAKLAND,0.524,0.36666666666666664,0,0,0.068,0.058333333333333334,0.5583333333333333,0.54,1.4583333333333333,0.48,0.7,0.36,0.525,0.746,0.39166666666666666,0.269,2,1,2,111.3,0.255,0.21666666666666667,0.569,0.3416666666666667,0.078,0.06666666666666667,0.6333333333333333,0.494,1.4416666666666667,0.416,0.6,0.26,0.375,0.756,0.2833333333333333,0.197,0.36200000000000004,0.31666666666666665,0.49166666666666664,1.7083333333333333,0.071,0.125,0.405,0.5833333333333334,0.386,0.225,0.8583333333333333,0.437,0.375,0.551,0.95,0.527,0.221,0.4583333333333333,70.6,0.31666666666666665,1.9666666666666666,-28.49,0.13699999999999998,0.24166666666666667,-11.49,0.411,0.6,0.292,0.175,0.8583333333333333,0.612,0.525,0.449,0.775,0.576,0.139,0.275,0.333,1,0.71,1.015,0.49200000000000005,0.131,0.22,0.285,1.09,0.637,0.154,0.374,0.23399999999999999,0.753,-0.023,-0.022000000000000002,-0.024,-0.016,-0.01,-0.017,0.0258,0.207,0.59,71.0,15.8,16.8,101.5,109.0,18.8,50.4,30.8,11.7,49.0,39.3
0,OHIO,0.48100000000000004,0.3125,1,0,0.042,0.0375,0.6,0.568,1.375,0.473,0.65,0.255,0.35,0.893,0.3125,0.227,0,1,1,112.8,0.305,0.225,0.585,0.3875,0.132,0.1125,0.5125,0.531,1.4,0.473,0.6625,0.33,0.4625,0.568,0.2625,0.188,0.304,0.2625,0.35,1.75,0.113,0.1875,0.366,0.5125,0.317,0.1625,0.8875,0.563,0.5,0.484,0.775,0.54,0.16699999999999998,0.325,66.7,0.4375,1.875,-14.88,0.098,0.1625,-19.88,0.382,0.525,0.5,0.2625,0.85,0.456,0.3875,0.516,0.825,0.608,0.18,0.3375,0.5,1,0.701,1.003,0.5429999999999999,0.205,0.316,0.23,1.04,0.5589999999999999,0.185,0.303,0.341,0.762,0.001,-0.003,0.004,-0.019,-0.02,-0.006999999999999999,0.025,0.309,0.263,70.1,16.9,17.8,100.3,104.0,15.6,48.2,36.2,16.7,51.8,31.6
0,OHIO-STATE,0.446,0.3625,0,0,0.085,0.0875,0.8375,0.595,1.5125,0.537,0.8125,0.322,0.4875,0.744,0.3625,0.24,0,2,0,125.4,0.475,0.35,0.28600000000000003,0.15,0.035,0.0375,0.3875,0.363,1.6,0.328,0.525,0.211,0.3375,0.593,0.2,0.125,0.264,0.3,0.3625,1.3625,0.057999999999999996,0.1,0.359,0.575,0.196,0.1125,1.025,0.402,0.4125,0.36700000000000005,0.6875,0.387,0.124,0.25,69.1,0.3125,2.1625,0.0,0.057999999999999996,0.1,-32.0,0.298,0.45,0.389,0.175,1.0625,0.6,0.6375,0.633,1.1875,0.62,0.16699999999999998,0.35,1.0,2,0.696,1.102,0.556,0.212,0.392,0.32,0.9209999999999999,0.336,0.156,0.23199999999999998,0.21899999999999997,0.7759999999999999,-0.005,-0.001,-0.009000000000000001,0.005,0.01,0.019,0.025,0.376,0.094,69.6,15.9,18.1,110.2,92.1,16.8,55.5,27.7,15.1,59.2,25.7
