,assist_percentage,assists,away_losses,away_wins,block_percentage,blocks,defensive_rebounds,effective_field_goal_percentage,field_goal_attempts,field_goal_percentage,field_goals,free_throw_attempt_rate,free_throw_attempts,free_throw_percentage,free_throws,free_throws_per_field_goal_attempt,home_losses,home_wins,losses,offensive_rating,offensive_rebound_percentage,offensive_rebounds,opp_assist_percentage,opp_assists,opp_block_percentage,opp_blocks,opp_defensive_rebounds,opp_effective_field_goal_percentage,opp_field_goal_attempts,opp_field_goal_percentage,opp_field_goals,opp_free_throw_attempt_rate,opp_free_throw_attempts,opp_free_throw_percentage,opp_free_throws,opp_free_throws_per_field_goal_attempt,opp_offensive_rebound_percentage,opp_offensive_rebounds,opp_personal_fouls,opp_points,opp_steal_percentage,opp_steals,opp_three_point_attempt_rate,opp_three_point_field_goal_attempts,opp_three_point_field_goal_percentage,opp_three_point_field_goals,opp_two_point_field_goal_attempts,opp_two_point_field_goal_percentage,opp_two_point_field_goals,opp_total_rebound_percentage,opp_total_rebounds,opp_true_shooting_percentage,opp_turnover_percentage,opp_turnovers,pace,personal_fouls,points,simple_rating_system,steal_percentage,steals,strength_of_schedule,three_point_attempt_rate,three_point_field_goal_attempts,three_point_field_goal_percentage,three_point_field_goals,two_point_field_goal_attempts,two_point_field_goal_percentage,two_point_field_goals,total_rebound_percentage,total_rebounds,true_shooting_percentage,turnover_percentage,turnovers,win_percentage,wins,AdjTempo,AdjOE,Off-eFG%,Off-TO%,Off-OR%,Off-FTRate,AdjDE,Def-eFG%,Def-TO%,Def-OR%,Def-FTRate,AvgHgt,EffHgt,C-Hgt,PF-Hgt,SF-Hgt,SG-Hgt,PG-Hgt,Experience,Bench,Continuity,abbreviation
0,0.47200000000000003,0.29307692307692307,8,4,0.10300000000000001,0.09538461538461539,0.5930769230769231,0.509,1.4038461538461537,0.443,0.6215384615384615,0.425,0.5969230769230769,0.731,0.43615384615384617,0.311,4,14,12,104.5,0.215,0.18384615384615385,0.419,0.24923076923076923,0.087,0.07307692307692308,0.6730769230769231,0.473,1.3907692307692308,0.428,0.5946153846153847,0.409,0.5684615384615385,0.701,0.3984615384615385,0.287,0.313,0.27,0.5284615384615384,1.7138461538461538,0.069,0.12307692307692308,0.333,0.46307692307692305,0.272,0.12615384615384614,0.9276923076923077,0.505,0.4684615384615385,0.5479999999999999,0.943076923076923,0.516,0.192,0.39384615384615385,71.4,0.4907692307692308,1.866153846153846,13.46,0.109,0.1946153846153846,7.27,0.399,0.56,0.334,0.18692307692307691,0.8438461538461538,0.515,0.4346153846153846,0.452,0.7769230769230769,0.553,0.14400000000000002,0.28384615384615386,0.625,20,71.2,109.1,50.9,15.9,21.5,42.5,95.5,47.3,22.1,31.4,40.9,76.1,-1.8,-1.9,-1.6,-0.4,-0.3,0.6,2.18,23.7,65.8,ARKANSAS
0,0.593,0.4024793388429752,9,6,0.046,0.04049586776859504,0.6735537190082644,0.533,1.4396694214876034,0.471,0.6785123966942149,0.253,0.36446280991735536,0.615,0.22396694214876034,0.156,6,9,15,100.9,0.2,0.16611570247933885,0.513,0.3396694214876033,0.092,0.0834710743801653,0.6628099173553719,0.513,1.5049586776859505,0.44,0.6619834710743802,0.239,0.3603305785123967,0.67,0.2413223140495868,0.16,0.25,0.22396694214876034,0.3652892561983471,1.7859504132231405,0.09,0.15619834710743802,0.416,0.6264462809917355,0.352,0.2206611570247934,0.8785123966942149,0.502,0.4413223140495868,0.514,0.8867768595041322,0.533,0.149,0.29421487603305785,69.7,0.3669421487603306,1.7586776859504132,-9.1,0.079,0.13801652892561983,-6.68,0.37,0.5330578512396694,0.333,0.17768595041322313,0.9066115702479339,0.552,0.5008264462809917,0.486,0.8396694214876033,0.545,0.154,0.29256198347107437,0.5,15,69.5,98.8,52.9,16.9,20.2,25.7,107.4,51.6,17.0,25.9,23.9,75.5,0.1,-0.2,0.4,-2.8,-2.7,-1.6,2.23,17.2,59.4,ARMY
0,0.491,0.3125984251968504,5,5,0.129,0.1188976377952756,0.6653543307086615,0.5,1.4708661417322835,0.433,0.6362204724409449,0.438,0.6440944881889764,0.674,0.4338582677165354,0.295,1,16,6,108.2,0.353,0.331496062992126,0.456,0.27244094488188975,0.09300000000000001,0.07637795275590552,0.6070866141732284,0.471,1.4488188976377954,0.413,0.5976377952755906,0.339,0.4905511811023622,0.717,0.35196850393700785,0.243,0.27399999999999997,0.2511811023622047,0.5165354330708661,1.7181102362204725,0.09300000000000001,0.16299212598425197,0.363,0.5251968503937008,0.325,0.17086614173228346,0.9236220472440945,0.462,0.4267716535433071,0.46299999999999997,0.8582677165354331,0.511,0.16399999999999998,0.3291338582677165,70.4,0.4692913385826772,1.904724409448819,15.04,0.08900000000000001,0.15669291338582678,7.39,0.441,0.6488188976377953,0.306,0.1984251968503937,0.8220472440944881,0.533,0.4377952755905512,0.537,0.9968503937007874,0.536,0.15,0.31417322834645667,0.806,25,69.2,111.4,50.0,17.9,35.3,43.8,95.5,47.1,18.7,27.4,33.9,77.3,0.0,0.1,-0.1,0.9,1.1,0.2,1.36,29.4,36.4,AUBURN
0,0.557,0.3362903225806452,7,5,0.09,0.0846774193548387,0.6830645161290323,0.508,1.414516129032258,0.427,0.6040322580645161,0.308,0.43548387096774194,0.693,0.3016129032258065,0.213,4,11,13,100.2,0.253,0.21935483870967742,0.431,0.24596774193548387,0.09,0.06612903225806452,0.6459677419354839,0.452,1.4241935483870967,0.401,0.5709677419354838,0.281,0.4,0.685,0.27419354838709675,0.193,0.245,0.2217741935483871,0.4088709677419355,1.5629032258064517,0.092,0.1588709677419355,0.336,0.4782258064516129,0.307,0.14677419354838708,0.9459677419354838,0.448,0.4241935483870968,0.49,0.867741935483871,0.484,0.174,0.3403225806451613,69.4,0.4,1.7379032258064515,4.12,0.096,0.16612903225806452,-1.65,0.48,0.6790322580645162,0.336,0.22822580645161292,0.7354838709677419,0.511,0.3758064516129032,0.51,0.9024193548387097,0.536,0.17,0.33306451612903226,0.581,18,68.0,99.2,50.4,19.5,25.5,30.9,94.0,45.7,19.6,25.1,28.5,76.4,-0.3,-1.0,0.4,0.2,-1.9,-0.0,1.7,27.2,48.4,BALL-STATE
0,0.541,0.34273858921161826,2,8,0.125,0.10954356846473029,0.5966804979253112,0.494,1.4755186721991702,0.429,0.6331950207468879,0.308,0.45477178423236514,0.69,0.3136929460580913,0.213,1,14,4,106.4,0.35700000000000004,0.3211618257261411,0.527,0.2813278008298755,0.13,0.12116182572614108,0.5775933609958506,0.452,1.3427385892116181,0.397,0.5336099585062241,0.308,0.41327800829875516,0.687,0.2838174273858921,0.211,0.299,0.25394190871369293,0.45560165975103734,1.4970954356846473,0.087,0.14439834024896264,0.35,0.4697095435684647,0.311,0.14605809128630706,0.8730290456431535,0.444,0.387551867219917,0.475,0.8315352697095436,0.486,0.19699999999999998,0.3784232365145228,66.6,0.4224066390041494,1.770954356846473,20.13,0.122,0.2024896265560166,9.13,0.369,0.5443983402489626,0.351,0.1908713692946058,0.9311203319502075,0.475,0.44232365145228214,0.525,0.9178423236514522,0.523,0.149,0.2962655601659751,0.867,26,66.2,113.5,49.4,17.8,35.7,30.8,88.1,45.2,22.7,29.8,30.8,76.8,0.1,0.4,-0.2,-1.8,0.1,1.6,1.76,26.1,57.1,BAYLOR
0,0.613,0.4575757575757576,5,11,0.08,0.0803030303030303,0.7136363636363636,0.553,1.5712121212121213,0.475,0.746969696969697,0.227,0.3560606060606061,0.713,0.2537878787878788,0.162,1,13,7,109.4,0.249,0.2196969696969697,0.47,0.3015151515151515,0.083,0.07348484848484849,0.6621212121212121,0.473,1.540151515151515,0.416,0.6409090909090909,0.243,0.375,0.64,0.24015151515151514,0.156,0.263,0.2545454545454545,0.3621212121212121,1.6977272727272728,0.08,0.14469696969696969,0.346,0.5333333333333333,0.33,0.17575757575757575,1.0068181818181818,0.462,0.46515151515151515,0.495,0.9166666666666666,0.494,0.17300000000000001,0.35833333333333334,72.8,0.3765151515151515,1.9901515151515152,4.3,0.10400000000000001,0.18863636363636363,-6.23,0.438,0.6878787878787879,0.352,0.24242424242424243,0.8833333333333333,0.571,0.5045454545454545,0.505,0.9333333333333333,0.572,0.146,0.296969696969697,0.788,26,70.5,106.5,54.8,16.0,24.7,22.9,100.5,47.8,19.5,26.7,24.3,77.4,1.0,1.8,0.2,0.1,0.1,0.8,1.75,29.7,59.7,BELMONT
0,0.46299999999999997,0.2979423868312757,13,4,0.075,0.07325102880658436,0.6757201646090535,0.474,1.5160493827160493,0.425,0.6436213991769547,0.381,0.5769547325102881,0.7,0.40411522633744856,0.267,1,10,14,98.3,0.306,0.291358024691358,0.502,0.3168724279835391,0.07200000000000001,0.07489711934156379,0.6617283950617284,0.471,1.4905349794238683,0.424,0.6312757201646091,0.387,0.5769547325102881,0.656,0.3786008230452675,0.254,0.297,0.28559670781893004,0.47901234567901235,1.7835390946502057,0.094,0.17695473251028807,0.346,0.5152263374485597,0.276,0.14238683127572016,0.9753086419753086,0.501,0.4888888888888889,0.495,0.9473251028806584,0.505,0.18,0.38765432098765434,75.0,0.48641975308641977,1.842798353909465,-10.16,0.095,0.17860082304526748,-8.98,0.313,0.4740740740740741,0.319,0.151440329218107,1.0419753086419754,0.472,0.49218106995884775,0.505,0.9670781893004116,0.515,0.17600000000000002,0.38271604938271603,0.533,16,73.0,95.4,46.4,20.1,29.6,37.4,105.8,48.3,20.4,30.9,38.8,76.2,-0.7,-0.6,-0.8,0.8,0.1,-2.4,1.51,29.0,48.6,BETHUNE-COOKMAN
0,0.473,0.2909871244635193,12,3,0.079,0.07553648068669527,0.630901287553648,0.489,1.502145922746781,0.41,0.615450643776824,0.238,0.3579399141630901,0.724,0.2592274678111588,0.173,7,7,19,99.6,0.256,0.23862660944206007,0.51,0.3605150214592275,0.091,0.07124463519313305,0.6918454935622318,0.519,1.553648068669528,0.455,0.7064377682403433,0.29,0.45064377682403434,0.653,0.2944206008583691,0.19,0.31,0.2832618025751073,0.36909871244635195,1.9064377682403433,0.091,0.1570815450643777,0.382,0.5939914163090129,0.335,0.19914163090128756,0.959656652360515,0.529,0.5072961373390558,0.529,0.975107296137339,0.539,0.122,0.2463519313304721,69.4,0.4111587982832618,1.728755364806867,-15.03,0.075,0.1296137339055794,-4.62,0.479,0.7201716738197425,0.331,0.23862660944206007,0.7819742489270386,0.482,0.37682403433476397,0.47100000000000003,0.8695278969957082,0.517,0.155,0.3072961373390558,0.345,10,68.6,99.7,47.9,17.7,25.7,22.5,116.9,53.3,14.2,31.6,30.3,76.3,-0.6,-0.3,-1.0,-0.9,0.1,-0.3,0.74,22.1,25.2,BINGHAMTON
0,0.502,0.31877394636015327,8,4,0.040999999999999995,0.03524904214559387,0.6344827586206897,0.52,1.4199233716475095,0.447,0.6352490421455939,0.362,0.5134099616858238,0.751,0.3854406130268199,0.271,2,13,12,106.5,0.259,0.21839080459770116,0.44799999999999995,0.2796934865900383,0.069,0.056704980842911874,0.6245210727969349,0.506,1.3938697318007662,0.447,0.6237547892720307,0.294,0.4091954022988506,0.717,0.2934865900383142,0.211,0.221,0.18007662835249041,0.49118773946360156,1.703448275862069,0.084,0.1471264367816092,0.39,0.5440613026819924,0.299,0.16245210727969348,0.849808429118774,0.543,0.46130268199233715,0.485,0.8045977011494253,0.536,0.17600000000000002,0.33869731800766284,70.0,0.4222222222222222,1.8620689655172413,8.59,0.08,0.13946360153256704,4.39,0.421,0.5984674329501916,0.344,0.20613026819923372,0.821455938697318,0.522,0.42911877394636017,0.515,0.8528735632183908,0.56,0.155,0.3057471264367816,0.625,20,69.1,107.0,51.1,17.8,25.5,36.0,97.6,51.1,19.2,22.6,29.8,78.0,0.7,0.8,0.7,1.9,1.5,0.9,2.13,30.2,63.1,BOISE-STATE
0,0.524,0.33357664233576645,8,4,0.125,0.10072992700729927,0.6810218978102189,0.499,1.4423357664233576,0.441,0.6364963503649635,0.319,0.46058394160583943,0.735,0.3386861313868613,0.235,2,15,11,105.7,0.315,0.2751824817518248,0.523,0.291970802919708,0.073,0.07226277372262774,0.5985401459854015,0.463,1.4153284671532846,0.395,0.5583941605839416,0.305,0.4321167883211679,0.752,0.3248175182481752,0.229,0.254,0.2321167883211679,0.4313868613138686,1.635036496350365,0.085,0.14306569343065692,0.433,0.6124087591240875,0.316,0.19343065693430658,0.8029197080291971,0.455,0.36496350364963503,0.465,0.8306569343065694,0.504,0.157,0.3007299270072993,67.3,0.41021897810218977,1.7795620437956203,5.33,0.071,0.11897810218978103,0.33,0.313,0.4510948905109489,0.372,0.1678832116788321,0.9912408759124087,0.473,0.4686131386861314,0.535,0.9562043795620438,0.536,0.149,0.291970802919708,0.676,23,67.1,106.8,49.5,17.3,31.5,32.2,100.7,46.4,17.9,25.9,31.2,76.7,0.7,1.8,-0.5,0.8,-0.9,-2.1,2.15,29.6,54.6,BRADLEY
