,assist_percentage,assists,block_percentage,blocks,box_plus_minus,conference,defensive_box_plus_minus,defensive_rebound_percentage,defensive_rebounds,defensive_win_shares,effective_field_goal_percentage,field_goal_attempts,field_goal_percentage,field_goals,free_throw_attempt_rate,free_throw_attempts,free_throw_percentage,free_throws,games_played,games_started,minutes_played,offensive_box_plus_minus,offensive_rebound_percentage,offensive_rebounds,offensive_win_shares,personal_fouls,player_efficiency_rating,points,points_produced,steal_percentage,steals,team_abbreviation,three_point_attempt_rate,three_point_attempts,three_point_percentage,three_pointers,total_rebound_percentage,total_rebounds,true_shooting_percentage,turnover_percentage,turnovers,two_point_attempts,two_point_percentage,two_pointers,usage_percentage,win_shares,win_shares_per_40_minutes,height
scotty-prunty-1,0,0,0,0,-6,,-1.2,15.1,1,0,,1,1,1,0,0,,0,3,0,7,-4.8,0,0,0,1,15.1,2,1,0,0,san-diego,0,0,,0,7.9,1,,0,0,1,1,1,7.3,0,0.171,71
patrick-caero-1,0,0,0,0,,,,52.8,2,0,0,1,0,0,2,2,0,0,1,0,4,,28.8,1,0,0,12.1,0,1,14.6,1,san-diego,0,0,,0,41.3,3,0,0,0,1,0,0,24.9,0,-0.021,76
jamaree-bouyea-1,18.4,316,1.8,60,4.3,,2.4,13.2,382,5.5,0.539,1027,0.477,490,0.232,238,0.702,167,134,79,3446,1.8,2,62,6.4,209,17.6,1274,1277,2.7,158,san-francisco,0.375,385,0.33,127,7.5,444,0.559,15.7,213,642,0.565,363,19.9,11.9,0.138,74
yauhen-massalski-1,11.1,93,8.8,157,1.9,,2.8,24.5,385,3.9,0.597,510,0.594,303,0.465,237,0.494,117,105,50,1865,-0.9,13,200,2.4,257,20.5,726,747,1.2,38,san-francisco,0.016,8,0.375,3,18.7,585,0.583,22.9,185,502,0.598,300,22.3,6.2,0.134,82
khalil-shabazz-1,12.8,106,0.1,2,5.2,,2.7,12.4,172,2.9,0.487,708,0.387,274,0.253,179,0.76,136,67,35,1681,2.5,2.8,41,3.5,147,19.5,826,775,4,118,san-francisco,0.586,415,0.342,142,7.4,213,0.521,10.7,95,293,0.451,132,26.7,6.4,0.153,73
gabe-stefanini-1,21.4,159,0.3,4,-0.1,,-0.3,14.6,182,2,0.514,532,0.438,233,0.218,116,0.759,88,63,36,1447,0.3,3.1,40,1.9,118,16.9,635,638,2.8,72,san-francisco,0.361,192,0.422,81,8.9,222,0.541,18.4,132,340,0.447,152,25.1,3.9,0.107,75
julian-rishwain-1,8.1,39,0.8,7,2.1,,1.3,15.9,130,1.4,0.551,286,0.409,117,0.259,74,0.716,53,61,3,975,0.8,2.5,22,1.3,105,14,368,328,2.2,38,san-francisco,0.724,207,0.391,81,9,152,0.573,16.2,62,79,0.456,36,19.9,2.7,0.109,77
josh-kunen-1,8.9,83,1.5,23,-1.3,,1,19.3,255,2.3,0.494,271,0.417,113,0.218,59,0.831,49,67,45,1592,-2.3,7.1,100,0.7,197,9.2,317,372,1.2,34,san-francisco,0.435,118,0.356,42,13.1,355,0.53,28,116,153,0.464,71,13.2,3,0.075,80
patrick-tape-1,10.3,75,7,82,0.8,,1.4,19.8,245,2.5,0.603,349,0.602,210,0.421,147,0.653,96,87,55,1423,-0.5,11.6,145,2.7,224,20.4,517,534,2.4,59,san-francisco,0.006,2,0.5,1,15.7,390,0.617,21.1,112,347,0.602,209,18.8,5.2,0.147,81
volodymyr-markovetskyy-1,2.9,7,4.8,23,-0.2,,1.9,17.1,74,0.8,0.655,84,0.655,55,0.417,35,0.457,16,53,6,495,-2.1,11.5,51,0.7,81,13.5,126,128,0.2,2,san-francisco,0,0,,0,14.2,125,0.626,22.4,29,84,0.655,55,13.1,1.5,0.121,85
dzmitry-ryuny-1,6.1,39,2.8,33,4.6,,1.3,18.9,188,1.9,0.574,363,0.421,153,0.149,54,0.778,42,81,21,1215,3.2,3.6,39,2.6,112,17.1,459,411,1.7,35,san-francisco,0.796,289,0.384,111,10.9,227,0.591,11,48,74,0.568,42,18.2,4.5,0.148,81
zane-meeks-1,7.3,35,1.5,11,1.7,,-0.4,18.2,159,1.2,0.547,295,0.444,131,0.186,55,0.764,42,50,10,927,2.1,8.1,64,1.7,94,16.1,365,348,0.9,15,san-francisco,0.573,169,0.361,61,13.4,223,0.568,14.2,53,126,0.556,70,20.3,2.9,0.125,81
ndewedo-newbury-1,42.1,1,19.9,1,38.1,,11.2,22.4,1,0,1,1,1,1,4,4,1,4,2,0,5,26.8,25.8,1,0.1,0,79.7,6,7,0,0,san-francisco,0,0,,0,24,2,1.034,25.6,1,1,1,1,39.2,0.1,0.85,79
isaiah-hawthorne-1,4.1,3,1.5,2,-8.4,,-1.3,15.6,17,0.2,0.357,42,0.31,13,0.19,8,0.875,7,19,0,134,-7,5.8,7,-0.2,19,3.5,37,38,1.3,3,san-francisco,0.643,27,0.148,4,10.5,24,0.404,23.4,14,15,0.6,9,22.7,-0.1,-0.02,80
bryce-whitaker-1,0,0,0,0,88.5,,105.7,0,0,0,0,1,0,0,2,2,0.5,1,1,0,1,-17.2,0,0,0,0,106.8,1,1,100,2,san-francisco,0,0,,0,0,0,0.256,0,0,1,0,0,98,0,0.595,72
justin-bieker-1,5.3,1,0,0,-13,,-2.5,26.5,7,0,0.167,6,0.167,1,0.333,2,0,0,8,0,32,-10.4,4,1,-0.1,3,-4.4,2,3,0,0,san-francisco,0.667,4,0,0,14.8,8,0.144,22.3,2,2,0.5,1,14.2,-0.1,-0.082,77
jonas-visser-1,4.6,7,0.8,2,-5.3,,-0.4,10.1,22,0.2,,45,0.533,24,0.311,14,0.571,8,31,2,272,-4.8,6.9,17,0.1,42,6.5,57,61,0.4,2,san-francisco,0.022,1,1,1,8.4,39,,25.8,18,44,0.523,23,13,0.3,0.049,82
maj-dusanic-1,0,0,6.9,1,-4.3,,0.3,0,0,0,0.667,3,0.667,2,0,0,,0,4,0,15,-4.6,0,0,0,2,7.7,4,3,0,0,san-francisco,0.333,1,0,0,0,0,0.667,25,1,2,1,2,13.6,0,0.041,80
omari-moore-1,22.1,144,2.8,39,-0.9,,0.5,12.4,160,0.8,0.525,317,0.489,155,0.29,92,0.587,54,57,45,1384,-1.4,3.3,43,0.6,94,13.8,387,423,2.7,67,san-jose-state,0.243,77,0.299,23,7.7,203,0.536,25,120,240,0.55,132,17.2,1.4,0.041,78
tibet-gorener-1,10.5,9,0,0,0.2,,-1,12.2,19,0.1,0.603,58,0.448,26,0.052,3,0,0,14,2,187,1.2,1.3,2,0.2,12,12.2,70,61,1.3,4,san-jose-state,0.672,39,0.462,18,6.8,21,0.589,19.1,14,19,0.421,8,20.8,0.3,0.061,81
trey-smith-1,9.6,56,0.2,2,-3.6,,-2.2,5.5,60,-0.2,0.431,289,0.325,94,0.235,68,0.632,43,70,20,1157,-1.3,1.7,19,0.8,38,8.7,292,287,1.1,23,san-jose-state,0.64,185,0.33,61,3.6,79,0.454,5.6,19,104,0.317,33,14.7,0.6,0.019,75
ibrahima-diallo-2,0,0,7.9,14,-3.3,,0.7,23.2,37,0.3,0.434,53,0.434,23,0.547,29,0.448,13,19,6,191,-3.9,16.9,26,0,28,15.7,59,65,2.2,7,san-jose-state,0,0,,0,20,63,0.442,17.3,14,53,0.434,23,22.5,0.3,0.071,82
shon-robinson-2,7.4,6,2.6,4,-1.4,,-0.3,19.1,26,0.2,0.458,48,0.396,19,0.354,17,0.647,11,12,4,166,-1.2,6.6,9,0.1,12,13.6,55,55,1.5,4,san-jose-state,0.438,21,0.286,6,12.9,35,0.49,15.1,10,27,0.481,13,21.1,0.3,0.069,83
trey-anderson-2,6.1,8,0.4,1,-0.6,,0,11.2,24,0.1,0.546,65,0.477,31,0.169,11,0.636,7,27,3,261,-0.6,5.3,13,0.4,33,11.5,78,72,1.1,5,san-jose-state,0.4,26,0.346,9,8.3,37,0.555,11.4,9,39,0.564,22,15.2,0.5,0.075,78
alvaro-cardenastorre-1,22,15,0,0,-6.2,,-1.6,11,12,0,0.583,24,0.458,11,0.167,4,0.75,3,6,2,133,-4.6,0.9,1,0,16,6.1,31,35,0.9,2,san-jose-state,0.542,13,0.462,6,6,13,0.598,38.2,16,11,0.455,5,16.9,0,0.006,73
caleb-simmons-1,9.3,34,0.3,2,-6,,-1.1,13.3,84,0.3,0.393,112,0.304,34,0.295,33,0.758,25,59,10,680,-4.9,3.3,21,-0.3,62,5.3,113,126,1.4,17,san-jose-state,0.705,79,0.253,20,8.4,105,0.443,24.3,41,33,0.424,14,12.5,-0.1,-0.004,78
josh-ogarro-1,0,0,3.2,1,1.2,,1,15.3,4,0,,11,0.455,5,0.364,4,0.75,3,6,0,32,0.2,3.9,1,0,1,15.2,13,11,1.9,1,san-jose-state,0.182,2,0,0,9.6,5,,13.4,2,9,0.556,5,24.9,0,0.052,77
myron-mj-ameyjr-1,0,0,0,0,-17.4,,-6.9,15.3,1,0,0,4,0,0,0,0,,0,2,0,8,-10.5,15.5,1,-0.1,0,-15.2,0,1,0,0,san-jose-state,1,4,0,0,15.4,2,0,0,0,0,,0,26.8,-0.1,-0.34,77
harminder-dhaliwal-1,7.9,2,0,0,-0.1,,-3.9,12.9,7,0,0.5,14,0.5,7,0.714,10,0.6,6,13,0,56,3.8,19.7,11,0.1,10,19.4,20,24,2,2,san-jose-state,0.071,1,0,0,16.4,18,0.533,13.8,3,13,0.538,7,19,0.2,0.117,82
eduardo-lane-1,13.1,15,3.5,9,-5.6,,-0.6,15,34,0.1,0.546,65,0.538,35,0.462,30,0.4,12,25,7,256,-4.9,8.3,21,0.1,54,10.2,83,85,0.4,2,san-jose-state,0.062,4,0.25,1,11.5,55,0.524,23.2,24,61,0.557,34,19.3,0.1,0.02,83
sebastian-mendoza-1,7.9,16,1.6,7,-5.7,,-2.4,10.6,45,0.1,0.452,145,0.352,51,0.221,32,0.531,17,21,4,434,-3.2,2.1,9,-0.4,46,7.5,148,138,1.8,14,san-jose-state,0.517,75,0.387,29,6.3,54,0.462,19.2,38,70,0.314,22,22.6,-0.4,-0.035,75
michael-ofoegbu-1,6.7,2,0,0,-9,,-2,13.4,8,0,0.429,14,0.429,6,1.071,15,0.533,8,6,2,61,-7,1.6,1,0,12,7.8,20,19,0.9,1,san-jose-state,0,0,,0,7.5,9,0.473,12.4,3,14,0.429,6,19.6,0,0.012,79
jalen-williams-13,15.1,133,1.8,29,2.8,,2.2,11.2,173,2.7,0.505,474,0.445,211,0.363,172,0.785,135,59,47,1675,0.6,1.9,27,2.8,151,16,614,602,2.7,82,santa-clara,0.365,173,0.329,57,6.8,200,0.552,13.5,87,301,0.512,154,19.3,5.6,0.133,78
keshawn-justice-1,12.7,161,1,23,2.9,,0.8,13.5,304,3.4,0.517,717,0.41,294,0.229,164,0.787,129,86,47,2472,2.1,1.5,31,4.1,122,14.9,870,818,1.7,75,santa-clara,0.565,405,0.378,153,7.8,335,0.547,9.9,87,312,0.452,141,18.3,7.4,0.12,79
pj-pipes-1,14.9,289,0.5,18,-1.8,,-1.1,10.6,332,2.7,0.511,964,0.41,395,0.272,262,0.851,223,134,89,3452,-0.8,1.3,42,5.5,308,13.5,1209,1174,1.8,113,santa-clara,0.517,498,0.394,196,6,374,0.555,13.9,176,466,0.427,199,17.9,8.2,0.094,74
parker-braun-1,8.5,27,6.4,34,5.3,,2.8,13.1,70,0.9,0.668,107,0.636,68,0.336,36,0.556,20,52,8,588,2.5,5.9,28,1.2,46,16.2,163,158,0.7,7,santa-clara,0.196,21,0.333,7,9.7,98,0.657,16.8,25,86,0.709,61,13,2,0.139,80
josip-vrankic-1,14,227,2.4,77,2.1,,0.8,16.8,497,4.9,0.507,1091,0.47,513,0.468,511,0.722,369,115,109,3452,1.3,6.4,181,5.9,305,18.4,1475,1467,2.1,123,santa-clara,0.248,271,0.295,80,11.6,678,0.553,15.7,249,820,0.528,433,23.9,10.8,0.125,81
jaden-bediako-1,4.5,25,5.2,52,-2.2,,0.4,19.5,184,1.8,0.491,271,0.491,133,0.38,103,0.534,55,61,28,1029,-2.6,12.1,104,0.8,145,13.8,321,344,0.8,15,santa-clara,0.004,1,0,0,15.9,288,0.502,17.3,67,270,0.493,133,18.8,2.6,0.1,82
giordan-williams-1,5,17,0.5,3,-1.7,,0.5,10.8,65,0.9,0.541,170,0.435,74,0.282,48,0.688,33,53,4,648,-2.2,1.1,6,0.5,64,10.6,217,187,1.6,19,santa-clara,0.565,96,0.375,36,6.2,71,0.563,15,34,74,0.514,38,17.6,1.4,0.086,75
carlos-stewart-1,7.9,4,0,0,1.7,,2.9,7.4,6,0.2,0.545,22,0.5,11,0.364,8,0.75,6,8,0,85,-1.2,4.8,3,0.1,10,13.6,30,29,4.1,6,santa-clara,0.273,6,0.333,2,6.2,9,0.581,21.3,7,16,0.563,9,20.1,0.3,0.119,73
camaron-tongue-1,0,0,0,0,-9.9,,-3.6,3.9,1,0,0.688,8,0.625,5,0.25,2,0.5,1,5,0,27,-6.3,25.1,5,0,8,9.4,12,12,0,0,santa-clara,0.375,3,0.333,1,13.1,6,0.67,35.8,5,5,0.8,4,26.9,0,0.058,79
miguel-tomley-1,16,23,0,0,-1,,0.5,9.1,23,0.3,0.518,56,0.411,23,0.286,16,0.813,13,21,2,271,-1.5,0.4,1,0.3,23,9.8,71,72,1.2,6,santa-clara,0.607,34,0.353,12,4.9,24,0.558,18,14,22,0.5,11,14.4,0.6,0.089,75
eli-barry-1,0,0,0,0,24,,9.2,52.1,1,0,1,1,1,1,0,0,,0,2,0,2,14.9,0,0,0,0,57.2,2,1,0,0,santa-clara,0,0,,0,29.5,1,1,0,0,1,1,1,26,0,0.422,73
max-dorward-1,9.4,2,3.2,1,-13.1,,-2.5,3.4,1,0,,5,0.2,1,0.4,2,0,0,15,0,34,-10.5,0,0,-0.1,5,-5.7,2,3,0,0,santa-clara,0.4,2,0,0,1.8,1,,25.2,2,3,0.333,1,12.3,-0.1,-0.092,77
riley-grigsby-1,5.6,60,2.7,53,-0.9,,-0.3,13.2,241,3,0.489,677,0.428,290,0.31,210,0.748,157,81,55,2132,-0.6,4.6,90,3.5,212,14.9,819,762,1.2,44,seattle,0.402,272,0.301,82,8.8,331,0.527,10.4,90,405,0.514,208,20.1,6.6,0.123,78
darrion-trammell-1,32.9,164,0.8,7,3.7,,1.1,10.8,95,1.9,0.475,432,0.407,176,0.412,178,0.865,154,30,25,1033,2.6,1.7,16,3,76,22.8,564,588,3.2,58,seattle,0.373,161,0.36,58,6,111,0.546,16.5,102,271,0.435,118,29.7,4.9,0.19,70
cameron-tyson-1,7.2,38,0.3,3,-0.2,,-3.6,8.4,89,0.6,0.582,499,0.421,210,0.134,67,0.866,58,57,38,1172,3.4,2.9,29,3.4,92,19.1,639,532,1.1,21,seattle,0.77,384,0.419,161,5.7,118,0.602,9.4,55,115,0.426,49,25.9,4,0.137,74
emeka-udenyi-1,13.5,58,1.4,10,-0.3,,0.1,19,132,1.4,0.611,175,0.611,107,0.263,46,0.391,18,30,23,821,-0.5,11.4,87,2,81,17.8,232,268,1,15,seattle,0,0,,0,15,219,0.589,15.1,35,175,0.611,107,14,3.4,0.167,78
kobe-williamson-1,3.9,17,5,33,-1.9,,0.7,17.9,116,1.5,0.476,165,0.4,66,0.23,38,0.711,27,30,25,766,-2.5,7,50,0.7,90,12,184,188,1.3,18,seattle,0.527,87,0.287,25,12.2,166,0.503,14.1,30,78,0.526,41,13.8,2.1,0.112,80
rip-economou-1,3.8,9,1.4,6,-4.9,,-0.1,11.1,44,0.7,0.478,159,0.352,56,0.101,16,0.688,11,61,8,465,-4.8,4.3,18,0.4,70,10.9,163,143,2.3,19,seattle,0.774,123,0.325,40,7.5,62,0.489,9.8,18,36,0.444,16,19.7,1.1,0.094,80
viktor-rajkovic-1,8.7,7,1.8,2,4,,2.3,14.4,18,0.3,0.548,31,0.452,14,0.194,6,0.667,4,8,6,136,1.7,11.9,14,0.3,11,17,38,42,2.5,6,seattle,0.516,16,0.375,6,13.2,32,0.561,12.9,5,15,0.533,8,14.3,0.7,0.195,78
kyree-brown-2,24.9,23,0,0,-4.3,,0.1,11,15,0.3,0.521,24,0.417,10,0.375,9,0.889,8,7,0,148,-4.4,0,0,0.2,14,10.3,33,41,1.2,3,seattle,0.458,11,0.455,5,5.7,15,0.584,28,11,13,0.385,5,13.3,0.5,0.14,72
nate-robinson-2,3.3,9,1.2,5,-5.2,,-1.7,9.5,38,0.5,0.367,139,0.309,43,0.403,56,0.679,38,34,7,484,-3.5,2.6,11,-0.2,28,6.4,140,130,0.8,7,seattle,0.446,62,0.258,16,5.9,49,0.423,11.7,22,77,0.351,27,19.7,0.3,0.024,76
brandton-chatfield-1,0,0,5.4,5,-3.7,,0.7,20.3,21,0.3,0.632,19,0.632,12,0.105,2,1,2,14,5,113,-4.4,11.2,11,0.2,18,13.9,26,26,0.5,1,seattle,0,0,,0,15.9,32,0.652,16.7,4,19,0.632,12,10.6,0.5,0.168,82
joe-wall-3,3.6,2,2.2,2,-1.9,,-0.9,9,8,0.1,0.547,43,0.395,17,0.047,2,1,2,32,0,106,-1,1.1,1,0.2,16,15.2,49,38,1.1,2,seattle,0.884,38,0.342,13,4.8,9,0.557,2.2,1,5,0.8,4,21.1,0.4,0.141,79
vas-pandza-1,4.6,1,6.6,2,-8.3,,-2.6,14.7,5,0.1,0.625,8,0.5,4,0,0,,0,3,0,37,-5.7,0,0,0.1,5,12.6,10,8,1.5,1,seattle,0.375,3,0.667,2,7.6,5,0.625,11.1,1,5,0.4,2,12.2,0.1,0.161,80
matthew-levis-1,25.5,3,0,0,0.3,,1.2,11.4,2,0,0.25,4,0.25,1,0,0,,0,5,0,19,-0.9,11.6,2,0,0,10.9,2,5,3,1,seattle,0,0,,0,11.8,4,0.25,20,1,4,0.25,1,13.1,0,0.085,73
jaren-nafarrete-1,16,1,0,0,-10.6,,-2.8,36.2,3,0,,1,0,0,0,0,,0,2,0,9,-7.8,0,0,0,1,3.1,0,1,0,0,seattle,0,0,,0,18.6,3,,0,0,1,0,0,5.6,0,0.067,67
matt-vail-2,5.8,1,3.9,1,-4.8,,1.5,17.1,4,0.1,,2,0,0,0,0,,0,13,0,27,-6.3,4.3,1,0,2,4.9,0,1,2.1,1,seattle,0.5,1,0,0,10.4,5,,0,0,1,0,0,3.7,0,0.065,77
aaron-nettles-1,8.3,74,0.1,1,-1.6,,0.2,6.6,93,1.8,0.534,378,0.389,147,0.254,96,0.76,73,104,28,1640,-1.8,1,15,2.5,140,11,477,437,1.9,56,seattle,0.775,293,0.375,110,3.7,108,0.563,10.9,52,85,0.435,37,14.3,4.2,0.103,72
jared-rhoden-1,9,102,1.4,30,5.7,,2.4,17.7,367,3.8,0.482,713,0.418,298,0.362,258,0.744,192,96,46,2287,3.2,6.3,126,4.6,177,17.8,880,852,2.3,93,seton-hall,0.426,304,0.303,92,12.1,493,0.527,10.6,99,409,0.504,206,20.5,8.4,0.146,78
bryce-aiken-1,20.3,204,0,0,2.2,,-0.5,7.9,155,2.9,0.487,921,0.402,370,0.428,394,0.855,337,85,42,2226,2.7,1.3,25,4.8,151,18.4,1234,1163,1.8,68,seton-hall,0.502,462,0.34,157,4.7,180,0.557,16,211,459,0.464,213,30.5,7.7,0.139,72
tyrese-samuel-1,5.7,26,2.9,25,2,,1.3,15.5,127,1.3,0.551,243,0.486,118,0.255,62,0.435,27,62,2,897,0.7,8.8,69,1.2,114,14.1,295,285,1,16,seton-hall,0.412,100,0.32,32,12.2,196,0.541,15.2,49,143,0.601,86,17.9,2.5,0.112,82
alexis-yetna-1,7.2,53,2.4,32,4.3,,1,23.3,329,3.1,0.563,465,0.51,237,0.404,188,0.66,124,58,55,1653,3.2,11.2,168,4,135,20.3,648,618,1.3,37,seton-hall,0.318,148,0.338,50,17.1,497,0.585,13.3,85,317,0.59,187,18.8,7.1,0.172,80
jamir-harris-1,11.8,111,0.2,4,-1.1,,-1.5,8.3,133,1.4,0.523,564,0.395,223,0.211,119,0.824,98,74,44,1873,0.4,1.4,23,3,110,13.2,688,639,1.5,47,seton-hall,0.649,366,0.393,144,4.9,156,0.554,13.8,99,198,0.399,79,19.7,4.4,0.094,74
tray-jackson-1,5,8,1.4,4,1.6,,1.7,20.6,60,0.7,0.475,99,0.424,42,0.424,42,0.786,33,35,0,335,-0.1,7.4,22,0.4,38,15,127,122,1.7,10,seton-hall,0.444,44,0.227,10,14,82,0.534,17.4,25,55,0.582,32,21.7,1.1,0.131,81
kadary-richmond-1,25.7,101,2.4,15,5.3,,4.6,12.2,82,1.3,0.463,177,0.441,78,0.395,70,0.714,50,34,7,716,0.8,3.3,21,0.9,53,17.4,214,249,4.3,53,seton-hall,0.153,27,0.296,8,7.9,103,0.509,20.4,54,150,0.467,70,18.5,2.2,0.125,77
myles-cale-1,6.9,119,0.5,14,2.8,,1.9,11.6,336,3.9,0.505,878,0.425,373,0.238,209,0.646,135,129,95,3216,0.9,3.1,88,3.3,221,12.1,1022,936,2,113,seton-hall,0.467,410,0.344,141,7.4,424,0.523,12.7,142,468,0.496,232,17.3,7.2,0.09,78
ike-obiagu-1,1.2,9,15.4,205,3.5,,5.1,13,165,2.6,0.645,169,0.645,109,0.852,144,0.528,76,97,49,1401,-1.6,9.7,118,1.2,194,14.9,294,306,0.4,11,seton-hall,0,0,,0,11.4,283,0.619,26.6,86,169,0.645,109,11.5,3.8,0.108,86
tyler-powell-1,14.3,1,0,0,7.9,,3.2,15.4,2,0,1,3,0.667,2,0,0,,0,3,0,14,4.7,0,0,0.1,1,19.6,6,5,0,0,seton-hall,1,3,0.667,2,7.7,2,1,25,1,0,,0,13.9,0.1,0.234,77
jahari-long-1,15.2,17,0,0,-3.2,,0.8,8,13,0.2,0.354,24,0.292,7,0.333,8,0.75,6,23,2,185,-4,1.8,3,-0.2,10,2.3,23,31,1.2,4,seton-hall,0.5,12,0.25,3,4.9,16,0.414,39.3,18,12,0.333,4,12.5,0,-0.008,77
jo-smith-1,0,0,0,0,38.2,,6.6,35.9,1,0,1,2,1,2,0,0,,0,2,0,3,31.6,35.9,1,0.1,0,88,4,4,0,0,seton-hall,0,0,,0,35.9,2,1,0,0,2,1,2,32.5,0.1,1,81
sylwester-granda-1,19.8,2,0,0,6.2,,10,0,0,0.1,0.25,4,0.25,1,0,0,,0,8,0,18,-3.8,0,0,0,2,10.9,2,3,9.5,3,seton-hall,0.25,1,0,0,0,0,0.25,0,0,3,0.333,1,11.1,0,0.093,76
colby-rogers-1,12.3,76,0.4,6,-3.5,,-2.1,10.6,134,0.8,0.475,549,0.388,213,0.151,83,0.807,67,56,32,1501,-1.4,2,26,0.5,144,11.1,589,537,1.5,38,siena,0.485,266,0.361,96,6.2,160,0.5,14.8,102,283,0.413,117,24.1,1.3,0.035,77
jackson-stormo-1,10.3,37,3,24,-1.2,,-0.4,17,119,1.1,0.583,206,0.578,119,0.35,72,0.722,52,59,17,814,-0.8,9.1,62,1.5,89,17.7,292,287,1.1,15,siena,0.029,6,0.333,2,13.1,181,0.608,20,60,200,0.585,117,19.4,2.6,0.128,81
anthony-gaines-2,12.7,158,1.7,37,1.9,,2.8,15.2,312,3.4,0.416,466,0.373,174,0.491,229,0.777,178,105,42,2422,-0.9,4.7,99,1.8,205,11.5,566,621,1.8,75,siena,0.305,142,0.282,40,9.9,411,0.492,16.7,115,324,0.414,134,15,5.3,0.087,76
nick-hopkins-1,12.5,141,0.3,5,1.5,,0.3,10.3,188,2.8,0.546,614,0.399,245,0.14,86,0.826,71,112,26,1960,1.2,2,32,3.9,122,15.5,742,686,2.2,74,siena,0.775,476,0.38,181,6.4,220,0.567,9.7,70,138,0.464,64,18.7,6.7,0.137,72
andrew-platek-1,12.7,102,0.9,12,1.7,,1.5,8.4,109,1.2,0.478,343,0.405,139,0.192,66,0.697,46,131,13,1416,0.3,5,67,1.5,98,10.8,374,382,1.3,32,siena,0.493,169,0.296,50,6.7,176,0.5,15.2,67,174,0.511,89,14.7,2.7,0.077,76
aidan-carpenter-1,10,18,1.6,6,-6.2,,-1.4,4.3,14,0.4,0.451,92,0.413,38,0.228,21,0.667,14,16,8,372,-4.8,2.7,8,0,37,7,97,94,1.3,8,siena,0.293,27,0.259,7,3.5,22,0.476,19.1,24,65,0.477,31,18,0.3,0.036,77
jayce-johnson-12,15.2,158,1.3,24,-3.9,,-0.2,16.2,288,2.3,0.426,516,0.409,211,0.506,261,0.556,145,87,59,2089,-3.7,5.6,109,-0.4,231,10,585,635,2,73,siena,0.165,85,0.212,18,10.7,397,0.457,22.1,182,431,0.448,193,19.4,1.9,0.036,77
jared-billups-1,2.2,1,2.1,2,-1.9,,-0.1,11.4,9,0.1,0.563,16,0.438,7,0.25,4,0.75,3,5,0,95,-1.8,12.1,10,0.1,13,13.6,21,22,3.2,5,siena,0.563,9,0.444,4,11.8,19,0.587,18.3,4,7,0.429,3,12.1,0.2,0.082,77
javian-mccollum-1,29.1,11,0,0,-8.4,,-3.8,4.6,3,0,0.469,16,0.375,6,0,0,,0,5,0,79,-4.6,0,0,0,3,7,15,18,0.8,1,siena,0.688,11,0.273,3,2.2,3,0.469,23.8,5,5,0.6,3,14,0,-0.001,73
michael-baer-1,9.1,8,1.2,2,-7.9,,-1.3,15.3,23,0.1,0.355,31,0.323,10,0.29,9,0.222,2,28,4,174,-6.6,4.6,7,-0.3,13,3.7,24,27,2,6,siena,0.323,10,0.2,2,9.9,30,0.34,25.4,12,21,0.381,8,14.1,-0.2,-0.044,79
jordan-kellier-1,8.5,2,6.1,3,-9.8,,-0.8,21.1,9,0.1,0.3,20,0.3,6,0.25,5,0.6,3,9,0,51,-8.9,9.6,4,-0.1,7,5.4,15,16,1.2,1,siena,0.3,6,0,0,15.4,13,0.335,18.3,5,14,0.429,6,28.4,-0.1,-0.066,78
robert-mahala-1,2.8,1,2.5,2,-2.5,,1.2,6.7,5,0.1,0.5,6,0.5,3,0.167,1,0,0,16,0,85,-3.8,4.4,3,0,5,6.5,6,7,2.1,3,siena,0.333,2,0,0,5.6,8,0.463,13.4,1,4,0.75,3,4.6,0.1,0.065,77
aidan-dagostino-1,0,0,0,0,-12.3,,-4.7,0,0,0,,0,,0,,0,,0,1,0,1,-7.6,0,0,0,0,0,0,0,0,0,siena,,0,,0,0,0,,,0,0,,0,0,0,-0.024,73
steven-lazar-1,0,0,0,0,-26.6,,-28.9,0,0,0,0,1,0,0,0,0,,0,1,0,1,2.3,100,1,0,0,0,0,0,0,0,siena,1,1,0,0,58.8,1,0,0,0,0,,0,52.5,0,-0.427,80
michael-tertsea-1,0,0,4.9,2,-17.5,,-2.7,11.9,4,0,0.143,7,0.143,1,0,0,,0,18,0,39,-14.8,5.3,2,-0.1,9,-6.7,2,3,0,0,siena,0,0,,0,8.5,6,0.143,30,3,7,0.143,1,12.8,-0.1,-0.104,82
charles-manningjr-1,12.6,53,4,28,3,,1.2,11.6,86,1.2,0.502,272,0.463,126,0.213,58,0.759,44,33,11,787,1.8,3.3,23,1.3,59,16.6,317,305,1.8,25,south-alabama,0.257,70,0.3,21,7.5,109,0.529,15,53,202,0.52,105,21.5,2.5,0.126,77
jayjay-chandler-1,11.9,133,0.5,9,-0.3,,1.6,10.5,215,3.2,0.453,704,0.388,273,0.33,232,0.746,173,118,42,2278,-1.9,2.8,56,1.6,245,11.5,811,773,2.5,96,south-alabama,0.45,317,0.29,92,6.7,271,0.498,16.6,162,387,0.468,181,21.5,4.7,0.083,76
diante-smith-1,8.1,29,2.1,12,-2.5,,1,11.2,64,1.2,0.402,168,0.327,55,0.286,48,0.563,27,43,7,661,-3.4,6.1,35,-0.4,68,6.5,162,169,1.9,22,south-alabama,0.583,98,0.255,25,8.6,99,0.425,21.4,52,70,0.429,30,18.6,0.8,0.047,79
